DIA,ESTADO / O.R.,MEXICANOS REPATRIADOS,ADULTOS,MENORES,NNA NO ACOMPAÑADOS,NNA ACOMPAÑADOS,TERRESTRES,VUELOS PRIM,,,,,,
03/05/2025,BAJA CALIFORNIA,18,16,2,1,1,18,0,,,,,,
03/05/2025,CHIHUAHUA,105,96,9,9,0,105,0,,,,,,
03/05/2025,COAHUILA,23,19,4,4,0,23,0,,,,,,
03/05/2025,SONORA,74,73,1,1,0,74,0,,,,,,
03/05/2025,TABASCO,217,215,2,0,2,0,217,,,,,,
03/05/2025,TAMAULIPAS,98,88,10,8,2,98,0,,,,,,
04/05/2025,BAJA CALIFORNIA,9,8,1,0,1,9,0,,,,,,
04/05/2025,CHIHUAHUA,10,10,0,0,0,10,0,,,,,,
04/05/2025,COAHUILA,4,2,2,2,0,4,0,,,,,,
04/05/2025,SONORA,1,1,0,0,0,1,0,,,,,,
04/05/2025,TAMAULIPAS,19,13,6,6,0,19,0,,,,,,
05/05/2025,BAJA CALIFORNIA,28,18,10,10,0,28,0,,,,,,
05/05/2025,CHIAPAS,309,303,6,0,6,0,309,,,,,,
05/05/2025,CHIHUAHUA,37,33,4,4,0,37,0,,,,,,
05/05/2025,COAHUILA,3,0,3,3,0,3,0,,,,,,
05/05/2025,SONORA,13,11,2,2,0,13,0,,,,,,
05/05/2025,TAMAULIPAS,98,92,6,6,0,98,0,,,,,,
06/05/2025,BAJA CALIFORNIA,100,100,0,0,0,100,0,,,,,,
06/05/2025,CHIHUAHUA,37,26,11,11,0,37,0,,,,,,
06/05/2025,COAHUILA,54,47,7,6,1,54,0,,,,,,
06/05/2025,SONORA,60,55,5,4,1,60,0,,,,,,
06/05/2025,TAMAULIPAS,241,234,7,5,2,241,0,,,,,,
07/05/2025,BAJA CALIFORNIA,34,30,4,4,0,34,0,,,,,,
07/05/2025,CHIAPAS,240,234,6,0,6,0,240,,,,,,
07/05/2025,CHIHUAHUA,52,46,6,6,0,52,0,,,,,,
07/05/2025,COAHUILA,27,26,1,1,0,27,0,,,,,,
07/05/2025,SONORA,106,105,1,1,0,106,0,,,,,,
07/05/2025,TAMAULIPAS,91,76,15,13,2,91,0,,,,,,
08/05/2025,BAJA CALIFORNIA,50,50,0,0,0,50,0,,,,,,
08/05/2025,CHIHUAHUA,72,64,8,8,0,72,0,,,,,,
08/05/2025,COAHUILA,42,41,1,1,0,42,0,,,,,,
08/05/2025,SONORA,80,76,4,4,0,80,0,,,,,,
08/05/2025,TABASCO,229,226,3,0,3,0,229,,,,,,
08/05/2025,TAMAULIPAS,77,66,11,8,3,77,0,,,,,,
09/05/2025,BAJA CALIFORNIA,51,42,9,3,6,51,0,,,,,,
09/05/2025,CHIHUAHUA,7,4,3,3,0,7,0,,,,,,
09/05/2025,COAHUILA,41,40,1,1,0,41,0,,,,,,
09/05/2025,SONORA,61,55,6,6,0,61,0,,,,,,
09/05/2025,TABASCO,84,80,4,0,4,0,84,,,,,,
09/05/2025,TAMAULIPAS,197,192,5,5,0,197,0,,,,,,
10/05/2025,BAJA CALIFORNIA,27,25,2,2,0,27,0,,,,,,
10/05/2025,CHIHUAHUA,23,20,3,3,0,23,0,,,,,,
10/05/2025,COAHUILA,33,32,1,1,0,33,0,,,,,,
10/05/2025,SONORA,129,129,0,0,0,129,0,,,,,,
10/05/2025,TABASCO,47,41,6,1,5,0,47,,,,,,
10/05/2025,TAMAULIPAS,166,160,6,6,0,166,0,,,,,,
11/05/2025,BAJA CALIFORNIA,14,7,7,7,0,14,0,,,,,,
11/05/2025,CHIHUAHUA,9,3,6,6,0,9,0,,,,,,
11/05/2025,COAHUILA,1,0,1,1,0,1,0,,,,,,
11/05/2025,SONORA,1,1,0,0,0,1,0,,,,,,
11/05/2025,TABASCO,134,130,4,0,4,0,134,,,,,,
11/05/2025,TAMAULIPAS,8,3,5,5,0,8,0,,,,,,
12/05/2025,BAJA CALIFORNIA,24,21,3,3,0,24,0,,,,,,
12/05/2025,CHIAPAS,77,69,8,0,8,0,77,,,,,,
12/05/2025,CHIHUAHUA,28,28,0,0,0,28,0,,,,,,
12/05/2025,COAHUILA,9,8,1,1,0,9,0,,,,,,
12/05/2025,SONORA,45,45,0,0,0,45,0,,,,,,
12/05/2025,TAMAULIPAS,201,199,2,2,0,201,0,,,,,,
13/05/2025,BAJA CALIFORNIA,48,43,5,5,0,48,0,,,,,,
13/05/2025,CHIAPAS,56,52,4,0,4,0,56,,,,,,
13/05/2025,CHIHUAHUA,34,31,3,3,0,34,0,,,,,,
13/05/2025,COAHUILA,55,49,6,6,0,55,0,,,,,,
13/05/2025,SONORA,64,62,2,2,0,64,0,,,,,,
13/05/2025,TAMAULIPAS,98,84,14,14,0,98,0,,,,,,
14/05/2025,BAJA CALIFORNIA,45,44,1,1,0,45,0,,,,,,
14/05/2025,CHIAPAS,58,56,2,0,2,0,58,,,,,,
14/05/2025,CHIHUAHUA,73,61,12,12,0,73,0,,,,,,
14/05/2025,COAHUILA,27,24,3,3,0,27,0,,,,,,
14/05/2025,SONORA,90,90,0,0,0,90,0,,,,,,
14/05/2025,TAMAULIPAS,321,314,7,7,0,321,0,,,,,,
15/05/2025,BAJA CALIFORNIA,42,38,4,2,2,42,0,,,,,,
15/05/2025,CHIHUAHUA,79,72,7,7,0,79,0,,,,,,
15/05/2025,COAHUILA,50,49,1,1,0,50,0,,,,,,
15/05/2025,SONORA,72,68,4,4,0,72,0,,,,,,
15/05/2025,TABASCO,70,66,4,0,4,0,70,,,,,,
15/05/2025,TAMAULIPAS,140,131,9,9,0,140,0,,,,,,
16/05/2025,BAJA CALIFORNIA,36,35,1,1,0,36,0,,,,,,
16/05/2025,CHIHUAHUA,98,90,8,8,0,98,0,,,,,,
16/05/2025,COAHUILA,42,40,2,2,0,42,0,,,,,,
16/05/2025,SONORA,70,64,6,5,1,70,0,,,,,,
16/05/2025,TABASCO,53,50,3,0,3,0,53,,,,,,
16/05/2025,TAMAULIPAS,168,159,9,7,2,168,0,,,,,,
17/05/2025,BAJA CALIFORNIA,21,20,1,1,0,21,0,,,,,,
17/05/2025,CHIHUAHUA,105,99,6,6,0,105,0,,,,,,
17/05/2025,COAHUILA,40,37,3,2,1,40,0,,,,,,
17/05/2025,SONORA,96,90,6,6,0,96,0,,,,,,
17/05/2025,TABASCO,132,132,0,0,0,0,132,,,,,,
17/05/2025,TAMAULIPAS,14,13,1,1,0,14,0,,,,,,
18/05/2025,BAJA CALIFORNIA,12,8,4,4,0,12,0,,,,,,
18/05/2025,CHIHUAHUA,54,46,8,8,0,54,0,,,,,,
18/05/2025,COAHUILA,1,0,1,1,0,1,0,,,,,,
18/05/2025,SONORA,23,22,1,1,0,23,0,,,,,,
18/05/2025,TABASCO,60,60,0,0,0,0,60,,,,,,
18/05/2025,TAMAULIPAS,132,126,6,6,0,132,0,,,,,,
19/05/2025,BAJA CALIFORNIA,21,17,4,4,0,21,0,,,,,,
19/05/2025,CHIAPAS,56,55,1,0,1,0,56,,,,,,
19/05/2025,CHIHUAHUA,24,17,7,7,0,24,0,,,,,,
19/05/2025,COAHUILA,20,19,1,0,1,20,0,,,,,,
19/05/2025,SONORA,15,15,0,0,0,15,0,,,,,,
19/05/2025,TAMAULIPAS,128,122,6,6,0,128,0,,,,,,
20/05/2025,BAJA CALIFORNIA,86,83,3,3,0,86,0,,,,,,
20/05/2025,CHIHUAHUA,65,60,5,5,0,65,0,,,,,,
20/05/2025,COAHUILA,81,78,3,3,0,81,0,,,,,,
20/05/2025,SONORA,54,49,5,5,0,54,0,,,,,,
20/05/2025,TAMAULIPAS,119,115,4,4,0,119,0,,,,,,
21/05/2025,BAJA CALIFORNIA,37,33,4,4,0,37,0,,,,,,
21/05/2025,CHIAPAS,105,95,10,0,10,0,105,,,,,,
21/05/2025,CHIHUAHUA,111,106,5,5,0,111,0,,,,,,
21/05/2025,COAHUILA,51,48,3,3,0,51,0,,,,,,
21/05/2025,SONORA,94,86,8,6,2,94,0,,,,,,
21/05/2025,TAMAULIPAS,224,217,7,7,0,224,0,,,,,,
22/05/2025,BAJA CALIFORNIA,48,46,2,2,0,48,0,,,,,,
22/05/2025,CHIHUAHUA,119,105,14,14,0,119,0,,,,,,
22/05/2025,COAHUILA,42,38,4,4,0,42,0,,,,,,
22/05/2025,SONORA,83,76,7,3,4,83,0,,,,,,
22/05/2025,TABASCO,73,72,1,0,1,0,73,,,,,,
22/05/2025,TAMAULIPAS,124,105,19,17,2,124,0,,,,,,
23/05/2025,BAJA CALIFORNIA,49,46,3,3,0,49,0,,,,,,
23/05/2025,CHIHUAHUA,54,50,4,4,0,54,0,,,,,,
23/05/2025,COAHUILA,74,73,1,1,0,74,0,,,,,,
23/05/2025,SONORA,66,65,1,1,0,66,0,,,,,,
23/05/2025,TABASCO,74,70,4,1,3,0,74,,,,,,
23/05/2025,TAMAULIPAS,104,93,11,11,0,104,0,,,,,,
24/05/2025,BAJA CALIFORNIA,25,22,3,2,1,25,0,,,,,,
24/05/2025,CHIHUAHUA,91,89,2,2,0,91,0,,,,,,
24/05/2025,COAHUILA,69,67,2,2,0,69,0,,,,,,
24/05/2025,SONORA,48,44,4,4,0,48,0,,,,,,
24/05/2025,TABASCO,105,105,0,0,0,0,105,,,,,,
24/05/2025,TAMAULIPAS,214,207,7,7,0,214,0,,,,,,
25/05/2025,BAJA CALIFORNIA,3,1,2,2,0,3,0,,,,,,
25/05/2025,CHIHUAHUA,87,82,5,5,0,87,0,,,,,,
25/05/2025,COAHUILA,1,0,1,1,0,1,0,,,,,,
25/05/2025,SONORA,87,87,0,0,0,87,0,,,,,,
25/05/2025,TABASCO,95,91,4,0,4,0,95,,,,,,
25/05/2025,TAMAULIPAS,51,47,4,4,0,51,0,,,,,,
26/05/2025,BAJA CALIFORNIA,16,13,3,1,2,16,0,,,,,,
26/05/2025,CHIAPAS,31,28,3,0,3,0,31,,,,,,
26/05/2025,CHIHUAHUA,20,15,5,5,0,20,0,,,,,,
26/05/2025,COAHUILA,8,8,0,0,0,8,0,,,,,,
26/05/2025,SONORA,7,5,2,2,0,7,0,,,,,,
26/05/2025,TAMAULIPAS,101,94,7,7,0,101,0,,,,,,
27/05/2025,BAJA CALIFORNIA,124,116,8,4,4,124,0,,,,,,
27/05/2025,CHIAPAS,33,33,0,0,0,0,33,,,,,,
27/05/2025,CHIHUAHUA,34,30,4,4,0,34,0,,,,,,
27/05/2025,COAHUILA,15,15,0,0,0,15,0,,,,,,
27/05/2025,SONORA,19,19,0,0,0,19,0,,,,,,
27/05/2025,TAMAULIPAS,164,159,5,4,1,164,0,,,,,,
28/05/2025,BAJA CALIFORNIA,49,46,3,2,1,49,0,,,,,,
28/05/2025,CHIAPAS,24,19,5,0,5,0,24,,,,,,
28/05/2025,CHIHUAHUA,65,62,3,2,1,65,0,,,,,,
28/05/2025,COAHUILA,138,137,1,1,0,138,0,,,,,,
28/05/2025,SONORA,63,62,1,1,0,63,0,,,,,,
28/05/2025,TAMAULIPAS,139,134,5,5,0,139,0,,,,,,
29/05/2025,BAJA CALIFORNIA,44,40,4,2,2,44,0,,,,,,
29/05/2025,CHIHUAHUA,194,191,3,2,1,194,0,,,,,,
29/05/2025,COAHUILA,48,46,2,2,0,48,0,,,,,,
29/05/2025,SONORA,72,72,0,0,0,72,0,,,,,,
29/05/2025,TABASCO,128,125,3,1,2,0,128,,,,,,
29/05/2025,TAMAULIPAS,120,99,21,21,0,120,0,,,,,,
30/05/2025,BAJA CALIFORNIA,44,41,3,1,2,44,0,,,,,,
30/05/2025,CHIHUAHUA,112,100,12,12,0,112,0,,,,,,
30/05/2025,COAHUILA,64,60,4,4,0,64,0,,,,,,
30/05/2025,SONORA,115,114,1,1,0,115,0,,,,,,
30/05/2025,TABASCO,102,96,6,0,6,0,102,,,,,,
30/05/2025,TAMAULIPAS,85,76,9,9,0,85,0,,,,,,
31/05/2025,BAJA CALIFORNIA,47,45,2,2,0,47,0,,,,,,
31/05/2025,CHIHUAHUA,137,132,5,5,0,137,0,,,,,,
31/05/2025,COAHUILA,31,31,0,0,0,31,0,,,,,,
31/05/2025,SONORA,82,77,5,3,2,82,0,,,,,,
31/05/2025,TABASCO,89,89,0,0,0,0,89,,,,,,
31/05/2025,TAMAULIPAS,342,330,12,12,0,342,0,,,,,,
01/06/2025,BAJA CALIFORNIA,13,10,3,3,0,13,0,,,,,,
01/06/2025,CHIHUAHUA,1,1,0,0,0,1,0,,,,,,
01/06/2025,COAHUILA,37,35,2,2,0,37,0,,,,,,
01/06/2025,SONORA,62,60,2,2,0,62,0,,,,,,
01/06/2025,TABASCO,104,104,0,0,0,0,104,,,,,,
01/06/2025,TAMAULIPAS,56,52,4,4,0,56,0,,,,,,
02/06/2025,BAJA CALIFORNIA,37,32,5,5,0,37,0,,,,,,
02/06/2025,CHIAPAS,74,70,4,0,4,0,74,,,,,,
02/06/2025,CHIHUAHUA,74,70,4,3,1,74,0,,,,,,
02/06/2025,COAHUILA,11,8,3,3,0,11,0,,,,,,
02/06/2025,SONORA,9,5,4,4,0,9,0,,,,,,
02/06/2025,TAMAULIPAS,108,107,1,1,0,108,0,,,,,,
03/06/2025,BAJA CALIFORNIA,104,97,7,7,0,104,0,,,,,,
03/06/2025,CHIAPAS,59,54,5,0,5,0,59,,,,,,
03/06/2025,CHIHUAHUA,101,94,7,7,0,101,0,,,,,,
03/06/2025,COAHUILA,97,97,0,0,0,97,0,,,,,,
03/06/2025,SONORA,69,67,2,2,0,69,0,,,,,,
03/06/2025,TAMAULIPAS,230,229,1,1,0,230,0,,,,,,
04/06/2025,BAJA CALIFORNIA,72,60,12,3,9,72,0,,,,,,
04/06/2025,CHIAPAS,111,108,3,0,3,0,111,,,,,,
04/06/2025,CHIHUAHUA,59,48,11,8,3,59,0,,,,,,
04/06/2025,COAHUILA,83,81,2,0,2,83,0,,,,,,
04/06/2025,SONORA,112,109,3,3,0,112,0,,,,,,
04/06/2025,TAMAULIPAS,327,320,7,6,1,327,0,,,,,,
05/06/2025,BAJA CALIFORNIA,73,73,0,0,0,73,0,,,,,,
05/06/2025,CHIHUAHUA,138,132,6,6,0,138,0,,,,,,
05/06/2025,COAHUILA,48,48,0,0,0,48,0,,,,,,
05/06/2025,SONORA,122,120,2,2,0,122,0,,,,,,
05/06/2025,TABASCO,132,126,6,1,5,0,132,,,,,,
05/06/2025,TAMAULIPAS,267,260,7,5,2,267,0,,,,,,
06/06/2025,BAJA CALIFORNIA,47,37,10,5,5,47,0,,,,,,
06/06/2025,CHIHUAHUA,66,59,7,7,0,66,0,,,,,,
06/06/2025,COAHUILA,79,78,1,1,0,79,0,,,,,,
06/06/2025,SONORA,100,95,5,5,0,100,0,,,,,,
06/06/2025,TABASCO,60,55,5,0,5,0,60,,,,,,
06/06/2025,TAMAULIPAS,136,133,3,1,2,136,0,,,,,,
07/06/2025,BAJA CALIFORNIA,34,32,2,2,0,34,0,,,,,,
07/06/2025,CHIHUAHUA,34,25,9,9,0,34,0,,,,,,
07/06/2025,COAHUILA,91,86,5,2,3,91,0,,,,,,
07/06/2025,SONORA,114,111,3,3,0,114,0,,,,,,
07/06/2025,TABASCO,83,80,3,0,3,0,83,,,,,,
07/06/2025,TAMAULIPAS,99,95,4,4,0,99,0,,,,,,
08/06/2025,BAJA CALIFORNIA,26,24,2,1,1,26,0,,,,,,
08/06/2025,CHIHUAHUA,19,11,8,8,0,19,0,,,,,,
08/06/2025,COAHUILA,43,41,2,2,0,43,0,,,,,,
08/06/2025,SONORA,45,42,3,0,3,45,0,,,,,,
08/06/2025,TABASCO,78,77,1,0,1,0,78,,,,,,
08/06/2025,TAMAULIPAS,140,136,4,4,0,140,0,,,,,,
09/06/2025,BAJA CALIFORNIA,25,23,2,0,2,25,0,,,,,,
09/06/2025,CHIHUAHUA,41,39,2,2,0,41,0,,,,,,
09/06/2025,COAHUILA,23,23,0,0,0,23,0,,,,,,
09/06/2025,SONORA,14,12,2,2,0,14,0,,,,,,
09/06/2025,TABASCO,41,39,2,0,2,0,41,,,,,,
09/06/2025,TAMAULIPAS,113,113,0,0,0,113,0,,,,,,
10/06/2025,BAJA CALIFORNIA,46,37,9,6,3,46,0,,,,,,
10/06/2025,CHIAPAS,62,59,3,0,3,0,62,,,,,,
10/06/2025,CHIHUAHUA,40,30,10,8,2,40,0,,,,,,
10/06/2025,COAHUILA,70,68,2,0,2,70,0,,,,,,
10/06/2025,SONORA,70,69,1,1,0,70,0,,,,,,
10/06/2025,TABASCO,7,7,0,0,0,0,7,,,,,,
10/06/2025,TAMAULIPAS,192,186,6,6,0,192,0,,,,,,
11/06/2025,BAJA CALIFORNIA,64,63,1,1,0,64,0,,,,,,
11/06/2025,CHIAPAS,71,66,5,0,5,0,71,,,,,,
11/06/2025,CHIHUAHUA,94,90,4,2,2,94,0,,,,,,
11/06/2025,COAHUILA,73,71,2,1,1,73,0,,,,,,
11/06/2025,SONORA,95,93,2,2,0,95,0,,,,,,
11/06/2025,TAMAULIPAS,91,85,6,6,0,91,0,,,,,,
12/06/2025,BAJA CALIFORNIA,52,47,5,1,4,52,0,,,,,,
12/06/2025,CHIHUAHUA,176,161,15,10,5,176,0,,,,,,
12/06/2025,COAHUILA,81,81,0,0,0,81,0,,,,,,
12/06/2025,SONORA,35,34,1,1,0,35,0,,,,,,
12/06/2025,TABASCO,88,85,3,0,3,0,88,,,,,,
12/06/2025,TAMAULIPAS,230,223,7,5,2,230,0,,,,,,
13/06/2025,BAJA CALIFORNIA,38,36,2,2,0,38,0,,,,,,
13/06/2025,CHIHUAHUA,89,83,6,6,0,89,0,,,,,,
13/06/2025,COAHUILA,82,80,2,2,0,82,0,,,,,,
13/06/2025,SONORA,30,29,1,1,0,30,0,,,,,,
13/06/2025,TAMAULIPAS,142,141,1,1,0,142,0,,,,,,
14/06/2025,BAJA CALIFORNIA,30,27,3,2,1,30,0,,,,,,
14/06/2025,CHIHUAHUA,75,72,3,3,0,75,0,,,,,,
14/06/2025,COAHUILA,76,76,0,0,0,76,0,,,,,,
14/06/2025,SONORA,21,20,1,1,0,21,0,,,,,,
14/06/2025,TAMAULIPAS,119,119,0,0,0,119,0,,,,,,
15/06/2025,BAJA CALIFORNIA,11,9,2,2,0,11,0,,,,,,
15/06/2025,CHIHUAHUA,59,50,9,9,0,59,0,,,,,,
15/06/2025,COAHUILA,10,9,1,1,0,10,0,,,,,,
15/06/2025,SONORA,39,39,0,0,0,39,0,,,,,,
15/06/2025,TABASCO,143,142,1,0,1,0,143,,,,,,
15/06/2025,TAMAULIPAS,4,0,4,4,0,4,0,,,,,,
16/06/2025,BAJA CALIFORNIA,33,27,6,3,3,33,0,,,,,,
16/06/2025,CHIAPAS,74,72,2,0,2,0,74,,,,,,
16/06/2025,CHIHUAHUA,35,33,2,2,0,35,0,,,,,,
16/06/2025,COAHUILA,90,87,3,3,0,90,0,,,,,,
16/06/2025,SONORA,39,39,0,0,0,39,0,,,,,,
16/06/2025,TAMAULIPAS,200,193,7,7,0,200,0,,,,,,
17/06/2025,BAJA CALIFORNIA,67,61,6,1,5,67,0,,,,,,
17/06/2025,CHIAPAS,43,43,0,0,0,0,43,,,,,,
17/06/2025,CHIHUAHUA,129,123,6,2,4,129,0,,,,,,
17/06/2025,COAHUILA,130,130,0,0,0,130,0,,,,,,
17/06/2025,SONORA,55,55,0,0,0,55,0,,,,,,
17/06/2025,TAMAULIPAS,234,221,13,12,1,234,0,,,,,,
18/06/2025,BAJA CALIFORNIA,56,56,0,0,0,56,0,,,,,,
18/06/2025,CHIHUAHUA,206,198,8,8,0,206,0,,,,,,
18/06/2025,COAHUILA,67,64,3,0,3,67,0,,,,,,
18/06/2025,SONORA,108,108,0,0,0,108,0,,,,,,
18/06/2025,TAMAULIPAS,106,89,17,17,0,106,0,,,,,,
19/06/2025,BAJA CALIFORNIA,44,39,5,1,4,44,0,,,,,,
19/06/2025,CHIHUAHUA,130,127,3,3,0,130,0,,,,,,
19/06/2025,COAHUILA,64,62,2,2,0,64,0,,,,,,
19/06/2025,SONORA,103,100,3,2,1,103,0,,,,,,
19/06/2025,TAMAULIPAS,18,11,7,7,0,18,0,,,,,,
20/06/2025,BAJA CALIFORNIA,27,23,4,2,2,27,0,,,,,,
20/06/2025,CHIHUAHUA,59,57,2,1,1,59,0,,,,,,
20/06/2025,COAHUILA,59,59,0,0,0,59,0,,,,,,
20/06/2025,SONORA,119,118,1,1,0,119,0,,,,,,
20/06/2025,TAMAULIPAS,65,55,10,10,0,65,0,,,,,,
21/06/2025,BAJA CALIFORNIA,34,33,1,1,0,34,0,,,,,,
21/06/2025,CHIHUAHUA,37,33,4,4,0,37,0,,,,,,
21/06/2025,COAHUILA,72,71,1,1,0,72,0,,,,,,
21/06/2025,SONORA,84,84,0,0,0,84,0,,,,,,
21/06/2025,TABASCO,151,149,2,0,2,0,151,,,,,,
21/06/2025,TAMAULIPAS,136,130,6,6,0,136,0,,,,,,
22/06/2025,BAJA CALIFORNIA,22,21,1,0,1,22,0,,,,,,
22/06/2025,CHIHUAHUA,61,55,6,6,0,61,0,,,,,,
22/06/2025,COAHUILA,8,8,0,0,0,8,0,,,,,,
22/06/2025,SONORA,44,44,0,0,0,44,0,,,,,,
22/06/2025,TAMAULIPAS,104,103,1,1,0,104,0,,,,,,
23/06/2025,BAJA CALIFORNIA,25,24,1,1,0,25,0,,,,,,
23/06/2025,CHIHUAHUA,25,24,1,1,0,25,0,,,,,,
23/06/2025,COAHUILA,53,53,0,0,0,53,0,,,,,,
23/06/2025,SONORA,19,17,2,2,0,19,0,,,,,,
23/06/2025,TAMAULIPAS,146,142,4,4,0,146,0,,,,,,
24/06/2025,BAJA CALIFORNIA,80,78,2,2,0,80,0,,,,,,
24/06/2025,CHIAPAS,113,110,3,0,3,0,113,,,,,,
24/06/2025,CHIHUAHUA,76,74,2,2,0,76,0,,,,,,
24/06/2025,COAHUILA,74,72,2,2,0,74,0,,,,,,
24/06/2025,SONORA,49,47,2,2,0,49,0,,,,,,
24/06/2025,TAMAULIPAS,153,147,6,6,0,153,0,,,,,,
25/06/2025,BAJA CALIFORNIA,74,71,3,3,0,74,0,,,,,,
25/06/2025,CHIHUAHUA,74,69,5,4,1,74,0,,,,,,
25/06/2025,COAHUILA,65,63,2,0,2,65,0,,,,,,
25/06/2025,SONORA,93,91,2,2,0,93,0,,,,,,
25/06/2025,TAMAULIPAS,121,111,10,10,0,121,0,,,,,,
26/06/2025,BAJA CALIFORNIA,67,64,3,2,1,67,0,,,,,,
26/06/2025,CHIHUAHUA,94,89,5,4,1,94,0,,,,,,
26/06/2025,COAHUILA,79,78,1,1,0,79,0,,,,,,
26/06/2025,SONORA,78,76,2,0,2,78,0,,,,,,
26/06/2025,TAMAULIPAS,204,201,3,3,0,204,0,,,,,,
27/06/2025,BAJA CALIFORNIA,100,100,0,0,0,100,0,,,,,,
27/06/2025,CHIHUAHUA,106,101,5,1,4,106,0,,,,,,
27/06/2025,COAHUILA,82,81,1,1,0,82,0,,,,,,
27/06/2025,SONORA,67,67,0,0,0,67,0,,,,,,
27/06/2025,TAMAULIPAS,199,185,14,7,7,199,0,,,,,,
28/06/2025,BAJA CALIFORNIA,44,41,3,2,1,44,0,,,,,,
28/06/2025,CHIHUAHUA,26,24,2,2,0,26,0,,,,,,
28/06/2025,COAHUILA,67,67,0,0,0,67,0,,,,,,
28/06/2025,SONORA,67,65,2,2,0,67,0,,,,,,
28/06/2025,TAMAULIPAS,157,149,8,8,0,157,0,,,,,,
29/06/2025,BAJA CALIFORNIA,31,30,1,0,1,31,0,,,,,,
29/06/2025,CHIHUAHUA,24,22,2,2,0,24,0,,,,,,
29/06/2025,COAHUILA,18,18,0,0,0,18,0,,,,,,
29/06/2025,SONORA,33,32,1,1,0,33,0,,,,,,
29/06/2025,TAMAULIPAS,2,2,0,0,0,2,0,,,,,,
30/06/2025,BAJA CALIFORNIA,20,19,1,1,0,20,0,,,,,,
30/06/2025,CHIHUAHUA,56,50,6,6,0,56,0,,,,,,
30/06/2025,COAHUILA,71,69,2,1,1,71,0,,,,,,
30/06/2025,SONORA,18,17,1,1,0,18,0,,,,,,
30/06/2025,TAMAULIPAS,218,215,3,3,0,218,0,,,,,,
01/07/2025,BAJA CALIFORNIA,92,92,0,0,0,92,0,,,,,,
01/07/2025,CHIAPAS,120,120,0,0,0,0,120,,,,,,
01/07/2025,CHIHUAHUA,53,49,4,4,0,53,0,,,,,,
01/07/2025,COAHUILA,69,67,2,2,0,69,0,,,,,,
01/07/2025,SONORA,81,81,0,0,0,81,0,,,,,,
01/07/2025,TAMAULIPAS,198,186,12,12,0,198,0,,,,,,
02/07/2025,BAJA CALIFORNIA,72,71,1,1,0,72,0,,,,,,
02/07/2025,CHIAPAS,1,1,0,0,0,0,1,,,,,,
02/07/2025,CHIHUAHUA,98,97,1,1,0,98,0,,,,,,
02/07/2025,COAHUILA,69,66,3,0,3,69,0,,,,,,
02/07/2025,SONORA,111,109,2,2,0,111,0,,,,,,
02/07/2025,TAMAULIPAS,100,96,4,4,0,100,0,,,,,,
03/07/2025,BAJA CALIFORNIA,104,100,4,0,4,104,0,,,,,,
03/07/2025,CHIHUAHUA,98,98,0,0,0,98,0,,,,,,
03/07/2025,COAHUILA,65,64,1,1,0,65,0,,,,,,
03/07/2025,SONORA,57,55,2,2,0,57,0,,,,,,
03/07/2025,TABASCO,129,126,3,0,3,0,129,,,,,,
03/07/2025,TAMAULIPAS,157,143,14,14,0,157,0,,,,,,
04/07/2025,BAJA CALIFORNIA,93,87,6,2,4,93,0,,,,,,
04/07/2025,CHIHUAHUA,45,41,4,3,1,45,0,,,,,,
04/07/2025,CIUDAD DE MEXICO,2,2,0,0,0,0,2,,,,,,
04/07/2025,COAHUILA,72,72,0,0,0,72,0,,,,,,
04/07/2025,SONORA,54,53,1,0,1,54,0,,,,,,
04/07/2025,TAMAULIPAS,176,167,9,9,0,176,0,,,,,,
05/07/2025,BAJA CALIFORNIA,51,50,1,1,0,51,0,,,,,,
05/07/2025,CHIHUAHUA,26,19,7,7,0,26,0,,,,,,
05/07/2025,COAHUILA,38,38,0,0,0,38,0,,,,,,
05/07/2025,SONORA,8,7,1,0,1,8,0,,,,,,
05/07/2025,TABASCO,131,130,1,0,1,0,131,,,,,,
05/07/2025,TAMAULIPAS,157,152,5,4,1,157,0,,,,,,
06/07/2025,BAJA CALIFORNIA,19,15,4,2,2,19,0,,,,,,
06/07/2025,CHIAPAS,71,71,0,0,0,0,71,,,,,,
06/07/2025,CHIHUAHUA,17,11,6,6,0,17,0,,,,,,
06/07/2025,COAHUILA,36,36,0,0,0,36,0,,,,,,
06/07/2025,SONORA,32,28,4,4,0,32,0,,,,,,
06/07/2025,TAMAULIPAS,17,10,7,7,0,17,0,,,,,,
07/07/2025,BAJA CALIFORNIA,31,31,0,0,0,31,0,,,,,,
07/07/2025,CHIHUAHUA,36,35,1,1,0,36,0,,,,,,
07/07/2025,COAHUILA,25,21,4,1,3,25,0,,,,,,
07/07/2025,SONORA,14,14,0,0,0,14,0,,,,,,
07/07/2025,TABASCO,115,114,1,0,1,0,115,,,,,,
07/07/2025,TAMAULIPAS,162,154,8,8,0,162,0,,,,,,
08/07/2025,BAJA CALIFORNIA,59,54,5,5,0,59,0,,,,,,
08/07/2025,CHIHUAHUA,65,65,0,0,0,65,0,,,,,,
08/07/2025,COAHUILA,69,67,2,1,1,69,0,,,,,,
08/07/2025,ESTADO DE MEXICO,1,1,0,0,0,0,1,,,,,,
08/07/2025,SONORA,44,42,2,2,0,44,0,,,,,,
08/07/2025,TAMAULIPAS,159,151,8,8,0,159,0,,,,,,
09/07/2025,BAJA CALIFORNIA,75,74,1,1,0,75,0,,,,,,
