DIA,O.R.,NACIONALIDAD,ESTACIÓN O ESTANCIA MIGRATORIA,PRESENTADOS
14/11/2025,Yucatán,Guatemala,Estación Migratoria Mérida,1
15/11/2025,Baja California,Estados Unidos de América,Estación Migratoria Tijuana,1
15/11/2025,Baja California,Guatemala,Estación Migratoria Tijuana,1
15/11/2025,Baja California,Nicaragua,Estación Migratoria Tijuana,1
15/11/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
15/11/2025,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
15/11/2025,Chiapas,Cuba,Estación Migratoria Palenque,3
15/11/2025,Chiapas,Cuba,Estación Migratoria Tapachula,1
15/11/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
15/11/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,10
15/11/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,3
15/11/2025,Chiapas,Haití,Estación Migratoria Tapachula,5
15/11/2025,Chiapas,Honduras,Estación Migratoria Palenque,4
15/11/2025,Chiapas,Honduras,Estación Migratoria Tapachula,5
15/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,1
15/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,1
15/11/2025,Chihuahua,Perú,Estación Migratoria Janos,2
15/11/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,2
15/11/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
15/11/2025,Nuevo León,Colombia,Estancia Provisional Monterrey,2
15/11/2025,Nuevo León,Cuba,Estancia Provisional Monterrey,1
15/11/2025,Nuevo León,Georgia,Estancia Provisional Monterrey,1
15/11/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,2
15/11/2025,Nuevo León,Uzbekistán,Estancia Provisional Monterrey,1
15/11/2025,Querétaro,Kenia,Estación Migratoria Querétaro,1
15/11/2025,Tabasco,Chile,Estación Migratoria Villahermosa,1
15/11/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,1
15/11/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,7
15/11/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,7
15/11/2025,Tabasco,Estados Unidos de América,Estación Migratoria Villahermosa,1
15/11/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,12
15/11/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,4
15/11/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,3
15/11/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,7
15/11/2025,Tlaxcala,Honduras,Estación Migratoria Tlaxcala,2
15/11/2025,Veracruz,Honduras,Estación Migratoria Acayucan,2
15/11/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,1
16/11/2025,Baja California,El Salvador,Estación Migratoria Tijuana,1
16/11/2025,Baja California,Guatemala,Estación Migratoria Tijuana,1
16/11/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
16/11/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,12
16/11/2025,Chiapas,Haití,Estación Migratoria Tapachula,9
16/11/2025,Chiapas,Honduras,Estación Migratoria Tapachula,8
16/11/2025,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
16/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,2
16/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,1
16/11/2025,Chihuahua,Guatemala,Estación Migratoria Janos,1
16/11/2025,Chihuahua,República Bolivariana de Venezuela,Estación Migratoria Janos,1
16/11/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
16/11/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,3
16/11/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
16/11/2025,Puebla,Guatemala,Estación Migratoria Puebla,1
16/11/2025,Querétaro,Colombia,Estación Migratoria Querétaro,1
16/11/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,1
16/11/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,3
16/11/2025,Sonora,Etiopia,Estación Migratoria Hermosillo,2
16/11/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,81
16/11/2025,Tabasco,Ecuador,Estación Migratoria Villahermosa,1
16/11/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,8
16/11/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,6
16/11/2025,Tabasco,Haití,Estación Migratoria Villahermosa,4
16/11/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,18
16/11/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,13
16/11/2025,Tabasco,Región Administrativa Especial De Macao,Estación Migratoria Villahermosa,1
16/11/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,13
16/11/2025,Veracruz,Cuba,Estación Migratoria Acayucan,2
16/11/2025,Yucatán,Cuba,Estación Migratoria Mérida,1
16/11/2025,Yucatán,Guatemala,Estación Migratoria Mérida,2
16/11/2025,Yucatán,Haití,Estación Migratoria Mérida,1
17/11/2025,Chiapas,Bahamas,Estación Migratoria Tuxtla Gutiérrez,1
17/11/2025,Chiapas,Colombia,Estación Migratoria Tapachula,4
17/11/2025,Chiapas,Ecuador,Estación Migratoria Tapachula,1
17/11/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
17/11/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
17/11/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,28
17/11/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,6
17/11/2025,Chiapas,Haití,Estación Migratoria Tapachula,4
17/11/2025,Chiapas,Haití,Estación Migratoria Tuxtla Gutiérrez,1
17/11/2025,Chiapas,Honduras,Estación Migratoria Palenque,3
17/11/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
17/11/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,4
17/11/2025,Chiapas,Nicaragua,Estación Migratoria Tapachula,2
17/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,2
17/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,1
17/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,6
17/11/2025,Chiapas,República Dominicana,Estación Migratoria Tapachula,3
17/11/2025,Chiapas,Uzbekistán,Estación Migratoria Tapachula,1
17/11/2025,Chihuahua,Guatemala,Estación Migratoria Janos,1
17/11/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
17/11/2025,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
17/11/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,3
17/11/2025,Nuevo León,Colombia,Estancia Provisional Monterrey,1
17/11/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,1
17/11/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,3
17/11/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,3
17/11/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,12
17/11/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,3
17/11/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,8
17/11/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,5
17/11/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,1
17/11/2025,Tabasco,Panamá,Estación Migratoria Villahermosa,1
17/11/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,4
17/11/2025,Veracruz,Cuba,Estación Migratoria Acayucan,2
17/11/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
18/11/2025,Baja California Sur,Argentina,Estación Migratoria Los Cabos,1
18/11/2025,Baja California Sur,Canadá,Estación Migratoria Los Cabos,1
18/11/2025,Baja California Sur,Estados Unidos de América,Estación Migratoria Los Cabos,4
18/11/2025,Baja California,China,Estación Migratoria Tijuana,1
18/11/2025,Baja California,República Bolivariana de Venezuela,Estación Migratoria Tijuana,1
18/11/2025,Campeche,Argentina,Estancia Provisional Ciudad del Carmen,1
18/11/2025,Chiapas,Brasil,Estación Migratoria Palenque,1
18/11/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
18/11/2025,Chiapas,Cuba,Estación Migratoria Palenque,1
18/11/2025,Chiapas,Cuba,Estación Migratoria Tapachula,2
18/11/2025,Chiapas,El Salvador,Estación Migratoria Palenque,3
18/11/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,1
18/11/2025,Chiapas,Estados Unidos de América,Estación Migratoria Palenque,2
18/11/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
18/11/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,12
18/11/2025,Chiapas,Haití,Estación Migratoria Palenque,3
18/11/2025,Chiapas,Haití,Estación Migratoria Tapachula,5
18/11/2025,Chiapas,Honduras,Estación Migratoria Palenque,5
18/11/2025,Chiapas,Honduras,Estación Migratoria Tapachula,3
18/11/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,4
18/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,1
18/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,2
18/11/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,2
18/11/2025,Chiapas,República Dominicana,Estación Migratoria Palenque,1
18/11/2025,Chihuahua,Cuba,Estación Migratoria Janos,19
18/11/2025,Chihuahua,Ecuador,Estación Migratoria Janos,1
18/11/2025,Chihuahua,El Salvador,Estación Migratoria Janos,1
18/11/2025,Chihuahua,Guatemala,Estación Migratoria Janos,5
18/11/2025,Chihuahua,Nicaragua,Estación Migratoria Janos,2
18/11/2025,Chihuahua,República Bolivariana de Venezuela,Estación Migratoria Janos,2
18/11/2025,Ciudad de México,China,Estación Migratoria Iztapalapa,1
18/11/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,5
