DIA,O.R.,NACIONALIDAD,ESTACIÓN O ESTANCIA MIGRATORIA,PRESENTADOS
04/10/2024,Veracruz,Grecia,Estación Migratoria Acayucan,1
04/10/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,1
04/10/2024,Veracruz,Honduras,Estación Migratoria Acayucan,5
04/10/2024,Veracruz,Perú,Estación Migratoria Acayucan,2
04/10/2024,Veracruz,Reino Unido de Gran Bretaña e Irlanda del Norte,Estación Migratoria Acayucan,1
04/10/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,9
05/10/2024,Baja California,Jordania,Estación Migratoria Tijuana,3
05/10/2024,Campeche,El Salvador,Estación Migratoria Escárcega,1
05/10/2024,Chiapas,Angola,Estación Migratoria Tapachula,3
05/10/2024,Chiapas,Camerún,Estación Migratoria Tuxtla Gutiérrez,12
05/10/2024,Chiapas,China,Estación Migratoria Palenque,1
05/10/2024,Chiapas,Colombia,Estación Migratoria Tapachula,6
05/10/2024,Chiapas,Congo,Estación Migratoria Tuxtla Gutiérrez,2
05/10/2024,Chiapas,Cuba,Estación Migratoria Tapachula,2
05/10/2024,Chiapas,Ecuador,Estación Migratoria Palenque,2
05/10/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,6
05/10/2024,Chiapas,El Salvador,Estación Migratoria Palenque,2
05/10/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,9
05/10/2024,Chiapas,Estado Plurinacional de Bolivia,Estación Migratoria Tapachula,4
05/10/2024,Chiapas,Etiopia,Estación Migratoria Tuxtla Gutiérrez,3
05/10/2024,Chiapas,Ghana,Estación Migratoria Tuxtla Gutiérrez,2
05/10/2024,Chiapas,Guatemala,Estación Migratoria Palenque,1
05/10/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,7
05/10/2024,Chiapas,Guinea Bissau,Estación Migratoria Tuxtla Gutiérrez,1
05/10/2024,Chiapas,Guinea Ecuatorial,Estación Migratoria Tuxtla Gutiérrez,5
05/10/2024,Chiapas,Haití,Estación Migratoria Tuxtla Gutiérrez,1
05/10/2024,Chiapas,Honduras,Estación Migratoria Palenque,18
05/10/2024,Chiapas,Honduras,Estación Migratoria Tapachula,13
05/10/2024,Chiapas,Kirguistán,Estación Migratoria Tuxtla Gutiérrez,2
05/10/2024,Chiapas,Nicaragua,Estación Migratoria Palenque,1
05/10/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
05/10/2024,Chiapas,Nigeria,Estación Migratoria Tuxtla Gutiérrez,1
05/10/2024,Chiapas,Perú,Estación Migratoria Tapachula,1
05/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,38
05/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,331
05/10/2024,Chiapas,República Centroafricana,Estación Migratoria Tapachula,1
05/10/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,3
05/10/2024,Chiapas,Togo,Estación Migratoria Tuxtla Gutiérrez,2
05/10/2024,Ciudad de México,Angola,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Azerbaiyán,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Benin,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Camerún,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,4
05/10/2024,Ciudad de México,Congo,Estación Migratoria Iztapalapa,4
05/10/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,8
05/10/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,1
05/10/2024,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
05/10/2024,Ciudad de México,Ghana,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Guinea,Estación Migratoria Iztapalapa,3
05/10/2024,Ciudad de México,Haití,Estación Migratoria Iztapalapa,1
05/10/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,12
05/10/2024,Ciudad de México,República Democrática del Congo,Estación Migratoria Iztapalapa,1
05/10/2024,Ciudad de México,Togo,Estación Migratoria Iztapalapa,8
05/10/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,2
05/10/2024,Ciudad de México,Uruguay,Estación Migratoria Iztapalapa,1
05/10/2024,Ciudad de México,Uzbekistán,Estación Migratoria Iztapalapa,2
05/10/2024,Nuevo León,Brasil,Estancia Provisional Monterrey,2
05/10/2024,Nuevo León,Colombia,Estancia Provisional Monterrey,6
05/10/2024,Nuevo León,Ecuador,Estancia Provisional Monterrey,1
05/10/2024,Nuevo León,Egipto,Estancia Provisional Monterrey,2
05/10/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,9
05/10/2024,Nuevo León,Haití,Estancia Provisional Monterrey,1
05/10/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,4
05/10/2024,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,5
05/10/2024,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,6
05/10/2024,Quintana Roo,Belice,Estación Migratoria Chetumal,2
05/10/2024,San Luis Potosí,Angola,Estación Migratoria San Luis Potosí,1
05/10/2024,San Luis Potosí,Congo,Estación Migratoria San Luis Potosí,2
05/10/2024,San Luis Potosí,Mali,Estación Migratoria San Luis Potosí,1
05/10/2024,Sinaloa,Alemania,Estación Migratoria Mazatlán,1
05/10/2024,Sinaloa,Egipto,Estación Migratoria Mazatlán,1
05/10/2024,Sinaloa,Jordania,Estación Migratoria Mazatlán,1
05/10/2024,Sinaloa,Palestina,Estación Migratoria Mazatlán,1
05/10/2024,Tamaulipas,Guatemala,Estación Migratoria Reynosa,2
05/10/2024,Veracruz,Afganistán,Estación Migratoria Acayucan,1
05/10/2024,Veracruz,Cuba,Estación Migratoria Acayucan,1
05/10/2024,Veracruz,Ecuador,Estación Migratoria Acayucan,2
05/10/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,39
05/10/2024,Veracruz,Honduras,Estación Migratoria Acayucan,1
05/10/2024,Veracruz,Nicaragua,Estación Migratoria Acayucan,1
05/10/2024,Veracruz,Reino Unido de Gran Bretaña e Irlanda del Norte,Estación Migratoria Acayucan,1
05/10/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,13
05/10/2024,Veracruz,Turquía,Estación Migratoria Acayucan,2
05/10/2024,Yucatán,Cuba,Estación Migratoria Mérida,1
06/10/2024,Campeche,Egipto,Estación Migratoria Escárcega,2
06/10/2024,Chiapas,Brasil,Estación Migratoria Tapachula,6
06/10/2024,Chiapas,Camerún,Estación Migratoria Tuxtla Gutiérrez,12
06/10/2024,Chiapas,Cuba,Estación Migratoria Tapachula,5
06/10/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,9
06/10/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,10
06/10/2024,Chiapas,Etiopia,Estación Migratoria Tuxtla Gutiérrez,1
06/10/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,5
06/10/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,8
06/10/2024,Chiapas,Honduras,Estación Migratoria Palenque,6
06/10/2024,Chiapas,Honduras,Estación Migratoria Tapachula,7
06/10/2024,Chiapas,Kazajstan,Estación Migratoria Tapachula,3
06/10/2024,Chiapas,Mali,Estación Migratoria Tuxtla Gutiérrez,1
06/10/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,4
06/10/2024,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,1
06/10/2024,Chiapas,Perú,Estación Migratoria Tapachula,7
06/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,7
06/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,254
06/10/2024,Chiapas,República Centroafricana,Estación Migratoria Tuxtla Gutiérrez,1
06/10/2024,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,1
06/10/2024,Chiapas,Uzbekistán,Estación Migratoria Tapachula,1
06/10/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,3
06/10/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,7
06/10/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,1
06/10/2024,Ciudad de México,Egipto,Estación Migratoria Iztapalapa,8
06/10/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,2
06/10/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,3
06/10/2024,Ciudad de México,Nicaragua,Estación Migratoria Iztapalapa,1
06/10/2024,Ciudad de México,Pakistán,Estación Migratoria Iztapalapa,6
06/10/2024,Ciudad de México,Perú,Estación Migratoria Iztapalapa,1
06/10/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,11
06/10/2024,Ciudad de México,República Dominicana,Estación Migratoria Iztapalapa,3
06/10/2024,Ciudad de México,República Federal Democrática de Nepal,Estación Migratoria Iztapalapa,10
06/10/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,4
06/10/2024,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,2
06/10/2024,Oaxaca,Guatemala,Estación Migratoria Oaxaca,1
06/10/2024,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,11
06/10/2024,Quintana Roo,Brasil,Estación Migratoria Cancún,4
06/10/2024,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,1
06/10/2024,San Luis Potosí,Honduras,Estación Migratoria San Luis Potosí,1
06/10/2024,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,2
06/10/2024,Tamaulipas,El Salvador,Estación Migratoria Reynosa,1
06/10/2024,Veracruz,Argelia,Estación Migratoria Acayucan,1
06/10/2024,Veracruz,Colombia,Estación Migratoria Acayucan,1
06/10/2024,Veracruz,Egipto,Estación Migratoria Acayucan,1
06/10/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,5
06/10/2024,Veracruz,Honduras,Estación Migratoria Acayucan,4
06/10/2024,Veracruz,Japón,Estación Migratoria Acayucan,1
06/10/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,2
06/10/2024,Veracruz,República de Corea,Estación Migratoria Acayucan,2
06/10/2024,Yucatán,Colombia,Estación Migratoria Mérida,1
07/10/2024,Baja California,Perú,Estación Migratoria Tijuana,1
07/10/2024,Chiapas,Angola,Estación Migratoria Tapachula,1
07/10/2024,Chiapas,Bangladesh,Estación Migratoria Tapachula,3
07/10/2024,Chiapas,Camerún,Estación Migratoria Palenque,1
07/10/2024,Chiapas,Colombia,Estación Migratoria Tapachula,5
07/10/2024,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
07/10/2024,Chiapas,Congo,Estación Migratoria Tapachula,1
07/10/2024,Chiapas,Cuba,Estación Migratoria Tapachula,3
07/10/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,5
07/10/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,11
07/10/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,10
07/10/2024,Chiapas,Honduras,Estación Migratoria Palenque,3
07/10/2024,Chiapas,Honduras,Estación Migratoria Tapachula,18
07/10/2024,Chiapas,India,Estación Migratoria Tapachula,1
07/10/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,2
07/10/2024,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,4
07/10/2024,Chiapas,Perú,Estación Migratoria Tapachula,1
07/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,177
07/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,117
07/10/2024,Chiapas,República Dominicana,Estación Migratoria Tapachula,1
07/10/2024,Chiapas,República Federal Democrática de Nepal,Estación Migratoria Tapachula,5
07/10/2024,Chiapas,Vietnam,Estación Migratoria Tapachula,10
07/10/2024,Ciudad de México,Azerbaiyán,Estación Migratoria Iztapalapa,2
07/10/2024,Ciudad de México,Brasil,Estación Migratoria Iztapalapa,3
07/10/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,4
07/10/2024,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
07/10/2024,Ciudad de México,Georgia,Estación Migratoria Iztapalapa,2
07/10/2024,Ciudad de México,India,Estación Migratoria Iztapalapa,6
07/10/2024,Ciudad de México,Marruecos,Estación Migratoria Iztapalapa,1
07/10/2024,Ciudad de México,Nicaragua,Estación Migratoria Iztapalapa,1
07/10/2024,Ciudad de México,Perú,Estación Migratoria Iztapalapa,1
07/10/2024,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,1
07/10/2024,Ciudad de México,República Islámica del Irán,Estación Migratoria Iztapalapa,1
07/10/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,4
07/10/2024,Ciudad de México,Vietnam,Estación Migratoria Iztapalapa,19
07/10/2024,Nuevo León,Ecuador,Estancia Provisional Monterrey,1
07/10/2024,Nuevo León,El Salvador,Estancia Provisional Monterrey,3
07/10/2024,Nuevo León,Guatemala,Estancia Provisional Monterrey,4
07/10/2024,Nuevo León,Honduras,Estancia Provisional Monterrey,1
07/10/2024,Nuevo León,Nicaragua,Estancia Provisional Monterrey,1
07/10/2024,Oaxaca,Colombia,Estación Migratoria Oaxaca,1
07/10/2024,Oaxaca,Honduras,Estación Migratoria Oaxaca,1
07/10/2024,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,10
07/10/2024,Quintana Roo,Argentina,Estación Migratoria Cancún,1
07/10/2024,Quintana Roo,Belice,Estación Migratoria Chetumal,3
07/10/2024,Quintana Roo,Brasil,Estación Migratoria Cancún,2
07/10/2024,Quintana Roo,Turquía,Estación Migratoria Cancún,9
07/10/2024,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,3
07/10/2024,San Luis Potosí,El Salvador,Estación Migratoria San Luis Potosí,2
07/10/2024,San Luis Potosí,Guatemala,Estación Migratoria San Luis Potosí,1
07/10/2024,San Luis Potosí,Honduras,Estación Migratoria San Luis Potosí,7
07/10/2024,Sonora,Colombia,Estación Migratoria Hermosillo,1
07/10/2024,Sonora,Egipto,Estación Migratoria Hermosillo,4
07/10/2024,Sonora,España,Estación Migratoria Hermosillo,1
07/10/2024,Sonora,Guatemala,Estación Migratoria Hermosillo,1
07/10/2024,Sonora,Honduras,Estación Migratoria Hermosillo,3
07/10/2024,Sonora,Pakistán,Estación Migratoria Hermosillo,1
07/10/2024,Sonora,Turquía,Estación Migratoria Hermosillo,1
07/10/2024,Sonora,Uzbekistán,Estación Migratoria Hermosillo,1
07/10/2024,Tabasco,Bangladesh,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Brasil,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Camerún,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,China,Estación Migratoria Villahermosa,2
07/10/2024,Tabasco,Colombia,Estación Migratoria Villahermosa,7
07/10/2024,Tabasco,Cuba,Estación Migratoria Villahermosa,2
07/10/2024,Tabasco,Ecuador,Estación Migratoria Villahermosa,2
07/10/2024,Tabasco,El Salvador,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Federación De Rusia,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Georgia,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Guatemala,Estación Migratoria Villahermosa,7
07/10/2024,Tabasco,Haití,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Honduras,Estación Migratoria Villahermosa,9
07/10/2024,Tabasco,India,Estación Migratoria Villahermosa,17
07/10/2024,Tabasco,Marruecos,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Nicaragua,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,Perú,Estación Migratoria Villahermosa,1
07/10/2024,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,9
07/10/2024,Tabasco,República Federal Democrática de Nepal,Estación Migratoria Villahermosa,4
07/10/2024,Tabasco,Turquía,Estación Migratoria Villahermosa,6
07/10/2024,Tabasco,Uzbekistán,Estación Migratoria Villahermosa,2
07/10/2024,Tamaulipas,Francia,Estación Migratoria Reynosa,1
07/10/2024,Veracruz,Colombia,Estación Migratoria Acayucan,2
07/10/2024,Veracruz,Congo,Estación Migratoria Acayucan,3
07/10/2024,Veracruz,Ecuador,Estación Migratoria Acayucan,1
07/10/2024,Veracruz,El Salvador,Estación Migratoria Acayucan,8
07/10/2024,Veracruz,Estados Unidos de América,Estación Migratoria Acayucan,1
07/10/2024,Veracruz,Guatemala,Estación Migratoria Acayucan,4
07/10/2024,Veracruz,Honduras,Estación Migratoria Acayucan,7
07/10/2024,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,6
07/10/2024,Veracruz,República Islámica del Irán,Estación Migratoria Acayucan,1
07/10/2024,Veracruz,Tayikistán,Estación Migratoria Acayucan,1
08/10/2024,Baja California,China,Estación Migratoria Tijuana,2
08/10/2024,Baja California,Colombia,Estación Migratoria Tijuana,2
08/10/2024,Baja California,Guatemala,Estación Migratoria Tijuana,3
08/10/2024,Baja California,Honduras,Estación Migratoria Tijuana,1
08/10/2024,Baja California,India,Estación Migratoria Tijuana,3
08/10/2024,Baja California,Perú,Estación Migratoria Tijuana,2
08/10/2024,Baja California,Turquía,Estación Migratoria Tijuana,2
08/10/2024,Chiapas,Angola,Estación Migratoria Tuxtla Gutiérrez,15
08/10/2024,Chiapas,Brasil,Estación Migratoria Tuxtla Gutiérrez,1
08/10/2024,Chiapas,Camerún,Estación Migratoria Tuxtla Gutiérrez,2
08/10/2024,Chiapas,Chile,Estación Migratoria Tapachula,1
08/10/2024,Chiapas,China,Estación Migratoria Tapachula,2
08/10/2024,Chiapas,Colombia,Estación Migratoria Tapachula,6
08/10/2024,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
08/10/2024,Chiapas,Cuba,Estación Migratoria Tapachula,12
08/10/2024,Chiapas,Ecuador,Estación Migratoria Tapachula,9
08/10/2024,Chiapas,Ecuador,Estación Migratoria Tuxtla Gutiérrez,6
08/10/2024,Chiapas,El Salvador,Estación Migratoria Tapachula,6
08/10/2024,Chiapas,Guatemala,Estación Migratoria Tapachula,9
08/10/2024,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,7
08/10/2024,Chiapas,Haití,Estación Migratoria Tuxtla Gutiérrez,7
08/10/2024,Chiapas,Honduras,Estación Migratoria Palenque,9
08/10/2024,Chiapas,Honduras,Estación Migratoria Tapachula,18
08/10/2024,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,3
08/10/2024,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
08/10/2024,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,2
08/10/2024,Chiapas,Oman,Estación Migratoria Tapachula,1
08/10/2024,Chiapas,Panamá,Estación Migratoria Tapachula,3
08/10/2024,Chiapas,Perú,Estación Migratoria Tapachula,4
08/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,139
08/10/2024,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,377
08/10/2024,Chiapas,República Centroafricana,Estación Migratoria Tapachula,1
08/10/2024,Chiapas,República Federal Democrática de Nepal,Estación Migratoria Tapachula,3
08/10/2024,Ciudad de México,Armenia,Estación Migratoria Iztapalapa,1
08/10/2024,Ciudad de México,China,Estación Migratoria Iztapalapa,5
08/10/2024,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,2
08/10/2024,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,6
08/10/2024,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,2
08/10/2024,Ciudad de México,Egipto,Estación Migratoria Iztapalapa,10
08/10/2024,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,2
08/10/2024,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,6
08/10/2024,Ciudad de México,Nicaragua,Estación Migratoria Iztapalapa,1
08/10/2024,Ciudad de México,Perú,Estación Migratoria Iztapalapa,1
08/10/2024,Ciudad de México,República Dominicana,Estación Migratoria Iztapalapa,3
08/10/2024,Ciudad de México,República Federal Democrática de Nepal,Estación Migratoria Iztapalapa,9
08/10/2024,Ciudad de México,Tayikistán,Estación Migratoria Iztapalapa,1
08/10/2024,Ciudad de México,Turquía,Estación Migratoria Iztapalapa,3
