DIA,ESTADO / O.R.,NACIONALIDAD,Motivo de Estancia,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
21/05/2026,NAYARIT,Cuba,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
21/05/2026,NAYARIT,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,NAYARIT,Estados Unidos de América,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
21/05/2026,NAYARIT,Guatemala,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
21/05/2026,NUEVO LEON,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,NUEVO LEON,Argentina,Unidad Familiar, 3 , 2 , 1 , - , - , - , - , - 
21/05/2026,NUEVO LEON,Brasil,Renovación, 3 , 1 , 2 , - , - , - , - , - 
21/05/2026,NUEVO LEON,Brasil,Reposición, 1 , - , 1 , - , - , - , - , - 
21/05/2026,NUEVO LEON,China,Canje, 3 , 2 , 1 , - , - , - , - , - 
21/05/2026,NUEVO LEON,China,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,NUEVO LEON,China,Reposición, 1 , - , 1 , - , - , - , - , - 
21/05/2026,NUEVO LEON,Costa Rica,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,NUEVO LEON,Cuba,Reposición, 1 , 1 , - , - , - , - , - , - 
21/05/2026,NUEVO LEON,Guatemala,Estudio, 1 , - , - , 1 , - , - , - , - 
21/05/2026,NUEVO LEON,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
21/05/2026,NUEVO LEON,India,Renovación, 2 , - , 2 , - , - , - , - , - 
21/05/2026,NUEVO LEON,República de Corea,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,OAXACA,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,OAXACA,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,PUEBLA,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
21/05/2026,PUEBLA,El Salvador,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,PUEBLA,Honduras,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,PUEBLA,Perú,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,PUEBLA,República Bolivariana de Venezuela,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,PUEBLA,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,PUEBLA,República Checa,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,PUEBLA,República Federal Democrática de Nepal,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,Argentina,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,Brasil,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUERETARO,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,Ecuador,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUERETARO,India,Canje, 2 , 1 , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,India,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
21/05/2026,QUERETARO,India,Renovación, 2 , - , 2 , - , - , - , - , - 
21/05/2026,QUERETARO,Japón,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,Nicaragua,Canje, 2 , - , 2 , - , - , - , - , - 
21/05/2026,QUERETARO,Nicaragua,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,Perú,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUERETARO,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUERETARO,República Dominicana,Canje, 2 , - , 2 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Alemania,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Argentina,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Argentina,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Argentina,Reposición, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Argentina,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Belice,Turismo, 26 , - , - , - , - , - , 26 , - 
21/05/2026,QUINTANA ROO,Canadá,Canje, 3 , 2 , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Canadá,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Chipre,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Cuba,Empleo, 3 , - , 3 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Cuba,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Cuba,Razones Humanitarias, 2 , 2 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Cuba,Renovación, 4 , 1 , 3 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Cuba,Reposición, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Cuba,Unidad Familiar, 4 , 2 , 2 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Ecuador,Renovación, 2 , - , 2 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,España,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Estados Unidos de América,Canje, 9 , 2 , 7 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Estados Unidos de América,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Federación De Rusia,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Francia,Canje, 3 , - , 3 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Francia,Reposición, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Italia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Polonia,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,República Bolivariana de Venezuela,Reposición, 1 , 1 , - , - , - , - , - , - 
21/05/2026,QUINTANA ROO,República Bolivariana de Venezuela,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
21/05/2026,QUINTANA ROO,Suecia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,SAN LUIS POTOSI,China,Canje, 3 , - , 3 , - , - , - , - , - 
21/05/2026,SAN LUIS POTOSI,Colombia,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
21/05/2026,SAN LUIS POTOSI,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
21/05/2026,SAN LUIS POTOSI,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
21/05/2026,SINALOA,Argentina,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,SINALOA,Estados Unidos de América,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
21/05/2026,SONORA,Canadá,Reposición, 1 , - , 1 , - , - , - , - , - 
21/05/2026,SONORA,Cuba,Empleo, 1 , - , 1 , - , - , - , - , - 
21/05/2026,SONORA,Cuba,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
21/05/2026,SONORA,Estados Unidos de América,Canje, 2 , - , 2 , - , - , - , - , - 
21/05/2026,SONORA,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
21/05/2026,SONORA,Honduras,Reposición, 1 , 1 , - , - , - , - , - , - 
21/05/2026,TABASCO,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,TABASCO,Guatemala,Empleo, 5 , - , - , - , - , - , - , 5 
21/05/2026,TABASCO,Guatemala,Turismo, 2 , - , - , - , - , - , 2 , - 
21/05/2026,TABASCO,Perú,Renovación, 2 , - , 2 , - , - , - , - , - 
21/05/2026,TABASCO,República Bolivariana de Venezuela,Renovación, 2 , - , 2 , - , - , - , - , - 
21/05/2026,TABASCO,República Bolivariana de Venezuela,Reposición, 1 , 1 , - , - , - , - , - , - 
21/05/2026,TAMAULIPAS,Nigeria,Renovación, 1 , 1 , - , - , - , - , - , - 
21/05/2026,VERACRUZ,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,VERACRUZ,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
21/05/2026,VERACRUZ,Francia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
21/05/2026,VERACRUZ,Honduras,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
21/05/2026,VERACRUZ,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
21/05/2026,VERACRUZ,Tailandia,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,ZACATECAS,Perú,Canje, 1 , - , 1 , - , - , - , - , - 
21/05/2026,ZACATECAS,Perú,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,AGUASCALIENTES,China,Canje, 2 , - , 2 , - , - , - , - , - 
22/05/2026,AGUASCALIENTES,China,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,AGUASCALIENTES,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,AGUASCALIENTES,India,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,China,Canje, 4 , - , 4 , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,China,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,Estados Unidos de América,Canje, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,Estados Unidos de América,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,Guatemala,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,Guatemala,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,Haití,Canje, 1 , 1 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,Italia,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA,República de Corea,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA SUR,Estados Unidos de América,Jubilación o Pensión, 1 , 1 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA SUR,Estados Unidos de América,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,BAJA CALIFORNIA SUR,Estados Unidos de América,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
22/05/2026,CHIAPAS,Cuba,Razones Humanitarias, 15 , 13 , - , - , 2 , - , - , - 
22/05/2026,CHIAPAS,El Salvador,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CHIAPAS,El Salvador,Turismo, 3 , - , - , - , - , - , 3 , - 
22/05/2026,CHIAPAS,Estados Unidos de América,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CHIAPAS,Guatemala,Turismo, 203 , - , - , - , - , - , 203 , - 
22/05/2026,CHIAPAS,Guatemala,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CHIAPAS,Haití,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CHIAPAS,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CHIHUAHUA,Chile,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CHIHUAHUA,China,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CHIHUAHUA,China,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CHIHUAHUA,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CHIHUAHUA,Ecuador,Estudio, 1 , - , - , 1 , - , - , - , - 
22/05/2026,CHIHUAHUA,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CHIHUAHUA,India,Canje, 2 , - , 2 , - , - , - , - , - 
22/05/2026,CHIHUAHUA,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Alemania,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Argentina,Empleo, 3 , - , 3 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Argentina,Renovación, 5 , - , 5 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Bangladesh,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Brasil,Renovación, 3 , 1 , 2 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Cabo Verde,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Canadá,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,China,Canje, 3 , - , 3 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,China,Empleo, 5 , - , 5 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,China,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,China,Renovación, 4 , - , 4 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,China,Reposición, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,China,Unidad Familiar, 3 , 3 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Colombia,Empleo, 2 , - , 2 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Colombia,Renovación, 6 , - , 6 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Colombia,Reposición, 2 , 2 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Cuba,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Cuba,Reposición, 2 , 2 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Ecuador,Estudio, 2 , - , - , 2 , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Ecuador,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Ecuador,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,El Salvador,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,España,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Estados Unidos de América,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Estados Unidos de América,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Federación De Rusia,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Francia,Reposición, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Guatemala,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,India,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,India,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,India,Reposición, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,India,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Israel,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Italia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Italia,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Japón,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Líbano,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Pakistán,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Perú,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Estudio, 1 , - , - , 1 , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Razones Humanitarias, 3 , - , - , - , 3 , - , - , - 
22/05/2026,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Renovación, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,República de Corea,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,CIUDAD DE MEXICO,Sudáfrica,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,ESTADO DE MEXICO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,ESTADO DE MEXICO,España,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,ESTADO DE MEXICO,Federación De Rusia,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,ESTADO DE MEXICO,Grecia,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,GUANAJUATO,Canadá,Reposición, 2 , 2 , - , - , - , - , - , - 
22/05/2026,GUANAJUATO,Estados Unidos de América,Renovación, 2 , - , 2 , - , - , - , - , - 
22/05/2026,GUANAJUATO,República Dominicana,Estudio, 1 , - , - , 1 , - , - , - , - 
22/05/2026,GUERRERO,Estados Unidos de América,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,HIDALGO,Brasil,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,HIDALGO,Estado Plurinacional de Bolivia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,HIDALGO,Haití,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,HIDALGO,República Bolivariana de Venezuela,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
22/05/2026,JALISCO,Chile,Estudio, 1 , - , - , 1 , - , - , - , - 
22/05/2026,JALISCO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,JALISCO,Colombia,Renovación, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,JALISCO,Costa Rica,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,JALISCO,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
22/05/2026,JALISCO,Estados Unidos de América,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,JALISCO,Guatemala,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,JALISCO,Italia,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,JALISCO,Japón,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,JALISCO,Puerto Rico,Estudio, 1 , - , - , 1 , - , - , - , - 
22/05/2026,JALISCO,República Bolivariana de Venezuela,Renovación, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,JALISCO,República Bolivariana de Venezuela,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,JALISCO,Taiwan (Provincia de China),Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
22/05/2026,MICHOACAN,Estados Unidos de América,Canje, 1 , 1 , - , - , - , - , - , - 
22/05/2026,MICHOACAN,Pakistán,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,MORELOS,Argentina,Ministro de Culto, 1 , - , 1 , - , - , - , - , - 
22/05/2026,MORELOS,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,MORELOS,Chile,Ministro de Culto, 1 , - , 1 , - , - , - , - , - 
22/05/2026,MORELOS,Estado Plurinacional de Bolivia,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,MORELOS,Estados Unidos de América,Ministro de Culto, 3 , - , 3 , - , - , - , - , - 
22/05/2026,NAYARIT,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,NAYARIT,Canadá,Jubilación o Pensión, 1 , 1 , - , - , - , - , - , - 
22/05/2026,NAYARIT,Canadá,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,NAYARIT,Canadá,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NAYARIT,Cuba,Razones Humanitarias, 2 , - , - , - , 2 , - , - , - 
22/05/2026,NAYARIT,Eslovaquia,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NAYARIT,España,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NAYARIT,Estados Unidos de América,Canje, 4 , 2 , 2 , - , - , - , - , - 
22/05/2026,NAYARIT,Estados Unidos de América,Empleo, 4 , - , 4 , - , - , - , - , - 
22/05/2026,NAYARIT,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NUEVO LEON,Bélgica,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,NUEVO LEON,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NUEVO LEON,Cuba,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,NUEVO LEON,Indonesia,Renovación, 4 , - , 4 , - , - , - , - , - 
22/05/2026,NUEVO LEON,República Bolivariana de Venezuela,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NUEVO LEON,República Bolivariana de Venezuela,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,NUEVO LEON,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,NUEVO LEON,República de Corea,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,NUEVO LEON,República de Corea,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
22/05/2026,OAXACA,Estados Unidos de América,Renovación, 2 , 1 , 1 , - , - , - , - , - 
22/05/2026,OAXACA,Estados Unidos de América,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,PUEBLA,Argentina,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,PUEBLA,Chile,Estudio, 1 , - , - , 1 , - , - , - , - 
22/05/2026,PUEBLA,China,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,PUEBLA,China,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,PUEBLA,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,PUEBLA,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,PUEBLA,Italia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
22/05/2026,PUEBLA,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUERETARO,Ecuador,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUERETARO,Estados Unidos de América,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUERETARO,Estados Unidos de América,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUERETARO,Estados Unidos de América,Unidad Familiar, 3 , - , 3 , - , - , - , - , - 
22/05/2026,QUERETARO,India,Canje, 3 , - , 3 , - , - , - , - , - 
22/05/2026,QUERETARO,India,Empleo, 2 , - , 2 , - , - , - , - , - 
22/05/2026,QUERETARO,India,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUERETARO,Italia,Renovación, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUERETARO,Japón,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUERETARO,Japón,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUERETARO,Japón,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Alemania,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Alemania,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Argentina,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Argentina,Renovación, 3 , - , 3 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Argentina,Reposición, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Argentina,Unidad Familiar, 4 , 3 , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Bélgica,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Belice,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Belice,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Belice,Turismo, 20 , - , - , - , - , - , 20 , - 
22/05/2026,QUINTANA ROO,Canadá,Canje, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Canadá,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,China,Canje, 2 , 2 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Colombia,Empleo, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Colombia,Reposición, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Cuba,Canje, 5 , 4 , 1 , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Cuba,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
22/05/2026,QUINTANA ROO,Cuba,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
