DIA,ESTADO / O.R.,NACIONALIDAD,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
29/05/2026,HIDALGO,Brasil, 1 , - , 1 , - , - , - , - , - 
29/05/2026,HIDALGO,Chile, 1 , - , 1 , - , - , - , - , - 
29/05/2026,HIDALGO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
29/05/2026,JALISCO,China, 1 , 1 , - , - , - , - , - , - 
29/05/2026,JALISCO,Colombia, 1 , 1 , - , - , - , - , - , - 
29/05/2026,JALISCO,El Salvador, 1 , - , 1 , - , - , - , - , - 
29/05/2026,JALISCO,Perú, 2 , 2 , - , - , - , - , - , - 
29/05/2026,JALISCO,Puerto Rico, 3 , - , - , 3 , - , - , - , - 
29/05/2026,MICHOACAN,Argentina, 1 , - , 1 , - , - , - , - , - 
29/05/2026,MICHOACAN,China, 3 , 2 , 1 , - , - , - , - , - 
29/05/2026,MORELOS,Colombia, 1 , 1 , - , - , - , - , - , - 
29/05/2026,NAYARIT,Argentina, 1 , - , 1 , - , - , - , - , - 
29/05/2026,NAYARIT,Canadá, 5 , 5 , - , - , - , - , - , - 
29/05/2026,NAYARIT,Colombia, 2 , 1 , 1 , - , - , - , - , - 
29/05/2026,NAYARIT,Cuba, 1 , 1 , - , - , - , - , - , - 
29/05/2026,NAYARIT,Estados Unidos de América, 3 , 3 , - , - , - , - , - , - 
29/05/2026,NUEVO LEON,Argentina, 1 , - , 1 , - , - , - , - , - 
29/05/2026,NUEVO LEON,China, 6 , - , 6 , - , - , - , - , - 
29/05/2026,NUEVO LEON,Colombia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,NUEVO LEON,Cuba, 1 , - , 1 , - , - , - , - , - 
29/05/2026,NUEVO LEON,España, 2 , 1 , 1 , - , - , - , - , - 
29/05/2026,NUEVO LEON,Haití, 3 , 1 , 2 , - , - , - , - , - 
29/05/2026,NUEVO LEON,Indonesia, 7 , - , 7 , - , - , - , - , - 
29/05/2026,NUEVO LEON,Perú, 2 , 1 , - , 1 , - , - , - , - 
29/05/2026,NUEVO LEON,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
29/05/2026,NUEVO LEON,República de Corea, 3 , 2 , 1 , - , - , - , - , - 
29/05/2026,OAXACA,Canadá, 1 , - , 1 , - , - , - , - , - 
29/05/2026,OAXACA,Estado Plurinacional de Bolivia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,OAXACA,Estados Unidos de América, 4 , - , 4 , - , - , - , - , - 
29/05/2026,PUEBLA,Alemania, 1 , - , 1 , - , - , - , - , - 
29/05/2026,PUEBLA,Colombia, 4 , 3 , 1 , - , - , - , - , - 
29/05/2026,PUEBLA,Cuba, 1 , - , 1 , - , - , - , - , - 
29/05/2026,PUEBLA,Estados Unidos de América, 6 , - , 6 , - , - , - , - , - 
29/05/2026,PUEBLA,India, 1 , - , 1 , - , - , - , - , - 
29/05/2026,PUEBLA,Panamá, 1 , - , - , 1 , - , - , - , - 
29/05/2026,PUEBLA,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUERETARO,Brasil, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUERETARO,China, 2 , 1 , 1 , - , - , - , - , - 
29/05/2026,QUERETARO,Colombia, 3 , 2 , 1 , - , - , - , - , - 
29/05/2026,QUERETARO,Cuba, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUERETARO,Estados Unidos de América, 5 , 2 , 3 , - , - , - , - , - 
29/05/2026,QUERETARO,Francia, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUERETARO,India, 3 , - , 3 , - , - , - , - , - 
29/05/2026,QUERETARO,Italia, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUERETARO,República Bolivariana de Venezuela, 5 , 2 , 3 , - , - , - , - , - 
29/05/2026,QUERETARO,Uruguay, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Argentina, 7 , 4 , 3 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Australia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Belarús, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Belice, 25 , - , - , 1 , - , - , 24 , - 
29/05/2026,QUINTANA ROO,Canadá, 2 , 2 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Chile, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,China, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Colombia, 2 , 2 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Cuba, 13 , 7 , 5 , - , 1 , - , - , - 
29/05/2026,QUINTANA ROO,España, 2 , 1 , 1 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Estado Plurinacional de Bolivia, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Estados Unidos de América, 13 , 4 , 9 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Federación De Rusia, 5 , 3 , 2 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Francia, 3 , 2 , 1 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Guatemala, 1 , - , - , - , - , - , 1 , - 
29/05/2026,QUINTANA ROO,Honduras, 1 , - , - , - , - , - , 1 , - 
29/05/2026,QUINTANA ROO,Italia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Portugal, 1 , - , 1 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,República Bolivariana de Venezuela, 5 , 4 , 1 , - , - , - , - , - 
29/05/2026,QUINTANA ROO,República Dominicana, 2 , 2 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Santa Lucía, 1 , 1 , - , - , - , - , - , - 
29/05/2026,QUINTANA ROO,Uruguay, 1 , 1 , - , - , - , - , - , - 
29/05/2026,SAN LUIS POTOSI,Alemania, 1 , - , 1 , - , - , - , - , - 
29/05/2026,SAN LUIS POTOSI,China, 1 , - , 1 , - , - , - , - , - 
29/05/2026,SAN LUIS POTOSI,España, 1 , - , 1 , - , - , - , - , - 
29/05/2026,SAN LUIS POTOSI,Japón, 1 , - , 1 , - , - , - , - , - 
29/05/2026,SINALOA,Colombia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,SINALOA,Estados Unidos de América, 6 , 3 , 3 , - , - , - , - , - 
29/05/2026,SONORA,China, 2 , - , 2 , - , - , - , - , - 
29/05/2026,SONORA,El Salvador, 2 , 2 , - , - , - , - , - , - 
29/05/2026,SONORA,Estados Unidos de América, 2 , 2 , - , - , - , - , - , - 
29/05/2026,SONORA,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
29/05/2026,SONORA,República de Corea, 1 , - , 1 , - , - , - , - , - 
29/05/2026,TABASCO,Colombia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,TABASCO,Estado Plurinacional de Bolivia, 3 , - , 3 , - , - , - , - , - 
29/05/2026,TABASCO,Guatemala, 7 , - , 1 , - , - , - , 3 , 3 
29/05/2026,TABASCO,Reino Unido de Gran Bretaña e Irlanda del Norte, 4 , - , 4 , - , - , - , - , - 
29/05/2026,TABASCO,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
29/05/2026,TAMAULIPAS,Colombia, 1 , - , 1 , - , - , - , - , - 
29/05/2026,TAMAULIPAS,Honduras, 2 , 2 , - , - , - , - , - , - 
29/05/2026,TAMAULIPAS,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
29/05/2026,TLAXCALA,Sudán, 1 , - , 1 , - , - , - , - , - 
29/05/2026,VERACRUZ,China, 1 , - , 1 , - , - , - , - , - 
29/05/2026,VERACRUZ,Cuba, 1 , - , - , - , 1 , - , - , - 
29/05/2026,YUCATAN,Estados Unidos de América, 3 , 1 , 2 , - , - , - , - , - 
29/05/2026,ZACATECAS,Perú, 2 , - , 2 , - , - , - , - , - 
01/06/2026,AGUASCALIENTES,Alemania, 1 , - , 1 , - , - , - , - , - 
01/06/2026,AGUASCALIENTES,China, 1 , - , 1 , - , - , - , - , - 
01/06/2026,AGUASCALIENTES,Cuba, 1 , - , 1 , - , - , - , - , - 
01/06/2026,AGUASCALIENTES,Estados Unidos de América, 3 , - , 3 , - , - , - , - , - 
01/06/2026,AGUASCALIENTES,Turquía, 2 , - , 2 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Brasil, 1 , - , 1 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,China, 8 , 2 , 6 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Colombia, 4 , - , 4 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,El Salvador, 1 , 1 , - , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Estados Unidos de América, 10 , 6 , 4 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Etiopia, 1 , - , - , 1 , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Guatemala, 3 , 2 , 1 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Haití, 3 , 3 , - , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Nicaragua, 2 , 2 , - , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Niger, 1 , 1 , - , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,Paraguay, 1 , - , 1 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA,República Bolivariana de Venezuela, 3 , - , - , - , 3 , - , - , - 
01/06/2026,BAJA CALIFORNIA,República de Corea, 2 , 1 , 1 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA SUR,Canadá, 2 , 2 , - , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA SUR,China, 6 , 2 , 4 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA SUR,Estados Unidos de América, 14 , 9 , 5 , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA SUR,Panamá, 1 , 1 , - , - , - , - , - , - 
01/06/2026,BAJA CALIFORNIA SUR,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CAMPECHE,Colombia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CAMPECHE,Cuba, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CAMPECHE,El Salvador, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CAMPECHE,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CAMPECHE,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
01/06/2026,CHIAPAS,Canadá, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CHIAPAS,Colombia, 4 , 1 , 2 , - , 1 , - , - , - 
01/06/2026,CHIAPAS,Cuba, 90 , 29 , 1 , - , 60 , - , - , - 
01/06/2026,CHIAPAS,El Salvador, 3 , 1 , - , - , 2 , - , - , - 
01/06/2026,CHIAPAS,Guatemala, 253 , 4 , - , - , - , - , 207 , 42 
01/06/2026,CHIAPAS,Haití, 21 , 17 , - , - , 4 , - , - , - 
01/06/2026,CHIAPAS,Honduras, 10 , 3 , - , - , 5 , - , 2 , - 
01/06/2026,CHIAPAS,Indonesia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CHIAPAS,Nicaragua, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CHIAPAS,Perú, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CHIAPAS,República Bolivariana de Venezuela, 4 , 2 , - , - , 2 , - , - , - 
01/06/2026,CHIHUAHUA,Argentina, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CHIHUAHUA,Cuba, 3 , 2 , 1 , - , - , - , - , - 
01/06/2026,CHIHUAHUA,El Salvador, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CHIHUAHUA,Filipinas, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CHIHUAHUA,India, 4 , - , 4 , - , - , - , - , - 
01/06/2026,CHIHUAHUA,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Afganistán, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Alemania, 5 , 1 , 4 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Argentina, 9 , 3 , 6 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Australia, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Brasil, 6 , 2 , 4 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Canadá, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Chile, 2 , - , 2 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,China, 39 , 7 , 31 , - , 1 , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Colombia, 27 , 9 , 18 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Costa Rica, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Cuba, 9 , 4 , 2 , 1 , 2 , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Ecuador, 5 , - , 3 , 2 , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,España, 9 , 3 , 6 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia, 2 , 1 , - , 1 , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Estados Unidos de América, 20 , 6 , 14 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Federación De Rusia, 2 , 1 , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Francia, 2 , - , 2 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Haití, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Honduras, 2 , - , 1 , 1 , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,India, 5 , - , 5 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Italia, 4 , 2 , 2 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Nigeria, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Países Bajos, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Panamá, 2 , 1 , - , 1 , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Paraguay, 2 , - , 2 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Perú, 7 , 2 , 5 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Polonia, 1 , 1 , - , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Portugal, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Puerto Rico, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,República Bolivariana de Venezuela, 14 , 12 , 2 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,República de Corea, 1 , - , 1 , - , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,República Democrática del Congo, 1 , - , - , 1 , - , - , - , - 
01/06/2026,CIUDAD DE MEXICO,Turquía, 1 , 1 , - , - , - , - , - , - 
01/06/2026,COAHUILA,Argentina, 2 , - , 2 , - , - , - , - , - 
01/06/2026,COAHUILA,China, 10 , 1 , 9 , - , - , - , - , - 
01/06/2026,COAHUILA,Cuba, 2 , 2 , - , - , - , - , - , - 
01/06/2026,COAHUILA,El Salvador, 2 , 2 , - , - , - , - , - , - 
01/06/2026,COAHUILA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
01/06/2026,COAHUILA,Guatemala, 1 , 1 , - , - , - , - , - , - 
01/06/2026,COAHUILA,Honduras, 2 , 2 , - , - , - , - , - , - 
01/06/2026,COAHUILA,India, 1 , - , 1 , - , - , - , - , - 
01/06/2026,COAHUILA,Nicaragua, 1 , 1 , - , - , - , - , - , - 
01/06/2026,COAHUILA,Perú, 1 , 1 , - , - , - , - , - , - 
01/06/2026,COAHUILA,República de Corea, 2 , - , 2 , - , - , - , - , - 
01/06/2026,COAHUILA,Sudán del Sur, 1 , 1 , - , - , - , - , - , - 
01/06/2026,COLIMA,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
01/06/2026,DURANGO,Argentina, 1 , - , 1 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Bélgica, 1 , 1 , - , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,China, 4 , - , 4 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Colombia, 4 , 2 , 2 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Costa Rica, 1 , - , 1 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Cuba, 9 , 7 , 2 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Haití, 2 , 2 , - , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Italia, 2 , - , 2 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Perú, 3 , 2 , 1 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
01/06/2026,ESTADO DE MEXICO,República Bolivariana de Venezuela, 4 , 3 , 1 , - , - , - , - , - 
01/06/2026,GUANAJUATO,Brasil, 3 , - , 3 , - , - , - , - , - 
01/06/2026,GUANAJUATO,China, 3 , 1 , 2 , - , - , - , - , - 
01/06/2026,GUANAJUATO,Colombia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,GUANAJUATO,Cuba, 1 , 1 , - , - , - , - , - , - 
01/06/2026,GUANAJUATO,Ecuador, 2 , - , - , 2 , - , - , - , - 
01/06/2026,GUANAJUATO,España, 1 , 1 , - , - , - , - , - , - 
01/06/2026,GUANAJUATO,Estados Unidos de América, 19 , 9 , 10 , - , - , - , - , - 
01/06/2026,GUANAJUATO,Honduras, 1 , - , 1 , - , - , - , - , - 
01/06/2026,GUANAJUATO,Japón, 3 , 1 , 2 , - , - , - , - , - 
01/06/2026,GUANAJUATO,Perú, 1 , - , - , 1 , - , - , - , - 
01/06/2026,GUANAJUATO,Yemen, 1 , - , 1 , - , - , - , - , - 
01/06/2026,GUERRERO,El Salvador, 1 , - , 1 , - , - , - , - , - 
01/06/2026,GUERRERO,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
01/06/2026,HIDALGO,Colombia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,HIDALGO,Cuba, 1 , - , 1 , - , - , - , - , - 
01/06/2026,HIDALGO,El Salvador, 1 , 1 , - , - , - , - , - , - 
01/06/2026,HIDALGO,Panamá, 1 , 1 , - , - , - , - , - , - 
01/06/2026,JALISCO,Argentina, 3 , 3 , - , - , - , - , - , - 
01/06/2026,JALISCO,Brasil, 2 , - , 2 , - , - , - , - , - 
01/06/2026,JALISCO,Canadá, 4 , 4 , - , - , - , - , - , - 
01/06/2026,JALISCO,China, 2 , - , 2 , - , - , - , - , - 
01/06/2026,JALISCO,Colombia, 10 , 3 , 4 , 3 , - , - , - , - 
01/06/2026,JALISCO,Cuba, 4 , 2 , 2 , - , - , - , - , - 
01/06/2026,JALISCO,Ecuador, 2 , 2 , - , - , - , - , - , - 
01/06/2026,JALISCO,España, 1 , - , 1 , - , - , - , - , - 
01/06/2026,JALISCO,Estados Unidos de América, 13 , 5 , 7 , 1 , - , - , - , - 
01/06/2026,JALISCO,Honduras, 1 , - , - , 1 , - , - , - , - 
01/06/2026,JALISCO,India, 7 , 4 , 3 , - , - , - , - , - 
01/06/2026,JALISCO,Puerto Rico, 1 , - , - , 1 , - , - , - , - 
01/06/2026,JALISCO,República Bolivariana de Venezuela, 5 , 3 , 2 , - , - , - , - , - 
01/06/2026,JALISCO,República Dominicana, 1 , - , - , 1 , - , - , - , - 
01/06/2026,MICHOACAN,Colombia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,MICHOACAN,Cuba, 1 , - , 1 , - , - , - , - , - 
01/06/2026,MICHOACAN,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
01/06/2026,MORELOS,Colombia, 2 , 2 , - , - , - , - , - , - 
01/06/2026,MORELOS,Costa Rica, 1 , 1 , - , - , - , - , - , - 
01/06/2026,MORELOS,España, 1 , - , 1 , - , - , - , - , - 
01/06/2026,MORELOS,Honduras, 2 , 2 , - , - , - , - , - , - 
01/06/2026,MORELOS,Jordania, 1 , 1 , - , - , - , - , - , - 
01/06/2026,MORELOS,Palestina, 1 , 1 , - , - , - , - , - , - 
01/06/2026,MORELOS,Perú, 1 , 1 , - , - , - , - , - , - 
01/06/2026,MORELOS,Portugal, 1 , - , 1 , - , - , - , - , - 
01/06/2026,MORELOS,República Dominicana, 1 , 1 , - , - , - , - , - , - 
01/06/2026,NAYARIT,Argentina, 2 , 2 , - , - , - , - , - , - 
01/06/2026,NAYARIT,Canadá, 3 , 1 , 2 , - , - , - , - , - 
01/06/2026,NAYARIT,China, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NAYARIT,Cuba, 1 , - , - , - , 1 , - , - , - 
01/06/2026,NAYARIT,Estados Unidos de América, 8 , 2 , 6 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Australia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Brasil, 3 , - , 3 , - , - , - , - , - 
01/06/2026,NUEVO LEON,China, 18 , 1 , 17 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Colombia, 5 , - , 5 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Costa Rica, 1 , 1 , - , - , - , - , - , - 
01/06/2026,NUEVO LEON,Côte D'Ivoire, 1 , 1 , - , - , - , - , - , - 
01/06/2026,NUEVO LEON,Cuba, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,El Salvador, 1 , 1 , - , - , - , - , - , - 
01/06/2026,NUEVO LEON,Estado Plurinacional de Bolivia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Estados Unidos de América, 4 , 3 , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Federación De Rusia, 2 , - , 2 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Francia, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Guatemala, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Honduras, 2 , 1 , - , 1 , - , - , - , - 
01/06/2026,NUEVO LEON,India, 5 , - , 5 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Japón, 1 , - , 1 , - , - , - , - , - 
01/06/2026,NUEVO LEON,Perú, 2 , - , 2 , - , - , - , - , - 
01/06/2026,NUEVO LEON,República Bolivariana de Venezuela, 7 , 4 , 3 , - , - , - , - , - 
01/06/2026,NUEVO LEON,República de Corea, 10 , 3 , 7 , - , - , - , - , - 
01/06/2026,OAXACA,Brasil, 1 , - , 1 , - , - , - , - , - 
01/06/2026,OAXACA,Canadá, 6 , 6 , - , - , - , - , - , - 
01/06/2026,OAXACA,Cuba, 2 , 2 , - , - , - , - , - , - 
01/06/2026,OAXACA,El Salvador, 1 , - , 1 , - , - , - , - , - 
01/06/2026,OAXACA,Estados Unidos de América, 7 , 3 , 4 , - , - , - , - , - 
01/06/2026,OAXACA,Suiza, 1 , - , 1 , - , - , - , - , - 
01/06/2026,PUEBLA,Argentina, 1 , 1 , - , - , - , - , - , - 
01/06/2026,PUEBLA,Brasil, 1 , - , 1 , - , - , - , - , - 
01/06/2026,PUEBLA,China, 2 , 2 , - , - , - , - , - , - 
01/06/2026,PUEBLA,Colombia, 2 , 1 , 1 , - , - , - , - , - 
01/06/2026,PUEBLA,España, 1 , - , 1 , - , - , - , - , - 
01/06/2026,PUEBLA,Estados Unidos de América, 8 , - , 8 , - , - , - , - , - 
01/06/2026,PUEBLA,Haití, 1 , 1 , - , - , - , - , - , - 
01/06/2026,PUEBLA,Honduras, 1 , 1 , - , - , - , - , - , - 
01/06/2026,PUEBLA,India, 1 , - , 1 , - , - , - , - , - 
