DIA,ESTADO / O.R.,NACIONALIDAD,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
17/06/2025,QUINTANA ROO,República Bolivariana de Venezuela, 6 , 4 , 1 , - , 1 , - , - , - 
17/06/2025,QUINTANA ROO,Rumania, 1 , 1 , - , - , - , - , - , - 
17/06/2025,QUINTANA ROO,Sudáfrica, 1 , - , 1 , - , - , - , - , - 
17/06/2025,QUINTANA ROO,Ucrania, 1 , - , 1 , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Alemania, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Argentina, 1 , - , 1 , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,China, 1 , - , 1 , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Colombia, 2 , - , 2 , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,El Salvador, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,España, 2 , - , 2 , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Haití, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Honduras, 2 , 2 , - , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Perú, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,República de Corea, 1 , - , 1 , - , - , - , - , - 
17/06/2025,SAN LUIS POTOSI,Turquía, 1 , - , 1 , - , - , - , - , - 
17/06/2025,SINALOA,Canadá, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SINALOA,Colombia, 3 , 1 , 2 , - , - , - , - , - 
17/06/2025,SINALOA,Guatemala, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SINALOA,India, 1 , - , 1 , - , - , - , - , - 
17/06/2025,SINALOA,Reino Unido de Gran Bretaña e Irlanda del Norte, 2 , 2 , - , - , - , - , - , - 
17/06/2025,SONORA,Colombia, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SONORA,Estados Unidos de América, 4 , 2 , 2 , - , - , - , - , - 
17/06/2025,SONORA,Nicaragua, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SONORA,Perú, 1 , 1 , - , - , - , - , - , - 
17/06/2025,SONORA,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TABASCO,Brasil, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TABASCO,El Salvador, 1 , 1 , - , - , - , - , - , - 
17/06/2025,TABASCO,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TABASCO,Guatemala, 5 , - , - , - , - , - , 2 , 3 
17/06/2025,TABASCO,Honduras, 5 , 5 , - , - , - , - , - , - 
17/06/2025,TABASCO,Nicaragua, 1 , 1 , - , - , - , - , - , - 
17/06/2025,TABASCO,República Bolivariana de Venezuela, 2 , - , 2 , - , - , - , - , - 
17/06/2025,TAMAULIPAS,Alemania, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TAMAULIPAS,Argentina, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TAMAULIPAS,China, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TAMAULIPAS,Cuba, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TAMAULIPAS,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TAMAULIPAS,Taiwan (Provincia de China), 1 , 1 , - , - , - , - , - , - 
17/06/2025,TLAXCALA,Colombia, 1 , - , 1 , - , - , - , - , - 
17/06/2025,TLAXCALA,Guatemala, 1 , - , 1 , - , - , - , - , - 
17/06/2025,VERACRUZ,Colombia, 1 , - , 1 , - , - , - , - , - 
17/06/2025,VERACRUZ,Cuba, 2 , - , - , 1 , 1 , - , - , - 
17/06/2025,VERACRUZ,Estados Unidos de América, 2 , 1 , 1 , - , - , - , - , - 
17/06/2025,VERACRUZ,Honduras, 3 , 3 , - , - , - , - , - , - 
17/06/2025,VERACRUZ,Portugal, 1 , 1 , - , - , - , - , - , - 
17/06/2025,YUCATAN,Argentina, 2 , 1 , 1 , - , - , - , - , - 
17/06/2025,YUCATAN,Belice, 2 , - , - , 2 , - , - , - , - 
17/06/2025,YUCATAN,Colombia, 3 , 3 , - , - , - , - , - , - 
17/06/2025,YUCATAN,Cuba, 1 , - , 1 , - , - , - , - , - 
17/06/2025,YUCATAN,El Salvador, 1 , - , 1 , - , - , - , - , - 
17/06/2025,YUCATAN,Estados Unidos de América, 13 , 1 , 12 , - , - , - , - , - 
17/06/2025,YUCATAN,Panamá, 1 , - , 1 , - , - , - , - , - 
17/06/2025,ZACATECAS,Ecuador, 1 , - , - , 1 , - , - , - , - 
17/06/2025,ZACATECAS,Perú, 2 , - , 2 , - , - , - , - , - 
18/06/2025,AGUASCALIENTES,Argentina, 2 , - , 2 , - , - , - , - , - 
18/06/2025,AGUASCALIENTES,Cuba, 1 , - , 1 , - , - , - , - , - 
18/06/2025,AGUASCALIENTES,India, 2 , - , 2 , - , - , - , - , - 
18/06/2025,AGUASCALIENTES,República Bolivariana de Venezuela, 5 , 1 , 4 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,Canadá, 1 , - , 1 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,China, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,Colombia, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,El Salvador, 1 , 1 , - , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,España, 1 , - , 1 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,Estados Unidos de América, 16 , - , 16 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,Haití, 3 , 2 , 1 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,Honduras, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,República Bolivariana de Venezuela, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA,República Dominicana, 1 , 1 , - , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,Canadá, 5 , 3 , 2 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,China, 2 , 2 , - , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,Colombia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,Costa Rica, 1 , 1 , - , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,Cuba, 1 , - , - , - , 1 , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,Estados Unidos de América, 18 , 9 , 9 , - , - , - , - , - 
18/06/2025,BAJA CALIFORNIA SUR,Italia, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CAMPECHE,Cuba, 4 , - , 4 , - , - , - , - , - 
18/06/2025,CAMPECHE,Guatemala, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CAMPECHE,Haití, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CAMPECHE,Pakistán, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CHIAPAS,Brasil, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CHIAPAS,Chile, 2 , 2 , - , - , - , - , - , - 
18/06/2025,CHIAPAS,Cuba, 72 , 44 , - , - , 28 , - , - , - 
18/06/2025,CHIAPAS,Ecuador, 3 , 3 , - , - , - , - , - , - 
18/06/2025,CHIAPAS,El Salvador, 15 , 14 , - , - , - , - , 1 , - 
18/06/2025,CHIAPAS,Guatemala, 141 , 7 , - , - , - , - , 133 , 1 
18/06/2025,CHIAPAS,Haití, 12 , 12 , - , - , - , - , - , - 
18/06/2025,CHIAPAS,Honduras, 16 , 14 , - , - , 1 , - , 1 , - 
18/06/2025,CHIAPAS,República Bolivariana de Venezuela, 2 , 1 , - , - , 1 , - , - , - 
18/06/2025,CHIHUAHUA,Canadá, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CHIHUAHUA,El Salvador, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CHIHUAHUA,Estados Unidos de América, 8 , 3 , 5 , - , - , - , - , - 
18/06/2025,CHIHUAHUA,Filipinas, 3 , - , 3 , - , - , - , - , - 
18/06/2025,CHIHUAHUA,Perú, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CHIHUAHUA,República Bolivariana de Venezuela, 7 , - , 3 , - , 4 , - , - , - 
18/06/2025,CHIHUAHUA,República de Corea, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CHIHUAHUA,Taiwan (Provincia de China), 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Alemania, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Argentina, 6 , 1 , 5 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Belarús, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Brasil, 10 , 5 , 5 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Chile, 11 , - , 10 , 1 , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,China, 25 , - , 25 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Colombia, 30 , 7 , 22 , 1 , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Costa Rica, 2 , - , 1 , 1 , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Cuba, 10 , 7 , 2 , 1 , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,España, 9 , 2 , 7 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia, 2 , - , 1 , 1 , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Estados Unidos de América, 17 , 1 , 16 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Federación De Rusia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Filipinas, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Francia, 2 , - , 2 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Grecia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Guatemala, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Haití, 9 , 8 , - , - , 1 , - , - , - 
18/06/2025,CIUDAD DE MEXICO,India, 9 , 2 , 7 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Italia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Japón, 2 , - , 2 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Malasia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Nicaragua, 3 , 3 , - , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Nigeria, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Nueva Zelandia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Países Bajos, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Paraguay, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Perú, 12 , 5 , 5 , - , 2 , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Portugal, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,República Bolivariana de Venezuela, 10 , 4 , 6 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,República de Corea, 2 , - , 1 , 1 , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,República de Moldova, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,República Dominicana, 1 , 1 , - , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,República Islámica del Irán, 1 , - , 1 , - , - , - , - , - 
18/06/2025,CIUDAD DE MEXICO,Taiwan (Provincia de China), 1 , 1 , - , - , - , - , - , - 
18/06/2025,COAHUILA,China, 3 , - , 3 , - , - , - , - , - 
18/06/2025,COAHUILA,España, 1 , - , 1 , - , - , - , - , - 
18/06/2025,COAHUILA,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
18/06/2025,COAHUILA,Honduras, 5 , 3 , - , - , 2 , - , - , - 
18/06/2025,COAHUILA,India, 2 , - , 2 , - , - , - , - , - 
18/06/2025,COAHUILA,República de Corea, 1 , - , 1 , - , - , - , - , - 
18/06/2025,COLIMA,Guatemala, 1 , 1 , - , - , - , - , - , - 
18/06/2025,COLIMA,Honduras, 1 , 1 , - , - , - , - , - , - 
18/06/2025,COLIMA,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
18/06/2025,DURANGO,Colombia, 1 , 1 , - , - , - , - , - , - 
18/06/2025,DURANGO,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Alemania, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Argentina, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Colombia, 3 , 2 , 1 , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Costa Rica, 1 , - , 1 , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Cuba, 9 , 6 , 1 , - , 2 , - , - , - 
18/06/2025,ESTADO DE MEXICO,El Salvador, 2 , - , - , - , 2 , - , - , - 
18/06/2025,ESTADO DE MEXICO,España, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Federación De Rusia, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Haití, 2 , 2 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Honduras, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,Lituania, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ESTADO DE MEXICO,República Bolivariana de Venezuela, 3 , - , 1 , - , 2 , - , - , - 
18/06/2025,GUANAJUATO,Canadá, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,GUANAJUATO,Chile, 1 , - , 1 , - , - , - , - , - 
18/06/2025,GUANAJUATO,Estados Unidos de América, 12 , 3 , 9 , - , - , - , - , - 
18/06/2025,GUANAJUATO,India, 1 , - , 1 , - , - , - , - , - 
18/06/2025,GUANAJUATO,Japón, 5 , - , 5 , - , - , - , - , - 
18/06/2025,GUANAJUATO,Kazajstan, 1 , - , 1 , - , - , - , - , - 
18/06/2025,GUANAJUATO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
18/06/2025,GUANAJUATO,República Checa, 1 , - , 1 , - , - , - , - , - 
18/06/2025,GUANAJUATO,Ucrania, 1 , 1 , - , - , - , - , - , - 
18/06/2025,GUERRERO,Canadá, 1 , 1 , - , - , - , - , - , - 
18/06/2025,HIDALGO,China, 1 , - , 1 , - , - , - , - , - 
18/06/2025,HIDALGO,Colombia, 1 , 1 , - , - , - , - , - , - 
18/06/2025,HIDALGO,El Salvador, 1 , 1 , - , - , - , - , - , - 
18/06/2025,HIDALGO,Japón, 1 , - , 1 , - , - , - , - , - 
18/06/2025,JALISCO,Alemania, 1 , 1 , - , - , - , - , - , - 
18/06/2025,JALISCO,Argentina, 4 , 1 , 3 , - , - , - , - , - 
18/06/2025,JALISCO,Brasil, 1 , - , 1 , - , - , - , - , - 
18/06/2025,JALISCO,Canadá, 13 , 10 , 3 , - , - , - , - , - 
18/06/2025,JALISCO,Chile, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,JALISCO,China, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,JALISCO,Colombia, 6 , 2 , 4 , - , - , - , - , - 
18/06/2025,JALISCO,Cuba, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,JALISCO,El Salvador, 1 , - , 1 , - , - , - , - , - 
18/06/2025,JALISCO,Estados Unidos de América, 27 , 10 , 15 , 2 , - , - , - , - 
18/06/2025,JALISCO,Francia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,JALISCO,Portugal, 1 , - , 1 , - , - , - , - , - 
18/06/2025,JALISCO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
18/06/2025,JALISCO,Uruguay, 1 , - , 1 , - , - , - , - , - 
18/06/2025,MICHOACAN,Colombia, 2 , - , 1 , 1 , - , - , - , - 
18/06/2025,MORELOS,Colombia, 1 , - , - , 1 , - , - , - , - 
18/06/2025,MORELOS,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
18/06/2025,NAYARIT,Bélgica, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NAYARIT,Canadá, 3 , 2 , 1 , - , - , - , - , - 
18/06/2025,NAYARIT,China, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,NAYARIT,Estados Unidos de América, 5 , 3 , 2 , - , - , - , - , - 
18/06/2025,NAYARIT,Federación De Rusia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NAYARIT,Reino Unido de Gran Bretaña e Irlanda del Norte, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,NAYARIT,República de Corea, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Argelia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Brasil, 8 , 2 , 6 , - , - , - , - , - 
18/06/2025,NUEVO LEON,China, 9 , - , 9 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Colombia, 6 , 4 , - , 2 , - , - , - , - 
18/06/2025,NUEVO LEON,Cuba, 1 , - , - , 1 , - , - , - , - 
18/06/2025,NUEVO LEON,Ecuador, 2 , - , 2 , - , - , - , - , - 
18/06/2025,NUEVO LEON,El Salvador, 3 , 2 , 1 , - , - , - , - , - 
18/06/2025,NUEVO LEON,España, 5 , - , 5 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Estados Unidos de América, 1 , - , - , 1 , - , - , - , - 
18/06/2025,NUEVO LEON,Honduras, 2 , 1 , - , 1 , - , - , - , - 
18/06/2025,NUEVO LEON,India, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Italia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Japón, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,NUEVO LEON,República Bolivariana de Venezuela, 7 , 6 , - , 1 , - , - , - , - 
18/06/2025,NUEVO LEON,República Checa, 1 , - , 1 , - , - , - , - , - 
18/06/2025,NUEVO LEON,República de Corea, 6 , 1 , 5 , - , - , - , - , - 
18/06/2025,NUEVO LEON,Túnez, 1 , 1 , - , - , - , - , - , - 
18/06/2025,OAXACA,Alemania, 2 , - , 2 , - , - , - , - , - 
18/06/2025,OAXACA,Costa Rica, 1 , 1 , - , - , - , - , - , - 
18/06/2025,OAXACA,Estados Unidos de América, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,OAXACA,Perú, 2 , 2 , - , - , - , - , - , - 
18/06/2025,PUEBLA,Australia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,PUEBLA,China, 1 , - , 1 , - , - , - , - , - 
18/06/2025,PUEBLA,Colombia, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,PUEBLA,Cuba, 1 , - , 1 , - , - , - , - , - 
18/06/2025,PUEBLA,El Salvador, 1 , - , - , 1 , - , - , - , - 
18/06/2025,PUEBLA,España, 1 , - , 1 , - , - , - , - , - 
18/06/2025,PUEBLA,Estados Unidos de América, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,PUEBLA,Kenia, 2 , 2 , - , - , - , - , - , - 
18/06/2025,PUEBLA,Panamá, 1 , 1 , - , - , - , - , - , - 
18/06/2025,PUEBLA,República Bolivariana de Venezuela, 4 , 4 , - , - , - , - , - , - 
18/06/2025,QUERETARO,Alemania, 2 , - , 2 , - , - , - , - , - 
18/06/2025,QUERETARO,Argentina, 2 , 2 , - , - , - , - , - , - 
18/06/2025,QUERETARO,Brasil, 1 , 1 , - , - , - , - , - , - 
18/06/2025,QUERETARO,Chile, 1 , - , - , 1 , - , - , - , - 
18/06/2025,QUERETARO,China, 4 , 1 , 3 , - , - , - , - , - 
18/06/2025,QUERETARO,Colombia, 2 , 1 , - , 1 , - , - , - , - 
18/06/2025,QUERETARO,Costa Rica, 2 , 2 , - , - , - , - , - , - 
18/06/2025,QUERETARO,Cuba, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUERETARO,España, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUERETARO,Estado Plurinacional de Bolivia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUERETARO,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUERETARO,Haití, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUERETARO,Honduras, 1 , 1 , - , - , - , - , - , - 
18/06/2025,QUERETARO,India, 4 , - , 4 , - , - , - , - , - 
18/06/2025,QUERETARO,Japón, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,QUERETARO,Marruecos, 1 , 1 , - , - , - , - , - , - 
18/06/2025,QUERETARO,Perú, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,QUERETARO,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
18/06/2025,QUERETARO,República de Corea, 1 , - , - , 1 , - , - , - , - 
18/06/2025,QUERETARO,República Dominicana, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Argentina, 11 , 5 , 6 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Bélgica, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Belice, 21 , - , - , - , - , - , 21 , - 
18/06/2025,QUINTANA ROO,Brasil, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Canadá, 13 , 7 , 6 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Colombia, 4 , 1 , 3 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Costa Rica, 1 , - , 1 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Cuba, 14 , 4 , 10 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Ecuador, 1 , - , - , 1 , - , - , - , - 
18/06/2025,QUINTANA ROO,El Salvador, 1 , - , - , - , - , - , 1 , - 
18/06/2025,QUINTANA ROO,España, 4 , 2 , 2 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Estados Unidos de América, 16 , 3 , 13 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Federación De Rusia, 4 , 4 , - , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Francia, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Guatemala, 6 , 1 , 1 , - , - , - , 4 , - 
18/06/2025,QUINTANA ROO,Italia, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Líbano, 2 , - , 2 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Nigeria, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,QUINTANA ROO,Polonia, 1 , 1 , - , - , - , - , - , - 
18/06/2025,QUINTANA ROO,República Dominicana, 1 , - , - , 1 , - , - , - , - 
18/06/2025,QUINTANA ROO,Uruguay, 1 , 1 , - , - , - , - , - , - 
18/06/2025,SAN LUIS POTOSI,Alemania, 4 , - , 4 , - , - , - , - , - 
18/06/2025,SAN LUIS POTOSI,Colombia, 1 , - , - , - , 1 , - , - , - 
18/06/2025,SAN LUIS POTOSI,Costa Rica, 3 , 3 , - , - , - , - , - , - 
18/06/2025,SAN LUIS POTOSI,Guatemala, 1 , - , 1 , - , - , - , - , - 
18/06/2025,SAN LUIS POTOSI,Japón, 3 , - , 3 , - , - , - , - , - 
18/06/2025,SAN LUIS POTOSI,República Bolivariana de Venezuela, 2 , 1 , - , - , 1 , - , - , - 
18/06/2025,SAN LUIS POTOSI,República de Corea, 1 , - , 1 , - , - , - , - , - 
18/06/2025,SINALOA,Austria, 1 , 1 , - , - , - , - , - , - 
18/06/2025,SINALOA,Canadá, 1 , 1 , - , - , - , - , - , - 
18/06/2025,SINALOA,China, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,SINALOA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
18/06/2025,SONORA,China, 3 , 1 , 2 , - , - , - , - , - 
18/06/2025,SONORA,Ecuador, 1 , 1 , - , - , - , - , - , - 
18/06/2025,SONORA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
18/06/2025,TABASCO,Colombia, 2 , 1 , - , 1 , - , - , - , - 
18/06/2025,TABASCO,Cuba, 3 , 2 , 1 , - , - , - , - , - 
18/06/2025,TABASCO,Estado Plurinacional de Bolivia, 1 , - , 1 , - , - , - , - , - 
18/06/2025,TABASCO,Guatemala, 27 , 3 , - , - , - , - , 1 , 23 
18/06/2025,TABASCO,Honduras, 11 , 11 , - , - , - , - , - , - 
18/06/2025,TAMAULIPAS,Brasil, 2 , - , 2 , - , - , - , - , - 
18/06/2025,TAMAULIPAS,China, 1 , - , 1 , - , - , - , - , - 
18/06/2025,TAMAULIPAS,Colombia, 1 , 1 , - , - , - , - , - , - 
18/06/2025,TAMAULIPAS,Estados Unidos de América, 2 , 2 , - , - , - , - , - , - 
18/06/2025,TAMAULIPAS,Honduras, 2 , 2 , - , - , - , - , - , - 
18/06/2025,TAMAULIPAS,República de Corea, 1 , 1 , - , - , - , - , - , - 
18/06/2025,TLAXCALA,Brasil, 2 , - , 2 , - , - , - , - , - 
18/06/2025,VERACRUZ,Argentina, 1 , - , 1 , - , - , - , - , - 
18/06/2025,VERACRUZ,China, 1 , - , 1 , - , - , - , - , - 
18/06/2025,VERACRUZ,Colombia, 5 , - , 5 , - , - , - , - , - 
18/06/2025,VERACRUZ,Cuba, 1 , - , - , 1 , - , - , - , - 
18/06/2025,VERACRUZ,Estados Unidos de América, 2 , 2 , - , - , - , - , - , - 
18/06/2025,VERACRUZ,República Bolivariana de Venezuela, 6 , 6 , - , - , - , - , - , - 
18/06/2025,YUCATAN,Argentina, 1 , 1 , - , - , - , - , - , - 
18/06/2025,YUCATAN,Belice, 1 , - , 1 , - , - , - , - , - 
18/06/2025,YUCATAN,Canadá, 1 , - , 1 , - , - , - , - , - 
18/06/2025,YUCATAN,China, 1 , - , 1 , - , - , - , - , - 
18/06/2025,YUCATAN,Colombia, 4 , 1 , 3 , - , - , - , - , - 
18/06/2025,YUCATAN,Cuba, 5 , 1 , 4 , - , - , - , - , - 
18/06/2025,YUCATAN,El Salvador, 1 , - , 1 , - , - , - , - , - 
18/06/2025,YUCATAN,España, 2 , 1 , 1 , - , - , - , - , - 
18/06/2025,YUCATAN,Estados Unidos de América, 15 , 4 , 11 , - , - , - , - , - 
18/06/2025,YUCATAN,Guatemala, 4 , 4 , - , - , - , - , - , - 
18/06/2025,YUCATAN,Nigeria, 1 , - , 1 , - , - , - , - , - 
18/06/2025,YUCATAN,Panamá, 1 , 1 , - , - , - , - , - , - 
18/06/2025,YUCATAN,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , 1 , - , - , - , - , - , - 
18/06/2025,ZACATECAS,Argentina, 1 , - , - , 1 , - , - , - , - 
