DIA,ESTADO / O.R.,NACIONALIDAD,INADMITIDOS
26/07/2025,Quintana Roo,China,1
26/07/2025,Quintana Roo,Colombia,8
26/07/2025,Quintana Roo,Cuba,3
26/07/2025,Quintana Roo,Estados Unidos de América,1
26/07/2025,Quintana Roo,Jamaica,1
26/07/2025,Quintana Roo,Líbano,1
26/07/2025,Quintana Roo,Perú,1
26/07/2025,Sinaloa,Estados Unidos de América,1
27/07/2025,Baja California,China,4
27/07/2025,Baja California,Estados Unidos de América,2
27/07/2025,Ciudad de México,Argentina,1
27/07/2025,Ciudad de México,China,1
27/07/2025,Ciudad de México,Colombia,6
27/07/2025,Ciudad de México,Cuba,1
27/07/2025,Ciudad de México,Estados Unidos de América,1
27/07/2025,Ciudad de México,Panamá,1
27/07/2025,Ciudad de México,Perú,1
27/07/2025,Ciudad de México,Serbia,2
27/07/2025,Jalisco,China,1
27/07/2025,Jalisco,Colombia,3
27/07/2025,Jalisco,Israel,2
27/07/2025,Quintana Roo,Armenia,1
27/07/2025,Quintana Roo,Brasil,2
27/07/2025,Quintana Roo,Chile,2
27/07/2025,Quintana Roo,Colombia,3
27/07/2025,Quintana Roo,Cuba,1
27/07/2025,Quintana Roo,Estados Unidos de América,3
28/07/2025,Baja California,China,2
28/07/2025,Baja California,Estados Unidos de América,5
28/07/2025,Chiapas,Guatemala,2
28/07/2025,Ciudad de México,Bangladesh,4
28/07/2025,Ciudad de México,China,2
28/07/2025,Ciudad de México,Colombia,3
28/07/2025,Ciudad de México,Costa Rica,1
28/07/2025,Ciudad de México,Cuba,1
28/07/2025,Ciudad de México,España,1
28/07/2025,Ciudad de México,Estados Unidos de América,1
28/07/2025,Ciudad de México,México,1
28/07/2025,Ciudad de México,Uganda,1
28/07/2025,Estado de México,Colombia,1
28/07/2025,Guerrero,Estados Unidos de América,1
28/07/2025,Jalisco,Colombia,2
28/07/2025,Quintana Roo,Canadá,2
28/07/2025,Quintana Roo,Colombia,4
28/07/2025,Quintana Roo,Estados Unidos de América,4
28/07/2025,Quintana Roo,Federación De Rusia,1
28/07/2025,Quintana Roo,Nigeria,1
28/07/2025,Quintana Roo,Noruega,6
29/07/2025,Baja California,China,1
29/07/2025,Baja California,Estados Unidos de América,5
29/07/2025,Chiapas,Guatemala,1
29/07/2025,Ciudad de México,Canadá,1
29/07/2025,Ciudad de México,Colombia,17
29/07/2025,Ciudad de México,Cuba,2
29/07/2025,Ciudad de México,Federación De Rusia,1
29/07/2025,Ciudad de México,Guatemala,1
29/07/2025,Ciudad de México,India,2
29/07/2025,Estado de México,Colombia,4
29/07/2025,Jalisco,Colombia,1
29/07/2025,Jalisco,Ghana,1
29/07/2025,Jalisco,Uzbekistán,2
29/07/2025,Nuevo Leon,Guatemala,1
29/07/2025,Quintana Roo,Azerbaiyán,3
29/07/2025,Quintana Roo,Brasil,1
29/07/2025,Quintana Roo,Canadá,1
29/07/2025,Quintana Roo,China,1
29/07/2025,Quintana Roo,Colombia,4
29/07/2025,Quintana Roo,Estados Unidos de América,1
29/07/2025,Quintana Roo,Perú,1
30/07/2025,Baja California,Estados Unidos de América,17
30/07/2025,Baja California,Federación De Rusia,2
30/07/2025,Chiapas,Belice,1
30/07/2025,Chiapas,Guatemala,1
30/07/2025,Ciudad de México,Argentina,1
30/07/2025,Ciudad de México,Brasil,1
30/07/2025,Ciudad de México,China,1
30/07/2025,Ciudad de México,Colombia,11
30/07/2025,Ciudad de México,España,1
30/07/2025,Ciudad de México,Paraguay,1
30/07/2025,Estado de México,Colombia,2
30/07/2025,Quintana Roo,Argentina,4
30/07/2025,Quintana Roo,Chile,1
30/07/2025,Quintana Roo,China,1
30/07/2025,Quintana Roo,Colombia,4
30/07/2025,Quintana Roo,Costa Rica,1
30/07/2025,Quintana Roo,Estados Unidos de América,3
30/07/2025,Quintana Roo,Italia,1
30/07/2025,Quintana Roo,Letonia,2
30/07/2025,Quintana Roo,Marruecos,1
30/07/2025,Quintana Roo,México,1
30/07/2025,Quintana Roo,Ucrania,3
31/07/2025,Baja California,China,4
31/07/2025,Baja California,Estados Unidos de América,10
31/07/2025,Ciudad de México,Colombia,9
31/07/2025,Ciudad de México,Cuba,2
31/07/2025,Ciudad de México,Guatemala,1
31/07/2025,Ciudad de México,Honduras,1
31/07/2025,Ciudad de México,Nigeria,1
31/07/2025,Estado de México,Colombia,2
31/07/2025,Nuevo Leon,Argentina,1
31/07/2025,Quintana Roo,Argentina,1
31/07/2025,Quintana Roo,Brasil,1
31/07/2025,Quintana Roo,Colombia,10
31/07/2025,Quintana Roo,Costa Rica,2
31/07/2025,Quintana Roo,Estados Unidos de América,1
31/07/2025,Quintana Roo,Federación De Rusia,2
31/07/2025,Quintana Roo,Jamaica,1
31/07/2025,Quintana Roo,Liberia,1
31/07/2025,Quintana Roo,Turquía,4
31/07/2025,Quintana Roo,Ucrania,1
31/07/2025,Yucatán,Estados Unidos de América,1
01/08/2025,Baja California,China,4
01/08/2025,Baja California,Estados Unidos de América,25
01/08/2025,Chiapas,Guatemala,1
01/08/2025,Ciudad de México,Chile,2
01/08/2025,Ciudad de México,China,2
01/08/2025,Ciudad de México,Colombia,4
01/08/2025,Ciudad de México,Estados Unidos de América,1
01/08/2025,Estado de México,Colombia,3
01/08/2025,Nuevo Leon,Colombia,2
01/08/2025,Nuevo Leon,Estado Plurinacional de Bolivia,1
01/08/2025,Quintana Roo,Argentina,2
01/08/2025,Quintana Roo,Brasil,2
01/08/2025,Quintana Roo,Colombia,9
01/08/2025,Quintana Roo,Estados Unidos de América,2
01/08/2025,Quintana Roo,República Dominicana,1
01/08/2025,Quintana Roo,Trinidad y Tobago,3
01/08/2025,Quintana Roo,Turquía,1
02/08/2025,Baja California,China,1
02/08/2025,Baja California,Estados Unidos de América,15
02/08/2025,Chiapas,Guatemala,1
02/08/2025,Ciudad de México,Argentina,2
02/08/2025,Ciudad de México,Colombia,5
02/08/2025,Ciudad de México,El Salvador,2
02/08/2025,Ciudad de México,Estados Unidos de América,1
02/08/2025,Ciudad de México,Perú,5
02/08/2025,Estado de México,Colombia,1
02/08/2025,Nuevo Leon,China,1
02/08/2025,Quintana Roo,Argentina,1
02/08/2025,Quintana Roo,Chile,1
02/08/2025,Quintana Roo,Colombia,12
02/08/2025,Quintana Roo,Costa Rica,1
02/08/2025,Quintana Roo,Estados Unidos de América,2
02/08/2025,Quintana Roo,Filipinas,1
02/08/2025,Quintana Roo,Georgia,1
02/08/2025,Quintana Roo,República Bolivariana de Venezuela,1
03/08/2025,Baja California Sur,Estados Unidos de América,1
03/08/2025,Baja California,China,2
03/08/2025,Baja California,Estados Unidos de América,1
03/08/2025,Ciudad de México,Argentina,2
03/08/2025,Ciudad de México,Estados Unidos de América,1
03/08/2025,Ciudad de México,Iraq,2
03/08/2025,Jalisco,China,7
03/08/2025,Jalisco,Colombia,2
03/08/2025,Nuevo Leon,Panamá,2
03/08/2025,Nuevo Leon,Perú,1
03/08/2025,Quintana Roo,Argentina,1
03/08/2025,Quintana Roo,Brasil,1
03/08/2025,Quintana Roo,China,4
03/08/2025,Quintana Roo,Colombia,6
03/08/2025,Quintana Roo,España,1
03/08/2025,Quintana Roo,Estados Unidos de América,2
03/08/2025,Quintana Roo,Panamá,1
03/08/2025,Quintana Roo,Rumania,2
04/08/2025,Baja California,China,2
04/08/2025,Baja California,Estados Unidos de América,4
04/08/2025,Baja California,República Islámica del Irán,1
04/08/2025,Ciudad de México,Argentina,1
04/08/2025,Ciudad de México,China,1
04/08/2025,Ciudad de México,Colombia,7
04/08/2025,Ciudad de México,Estados Unidos de América,1
04/08/2025,Ciudad de México,Guatemala,1
04/08/2025,Ciudad de México,Pakistán,1
04/08/2025,Ciudad de México,Panamá,2
04/08/2025,Ciudad de México,Paraguay,1
04/08/2025,Ciudad de México,República Bolivariana de Venezuela,1
04/08/2025,Nuevo Leon,Colombia,3
04/08/2025,Quintana Roo,Argentina,3
04/08/2025,Quintana Roo,Brasil,1
04/08/2025,Quintana Roo,Colombia,12
04/08/2025,Quintana Roo,Estados Unidos de América,1
04/08/2025,Quintana Roo,Guatemala,1
04/08/2025,Quintana Roo,Haití,3
04/08/2025,Quintana Roo,Ucrania,2
04/08/2025,San Luis Potosí,Estados Unidos de América,1
04/08/2025,Tabasco,Guatemala,1
05/08/2025,Baja California,Estados Unidos de América,8
05/08/2025,Ciudad de México,Brasil,1
05/08/2025,Ciudad de México,China,1
05/08/2025,Ciudad de México,Colombia,11
05/08/2025,Ciudad de México,Costa Rica,1
05/08/2025,Ciudad de México,Francia,1
05/08/2025,Estado de México,Colombia,3
05/08/2025,Nuevo Leon,Argentina,1
05/08/2025,Quintana Roo,Argentina,2
05/08/2025,Quintana Roo,Colombia,7
05/08/2025,Quintana Roo,Costa Rica,1
05/08/2025,Quintana Roo,Cuba,1
05/08/2025,Quintana Roo,Ecuador,1
05/08/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
05/08/2025,Quintana Roo,Italia,1
05/08/2025,Quintana Roo,Panamá,1
05/08/2025,Quintana Roo,República Dominicana,1
05/08/2025,Quintana Roo,Uruguay,1
06/08/2025,Baja California,Estados Unidos de América,9
06/08/2025,Chiapas,Guatemala,2
06/08/2025,Ciudad de México,Belarús,1
06/08/2025,Ciudad de México,Chile,1
06/08/2025,Ciudad de México,Colombia,7
06/08/2025,Ciudad de México,Guatemala,2
06/08/2025,Ciudad de México,Honduras,3
06/08/2025,Ciudad de México,Nicaragua,1
06/08/2025,Ciudad de México,República Bolivariana de Venezuela,1
06/08/2025,Estado de México,Colombia,4
06/08/2025,Jalisco,Colombia,2
06/08/2025,Nuevo Leon,China,2
06/08/2025,Quintana Roo,China,4
06/08/2025,Quintana Roo,Colombia,20
06/08/2025,Quintana Roo,Costa Rica,2
06/08/2025,Quintana Roo,Cuba,1
06/08/2025,Quintana Roo,Haití,1
06/08/2025,Quintana Roo,Jamaica,1
06/08/2025,Quintana Roo,Nigeria,3
06/08/2025,Quintana Roo,Panamá,2
06/08/2025,Quintana Roo,República Dominicana,1
06/08/2025,Quintana Roo,Trinidad y Tobago,1
07/08/2025,Baja California,China,5
07/08/2025,Baja California,Estados Unidos de América,20
07/08/2025,Baja California,Somalia,1
07/08/2025,Ciudad de México,China,3
07/08/2025,Ciudad de México,Colombia,4
07/08/2025,Ciudad de México,India,1
07/08/2025,Ciudad de México,Nicaragua,1
07/08/2025,Ciudad de México,Pakistán,1
07/08/2025,Ciudad de México,República de Corea,1
07/08/2025,Estado de México,Colombia,1
07/08/2025,Jalisco,China,1
07/08/2025,Jalisco,Colombia,5
07/08/2025,Jalisco,Jordania,1
07/08/2025,Nuevo Leon,China,4
07/08/2025,Quintana Roo,Chile,2
07/08/2025,Quintana Roo,China,5
07/08/2025,Quintana Roo,Colombia,2
07/08/2025,Quintana Roo,Costa Rica,4
07/08/2025,Quintana Roo,Estados Unidos de América,1
07/08/2025,Quintana Roo,Francia,2
07/08/2025,Sinaloa,Estados Unidos de América,1
07/08/2025,Sonora,Estados Unidos de América,1
08/08/2025,Baja California,Estados Unidos de América,20
08/08/2025,Ciudad de México,Colombia,6
08/08/2025,Ciudad de México,Cuba,3
08/08/2025,Ciudad de México,Perú,1
08/08/2025,Ciudad de México,República de Corea,2
08/08/2025,Ciudad de México,República Dominicana,1
08/08/2025,Estado de México,Colombia,4
08/08/2025,Jalisco,Colombia,3
08/08/2025,Nuevo Leon,Colombia,6
08/08/2025,Quintana Roo,Chile,1
08/08/2025,Quintana Roo,China,1
08/08/2025,Quintana Roo,Colombia,14
08/08/2025,Quintana Roo,Costa Rica,4
08/08/2025,Quintana Roo,España,2
08/08/2025,Quintana Roo,Estados Unidos de América,1
08/08/2025,Quintana Roo,Federación De Rusia,2
08/08/2025,Quintana Roo,Qatar,3
08/08/2025,Quintana Roo,Trinidad y Tobago,1
08/08/2025,San Luis Potosí,Estados Unidos de América,1
09/08/2025,Chiapas,Belice,1
09/08/2025,Ciudad de México,Argentina,1
09/08/2025,Ciudad de México,Bosnia y Herzegovina,1
09/08/2025,Ciudad de México,Colombia,5
09/08/2025,Ciudad de México,Paraguay,2
09/08/2025,Jalisco,China,2
09/08/2025,Jalisco,Colombia,1
09/08/2025,Quintana Roo,Chile,1
09/08/2025,Quintana Roo,Colombia,18
09/08/2025,Quintana Roo,Costa Rica,2
09/08/2025,Quintana Roo,Cuba,1
09/08/2025,Quintana Roo,Estados Unidos de América,1
09/08/2025,Quintana Roo,Federación De Rusia,1
09/08/2025,Quintana Roo,Honduras,1
09/08/2025,Quintana Roo,India,1
09/08/2025,Quintana Roo,República Bolivariana de Venezuela,2
09/08/2025,Quintana Roo,Taiwan (Provincia de China),1
10/08/2025,Baja California,Estados Unidos de América,3
10/08/2025,Baja California,Federación De Rusia,7
10/08/2025,Chiapas,Guatemala,1
10/08/2025,Ciudad de México,China,1
10/08/2025,Ciudad de México,Colombia,1
10/08/2025,Ciudad de México,Cuba,1
10/08/2025,Ciudad de México,Guatemala,1
10/08/2025,Ciudad de México,Rumania,1
10/08/2025,Estado de México,Colombia,1
10/08/2025,Jalisco,Colombia,5
10/08/2025,Nuevo Leon,Argentina,1
10/08/2025,Nuevo Leon,China,1
10/08/2025,Nuevo Leon,India,1
10/08/2025,Nuevo Leon,Paraguay,1
10/08/2025,Quintana Roo,China,3
10/08/2025,Quintana Roo,Colombia,17
10/08/2025,Quintana Roo,Estados Unidos de América,1
10/08/2025,Quintana Roo,Guatemala,1
10/08/2025,Quintana Roo,Perú,1
11/08/2025,Baja California Sur,Estados Unidos de América,1
11/08/2025,Baja California,China,1
11/08/2025,Baja California,Estados Unidos de América,8
11/08/2025,Baja California,Federación De Rusia,2
11/08/2025,Ciudad de México,Chile,1
11/08/2025,Ciudad de México,Colombia,3
11/08/2025,Ciudad de México,Eslovenia,1
11/08/2025,Ciudad de México,Estados Unidos de América,1
11/08/2025,Ciudad de México,República Bolivariana de Venezuela,1
11/08/2025,Jalisco,China,1
11/08/2025,Jalisco,Estados Unidos de América,1
11/08/2025,Nuevo Leon,China,1
11/08/2025,Nuevo Leon,Colombia,3
11/08/2025,Quintana Roo,Colombia,9
11/08/2025,Quintana Roo,Cuba,1
11/08/2025,Quintana Roo,España,1
11/08/2025,Quintana Roo,Estado Plurinacional de Bolivia,2
11/08/2025,Quintana Roo,Estados Unidos de América,3
11/08/2025,Quintana Roo,Panamá,1
11/08/2025,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,2
11/08/2025,Quintana Roo,República Dominicana,1
12/08/2025,Baja California,China,3
12/08/2025,Baja California,Estados Unidos de América,6
12/08/2025,Baja California,Perú,1
12/08/2025,Chiapas,Belice,1
12/08/2025,Ciudad de México,Brasil,1
12/08/2025,Ciudad de México,Chile,2
12/08/2025,Ciudad de México,China,1
12/08/2025,Ciudad de México,Colombia,5
12/08/2025,Ciudad de México,Honduras,1
12/08/2025,Ciudad de México,Pakistán,4
12/08/2025,Ciudad de México,República Bolivariana de Venezuela,1
12/08/2025,Estado de México,Argentina,1
12/08/2025,Jalisco,Panamá,1
12/08/2025,Quintana Roo,Canadá,2
12/08/2025,Quintana Roo,Colombia,19
12/08/2025,Quintana Roo,Costa Rica,1
12/08/2025,Quintana Roo,Estados Unidos de América,1
12/08/2025,Quintana Roo,Guatemala,1
12/08/2025,Quintana Roo,Perú,1
13/08/2025,Baja California Sur,Estados Unidos de América,1
13/08/2025,Baja California,Estados Unidos de América,4
13/08/2025,Ciudad de México,Chile,1
13/08/2025,Ciudad de México,Colombia,13
13/08/2025,Ciudad de México,Cuba,1
13/08/2025,Jalisco,Costa Rica,5
13/08/2025,Nuevo Leon,Cuba,2
13/08/2025,Quintana Roo,Argentina,1
13/08/2025,Quintana Roo,China,1
13/08/2025,Quintana Roo,Colombia,21
13/08/2025,Quintana Roo,Costa Rica,2
13/08/2025,Quintana Roo,Ecuador,1
13/08/2025,Quintana Roo,España,1
13/08/2025,Quintana Roo,Estados Unidos de América,1
13/08/2025,Quintana Roo,Francia,2
13/08/2025,Quintana Roo,Guatemala,1
13/08/2025,Quintana Roo,Jamaica,1
13/08/2025,Quintana Roo,Perú,1
13/08/2025,Quintana Roo,Ucrania,1
14/08/2025,Baja California,China,2
14/08/2025,Baja California,Cuba,1
14/08/2025,Baja California,Estados Unidos de América,2
14/08/2025,Ciudad de México,Argentina,1
14/08/2025,Ciudad de México,Colombia,13
14/08/2025,Ciudad de México,Costa Rica,3
14/08/2025,Ciudad de México,Cuba,1
14/08/2025,Ciudad de México,Perú,1
14/08/2025,Ciudad de México,República Bolivariana de Venezuela,1
14/08/2025,Estado de México,Colombia,3
14/08/2025,Estado de México,Cuba,1
14/08/2025,Estado de México,República Dominicana,3
14/08/2025,Jalisco,Colombia,5
14/08/2025,Nuevo Leon,China,1
14/08/2025,Nuevo Leon,Colombia,1
14/08/2025,Nuevo Leon,Estado Plurinacional de Bolivia,1
14/08/2025,Quintana Roo,Argentina,1
14/08/2025,Quintana Roo,Bangladesh,1
14/08/2025,Quintana Roo,Chile,1
14/08/2025,Quintana Roo,China,2
14/08/2025,Quintana Roo,Colombia,14
14/08/2025,Quintana Roo,Cuba,1
14/08/2025,Quintana Roo,España,2
14/08/2025,Quintana Roo,Federación De Rusia,4
14/08/2025,Quintana Roo,Italia,1
14/08/2025,Quintana Roo,Tailandia,3
14/08/2025,Quintana Roo,Uruguay,3
15/08/2025,Baja California,Afganistán,1
15/08/2025,Baja California,China,2
15/08/2025,Baja California,Estados Unidos de América,5
15/08/2025,Chiapas,Guatemala,1
15/08/2025,Ciudad de México,China,2
15/08/2025,Ciudad de México,Colombia,8
15/08/2025,Ciudad de México,Cuba,2
15/08/2025,Ciudad de México,España,1
15/08/2025,Ciudad de México,Guatemala,1
15/08/2025,Ciudad de México,Panamá,1
15/08/2025,Ciudad de México,Perú,4
15/08/2025,Ciudad de México,Taiwan (Provincia de China),2
15/08/2025,Estado de México,Colombia,1
15/08/2025,Jalisco,China,4
15/08/2025,Jalisco,Colombia,2
15/08/2025,Jalisco,Perú,1
15/08/2025,Nuevo Leon,Colombia,4
15/08/2025,Quintana Roo,Colombia,12
15/08/2025,Quintana Roo,Costa Rica,1
15/08/2025,Quintana Roo,Estados Unidos de América,3
15/08/2025,Quintana Roo,Federación De Rusia,3
15/08/2025,Quintana Roo,Ghana,1
15/08/2025,Quintana Roo,República Dominicana,1
16/08/2025,Baja California,China,1
16/08/2025,Baja California,Estados Unidos de América,10
16/08/2025,Baja California,Nicaragua,1
16/08/2025,Chiapas,Guatemala,2
16/08/2025,Ciudad de México,Belice,1
16/08/2025,Ciudad de México,China,1
16/08/2025,Ciudad de México,Colombia,9
16/08/2025,Ciudad de México,Costa Rica,4
16/08/2025,Ciudad de México,Cuba,1
16/08/2025,Estado de México,Colombia,1
16/08/2025,Jalisco,China,3
16/08/2025,Jalisco,Colombia,3
16/08/2025,Jalisco,Sudáfrica,1
16/08/2025,Nuevo Leon,China,4
16/08/2025,Nuevo Leon,Colombia,1
16/08/2025,Nuevo Leon,Cuba,1
16/08/2025,Quintana Roo,Argentina,1
16/08/2025,Quintana Roo,Colombia,14
16/08/2025,Quintana Roo,Estados Unidos de América,1
16/08/2025,Quintana Roo,Nigeria,1
16/08/2025,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,1
16/08/2025,Quintana Roo,República Bolivariana de Venezuela,1
17/08/2025,Baja California,China,4
17/08/2025,Chiapas,Marruecos,1
17/08/2025,Ciudad de México,Brasil,1
17/08/2025,Ciudad de México,China,1
17/08/2025,Ciudad de México,Colombia,4
17/08/2025,Ciudad de México,Costa Rica,1
17/08/2025,Ciudad de México,Cuba,2
17/08/2025,Ciudad de México,Ecuador,1
17/08/2025,Ciudad de México,República de Corea,2
17/08/2025,Jalisco,Colombia,1
17/08/2025,Nuevo Leon,Estados Unidos de América,1
17/08/2025,Oaxaca,Estados Unidos de América,1
17/08/2025,Quintana Roo,Argentina,1
17/08/2025,Quintana Roo,Chile,1
17/08/2025,Quintana Roo,Colombia,6
17/08/2025,Quintana Roo,Costa Rica,1
17/08/2025,Quintana Roo,Federación De Rusia,3
17/08/2025,Quintana Roo,Haití,3
17/08/2025,Quintana Roo,Perú,1
17/08/2025,Quintana Roo,Ucrania,2
18/08/2025,Baja California,China,1
18/08/2025,Baja California,Estados Unidos de América,1
18/08/2025,Chiapas,Colombia,1
18/08/2025,Ciudad de México,Colombia,4
18/08/2025,Ciudad de México,Cuba,3
18/08/2025,Ciudad de México,El Salvador,1
18/08/2025,Ciudad de México,España,1
18/08/2025,Jalisco,Colombia,2
18/08/2025,Jalisco,Estados Unidos de América,1
18/08/2025,Nuevo Leon,Estados Unidos de América,1
18/08/2025,Nuevo Leon,Libia,1
18/08/2025,Nuevo Leon,Uzbekistán,3
18/08/2025,Quintana Roo,Colombia,11
18/08/2025,Quintana Roo,Costa Rica,2
18/08/2025,Quintana Roo,Estados Unidos de América,2
18/08/2025,Quintana Roo,Federación De Rusia,2
18/08/2025,Quintana Roo,Guatemala,1
18/08/2025,Quintana Roo,México,1
18/08/2025,Quintana Roo,República Bolivariana de Venezuela,1
19/08/2025,Baja California,China,3
19/08/2025,Baja California,Estados Unidos de América,15
19/08/2025,Baja California,Federación De Rusia,1
19/08/2025,Chiapas,Guatemala,2
19/08/2025,Ciudad de México,Bangladesh,1
19/08/2025,Ciudad de México,Colombia,9
19/08/2025,Ciudad de México,Cuba,2
19/08/2025,Ciudad de México,El Salvador,1
19/08/2025,Ciudad de México,Estados Unidos de América,1
19/08/2025,Ciudad de México,Etiopia,2
19/08/2025,Ciudad de México,Federación De Rusia,4
19/08/2025,Ciudad de México,Guatemala,1
19/08/2025,Ciudad de México,India,1
19/08/2025,Ciudad de México,Países Bajos,1
19/08/2025,Ciudad de México,Pakistán,1
19/08/2025,Guanajuato,Estados Unidos de América,1
19/08/2025,Jalisco,Colombia,2
19/08/2025,Jalisco,Jamaica,1
19/08/2025,Quintana Roo,Brasil,1
19/08/2025,Quintana Roo,Canadá,1
19/08/2025,Quintana Roo,Colombia,13
19/08/2025,Quintana Roo,Costa Rica,2
19/08/2025,Quintana Roo,Cuba,2
19/08/2025,Quintana Roo,Ecuador,1
19/08/2025,Quintana Roo,España,1
19/08/2025,Quintana Roo,Líbano,1
19/08/2025,Quintana Roo,Paraguay,1
19/08/2025,Quintana Roo,Rumania,1
19/08/2025,Quintana Roo,Turquía,1
20/08/2025,Baja California,China,5
20/08/2025,Baja California,Estados Unidos de América,11
20/08/2025,Baja California,República Bolivariana de Venezuela,1
20/08/2025,Chiapas,Guatemala,1
20/08/2025,Ciudad de México,Afganistán,1
20/08/2025,Ciudad de México,China,1
20/08/2025,Ciudad de México,Colombia,17
20/08/2025,Ciudad de México,Costa Rica,1
20/08/2025,Ciudad de México,República Bolivariana de Venezuela,1
20/08/2025,Jalisco,Colombia,2
20/08/2025,Jalisco,Jamaica,4
20/08/2025,Quintana Roo,Argentina,2
20/08/2025,Quintana Roo,Colombia,22
20/08/2025,Quintana Roo,Estados Unidos de América,2
20/08/2025,Quintana Roo,Federación De Rusia,2
20/08/2025,Quintana Roo,Guyana,1
20/08/2025,Quintana Roo,Letonia,1
20/08/2025,Quintana Roo,Nigeria,2
20/08/2025,Quintana Roo,Panamá,1
20/08/2025,Quintana Roo,Turquía,2
21/08/2025,Baja California,China,4
21/08/2025,Baja California,Estados Unidos de América,14
21/08/2025,Baja California,Federación De Rusia,1
21/08/2025,Ciudad de México,Arabia Saudita,1
21/08/2025,Ciudad de México,Argentina,1
21/08/2025,Ciudad de México,China,1
21/08/2025,Ciudad de México,Colombia,15
21/08/2025,Ciudad de México,Cuba,2
21/08/2025,Ciudad de México,Guatemala,1
21/08/2025,Ciudad de México,Jordania,1
21/08/2025,Ciudad de México,Pakistán,2
21/08/2025,Estado de México,España,1
21/08/2025,Jalisco,Colombia,5
21/08/2025,Quintana Roo,Argentina,1
21/08/2025,Quintana Roo,Colombia,16
21/08/2025,Quintana Roo,Costa Rica,1
21/08/2025,Quintana Roo,Estados Unidos de América,1
21/08/2025,Quintana Roo,Haití,2
21/08/2025,Quintana Roo,Italia,1
21/08/2025,Quintana Roo,Nicaragua,1
21/08/2025,Quintana Roo,Nigeria,2
21/08/2025,Quintana Roo,República Bolivariana de Venezuela,1
21/08/2025,Quintana Roo,Rumania,2
21/08/2025,Quintana Roo,Ucrania,1
22/08/2025,Baja California,China,2
22/08/2025,Baja California,Estados Unidos de América,5
22/08/2025,Chiapas,Colombia,3
22/08/2025,Chiapas,Guatemala,1
22/08/2025,Ciudad de México,Argentina,1
22/08/2025,Ciudad de México,Brasil,1
22/08/2025,Ciudad de México,Canadá,1
22/08/2025,Ciudad de México,China,1
22/08/2025,Ciudad de México,Colombia,14
22/08/2025,Ciudad de México,Cuba,1
22/08/2025,Ciudad de México,Estados Unidos de América,1
22/08/2025,Ciudad de México,Federación De Rusia,1
22/08/2025,Ciudad de México,Panamá,1
22/08/2025,Ciudad de México,Taiwan (Provincia de China),1
22/08/2025,Nuevo Leon,Argentina,1
22/08/2025,Nuevo Leon,Colombia,9
22/08/2025,Quintana Roo,Argentina,1
22/08/2025,Quintana Roo,Colombia,16
22/08/2025,Quintana Roo,Costa Rica,1
22/08/2025,Quintana Roo,Cuba,1
22/08/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
22/08/2025,Quintana Roo,Federación De Rusia,2
22/08/2025,Yucatán,Cuba,1
23/08/2025,Baja California,China,11
23/08/2025,Baja California,Estados Unidos de América,4
23/08/2025,Ciudad de México,Argentina,2
23/08/2025,Ciudad de México,Brasil,1
23/08/2025,Ciudad de México,Colombia,9
23/08/2025,Ciudad de México,El Salvador,1
23/08/2025,Ciudad de México,India,1
23/08/2025,Estado de México,Colombia,2
23/08/2025,Estado de México,Ecuador,2
23/08/2025,Jalisco,Colombia,2
23/08/2025,Nuevo Leon,China,1
23/08/2025,Nuevo Leon,Cuba,1
23/08/2025,Quintana Roo,Colombia,14
23/08/2025,Quintana Roo,Estados Unidos de América,1
24/08/2025,Chiapas,Guatemala,2
24/08/2025,Ciudad de México,Argentina,1
24/08/2025,Ciudad de México,China,3
24/08/2025,Ciudad de México,Colombia,2
24/08/2025,Ciudad de México,Cuba,1
24/08/2025,Ciudad de México,Perú,1
24/08/2025,Ciudad de México,Turquía,2
24/08/2025,Ciudad de México,Ucrania,1
24/08/2025,Jalisco,Colombia,2
24/08/2025,Jalisco,Estados Unidos de América,1
24/08/2025,Nuevo Leon,China,1
24/08/2025,Quintana Roo,Canadá,1
24/08/2025,Quintana Roo,Colombia,3
24/08/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
24/08/2025,Quintana Roo,Turquía,2
24/08/2025,Tamaulipas,Estados Unidos de América,1
25/08/2025,Baja California,Estados Unidos de América,11
25/08/2025,Ciudad de México,Colombia,3
25/08/2025,Ciudad de México,Estados Unidos de América,2
25/08/2025,Ciudad de México,Pakistán,1
25/08/2025,Ciudad de México,República Checa,1
25/08/2025,Ciudad de México,Sudáfrica,1
25/08/2025,Estado de México,Colombia,1
25/08/2025,Jalisco,China,1
25/08/2025,Jalisco,Estados Unidos de América,1
25/08/2025,Nuevo Leon,Colombia,1
25/08/2025,Quintana Roo,Brasil,1
25/08/2025,Quintana Roo,Colombia,2
25/08/2025,Quintana Roo,Estados Unidos de América,2
26/08/2025,Baja California,Estados Unidos de América,9
26/08/2025,Baja California,Reino Unido de Gran Bretaña e Irlanda del Norte,1
26/08/2025,Chiapas,Guatemala,1
26/08/2025,Ciudad de México,Argentina,3
26/08/2025,Ciudad de México,Colombia,8
26/08/2025,Ciudad de México,Costa Rica,2
26/08/2025,Ciudad de México,Cuba,3
