DIA,ESTADO / O.R.,NACIONALIDAD,RETORNADOS A SU PAÍS,DEPORTADOS,RETORNOS ASISTIDOS
17/03/2026,Tamaulipas,Colombia,1,0,1
18/03/2026,Chiapas,Colombia,1,1,0
18/03/2026,Chiapas,Guatemala,21,2,19
18/03/2026,Chiapas,Honduras,42,15,27
18/03/2026,Chihuahua,Guatemala,9,0,9
18/03/2026,Chihuahua,Honduras,3,0,3
18/03/2026,Ciudad de México,Argentina,1,0,1
18/03/2026,Ciudad de México,Colombia,1,1,0
18/03/2026,Ciudad de México,España,1,0,1
18/03/2026,Ciudad de México,Guatemala,2,2,0
18/03/2026,Quintana Roo,Estados Unidos de América,2,2,0
18/03/2026,Tamaulipas,Honduras,1,1,0
18/03/2026,Veracruz,Guatemala,1,0,1
19/03/2026,Baja California,Guatemala,1,0,1
19/03/2026,Chiapas,Colombia,1,0,1
19/03/2026,Chiapas,El Salvador,1,1,0
19/03/2026,Chiapas,Guatemala,4,0,4
19/03/2026,Ciudad de México,Brasil,2,0,2
19/03/2026,Ciudad de México,Francia,1,0,1
19/03/2026,Ciudad de México,Guatemala,1,0,1
19/03/2026,Ciudad de México,Uruguay,1,0,1
19/03/2026,Querétaro,Honduras,1,1,0
19/03/2026,San Luis Potosí,Guatemala,1,0,1
19/03/2026,Tamaulipas,Estados Unidos de América,1,0,1
20/03/2026,Baja California,Estados Unidos de América,1,0,1
20/03/2026,Baja California,Guatemala,1,0,1
20/03/2026,Chiapas,Costa Rica,1,0,1
20/03/2026,Chiapas,El Salvador,3,1,2
20/03/2026,Chiapas,Guatemala,8,0,8
20/03/2026,Chiapas,Nicaragua,1,0,1
20/03/2026,Ciudad de México,Colombia,2,2,0
20/03/2026,Querétaro,Colombia,1,1,0
20/03/2026,Querétaro,Honduras,1,1,0
21/03/2026,Chiapas,El Salvador,6,3,3
21/03/2026,Chiapas,Guatemala,13,0,13
21/03/2026,Ciudad de México,Costa Rica,1,1,0
21/03/2026,Ciudad de México,Cuba,1,1,0
21/03/2026,Ciudad de México,Honduras,1,1,0
21/03/2026,Oaxaca,Honduras,1,0,1
21/03/2026,Oaxaca,Panamá,1,0,1
21/03/2026,Tabasco,China,1,0,1
21/03/2026,Yucatán,Panamá,1,0,1
22/03/2026,Chiapas,Honduras,29,8,21
22/03/2026,Ciudad de México,Colombia,2,2,0
22/03/2026,Puebla,Guatemala,1,0,1
22/03/2026,Tabasco,El Salvador,1,1,0
22/03/2026,Veracruz,Honduras,5,0,5
23/03/2026,Baja California,Ecuador,1,0,1
23/03/2026,Chiapas,Guatemala,44,5,39
23/03/2026,Chiapas,Nicaragua,1,1,0
23/03/2026,Ciudad de México,Ecuador,2,0,2
23/03/2026,Tabasco,Honduras,1,0,1
23/03/2026,Zacatecas,Colombia,3,3,0
24/03/2026,Baja California,Colombia,1,0,1
24/03/2026,Baja California,Honduras,1,0,1
24/03/2026,Baja California,India,2,0,2
24/03/2026,Chiapas,China,2,0,2
24/03/2026,Chiapas,El Salvador,3,1,2
24/03/2026,Chiapas,Guatemala,6,0,6
24/03/2026,Chiapas,Honduras,3,3,0
24/03/2026,Ciudad de México,Vietnam,1,0,1
24/03/2026,Tabasco,Colombia,1,1,0
24/03/2026,Tabasco,Guatemala,11,0,11
24/03/2026,Tabasco,Honduras,15,2,13
24/03/2026,Yucatán,Guatemala,1,1,0
25/03/2026,Chiapas,Alemania,1,0,1
25/03/2026,Chiapas,Ecuador,6,1,5
25/03/2026,Chiapas,El Salvador,2,1,1
25/03/2026,Chiapas,Guatemala,12,1,11
25/03/2026,Chiapas,Nicaragua,1,1,0
25/03/2026,Chihuahua,Guatemala,35,2,33
25/03/2026,Chihuahua,Honduras,3,0,3
25/03/2026,Ciudad de México,Colombia,1,1,0
25/03/2026,Ciudad de México,Guatemala,1,0,1
25/03/2026,Oaxaca,Guatemala,2,2,0
25/03/2026,Querétaro,Colombia,2,2,0
25/03/2026,San Luis Potosí,Honduras,1,1,0
25/03/2026,Sonora,Guatemala,2,0,2
25/03/2026,Sonora,Honduras,2,2,0
25/03/2026,Sonora,Rumania,3,0,3
25/03/2026,Veracruz,Guatemala,3,0,3
26/03/2026,Chiapas,China,1,0,1
26/03/2026,Chiapas,El Salvador,5,0,5
26/03/2026,Chiapas,Estados Unidos de América,1,1,0
26/03/2026,Chiapas,Guatemala,15,1,14
26/03/2026,Chiapas,Honduras,20,14,6
26/03/2026,Chihuahua,Guatemala,2,0,2
26/03/2026,Ciudad de México,Colombia,3,3,0
26/03/2026,Ciudad de México,Honduras,3,2,1
26/03/2026,Puebla,Colombia,1,1,0
26/03/2026,Puebla,Honduras,4,1,3
26/03/2026,San Luis Potosí,Guatemala,1,0,1
26/03/2026,Tabasco,El Salvador,4,3,1
26/03/2026,Tabasco,Honduras,1,0,1
27/03/2026,Baja California,China,1,0,1
27/03/2026,Baja California,El Salvador,1,0,1
27/03/2026,Baja California,Honduras,1,0,1
27/03/2026,Chiapas,El Salvador,3,0,3
27/03/2026,Chiapas,Guatemala,10,0,10
27/03/2026,Chiapas,Honduras,1,0,1
27/03/2026,Chiapas,Nicaragua,1,0,1
27/03/2026,Ciudad de México,Colombia,2,2,0
27/03/2026,Ciudad de México,Cuba,1,0,1
27/03/2026,Ciudad de México,Nicaragua,1,1,0
27/03/2026,Oaxaca,Honduras,1,0,1
27/03/2026,Querétaro,Estados Unidos de América,1,1,0
27/03/2026,Yucatán,Honduras,1,1,0
28/03/2026,Chiapas,Colombia,6,3,3
28/03/2026,Chiapas,Cuba,1,1,0
28/03/2026,Chiapas,Estados Unidos de América,1,0,1
28/03/2026,Chiapas,Guatemala,1,0,1
28/03/2026,Ciudad de México,Colombia,3,3,0
28/03/2026,Veracruz,Guatemala,179,0,179
28/03/2026,Veracruz,Honduras,3,0,3
29/03/2026,Baja California,Colombia,1,0,1
29/03/2026,Baja California,El Salvador,1,1,0
29/03/2026,Chiapas,Honduras,16,9,7
29/03/2026,Ciudad de México,Colombia,1,1,0
29/03/2026,Ciudad de México,El Salvador,2,2,0
29/03/2026,Ciudad de México,Perú,1,1,0
29/03/2026,Tabasco,Honduras,8,3,5
30/03/2026,Baja California,Guatemala,2,0,2
30/03/2026,Chiapas,Ecuador,2,0,2
30/03/2026,Chiapas,Guatemala,15,5,10
30/03/2026,Chiapas,Perú,1,0,1
30/03/2026,Ciudad de México,Cuba,1,0,1
30/03/2026,Oaxaca,Ecuador,1,1,0
30/03/2026,Oaxaca,Guatemala,1,0,1
30/03/2026,Oaxaca,Nicaragua,1,1,0
30/03/2026,Zacatecas,Honduras,1,1,0
31/03/2026,Baja California,Federación De Rusia,1,0,1
31/03/2026,Baja California,Guatemala,1,0,1
31/03/2026,Chiapas,Colombia,1,0,1
31/03/2026,Chiapas,Costa Rica,1,0,1
31/03/2026,Chiapas,Cuba,1,1,0
31/03/2026,Chiapas,El Salvador,2,1,1
31/03/2026,Chiapas,Estados Unidos de América,1,0,1
31/03/2026,Chiapas,Guatemala,22,2,20
31/03/2026,Chiapas,Honduras,32,10,22
31/03/2026,Ciudad de México,Colombia,2,2,0
31/03/2026,Querétaro,Colombia,1,1,0
31/03/2026,San Luis Potosí,Estado Plurinacional de Bolivia,2,0,2
31/03/2026,Tabasco,Guatemala,9,1,8
31/03/2026,Tabasco,Honduras,14,4,10
31/03/2026,Tamaulipas,Estados Unidos de América,1,1,0
01/04/2026,Chiapas,El Salvador,3,0,3
01/04/2026,Chiapas,Estados Unidos de América,2,0,2
01/04/2026,Chihuahua,Guatemala,14,0,14
01/04/2026,Ciudad de México,Colombia,1,1,0
01/04/2026,Ciudad de México,El Salvador,2,2,0
01/04/2026,Ciudad de México,Honduras,1,1,0
01/04/2026,Sinaloa,Colombia,1,1,0
01/04/2026,Veracruz,Ecuador,3,0,3
01/04/2026,Veracruz,El Salvador,5,0,5
01/04/2026,Veracruz,Nicaragua,2,0,2
01/04/2026,Veracruz,Perú,1,0,1
02/04/2026,Chiapas,El Salvador,1,0,1
02/04/2026,Chiapas,Guatemala,3,0,3
02/04/2026,Ciudad de México,Colombia,1,0,1
02/04/2026,Oaxaca,Ecuador,2,1,1
02/04/2026,Oaxaca,El Salvador,3,3,0
02/04/2026,Tabasco,El Salvador,2,2,0
03/04/2026,Chiapas,El Salvador,2,0,2
03/04/2026,Chiapas,República Dominicana,1,1,0
03/04/2026,Ciudad de México,Estados Unidos de América,1,0,1
03/04/2026,Oaxaca,Guatemala,2,1,1
03/04/2026,Oaxaca,Honduras,5,1,4
03/04/2026,Tabasco,El Salvador,1,1,0
04/04/2026,Baja California,Estados Unidos de América,1,0,1
04/04/2026,Baja California,Guatemala,3,0,3
04/04/2026,Chiapas,Honduras,1,1,0
04/04/2026,Ciudad de México,Guyana,1,1,0
05/04/2026,Chiapas,Honduras,22,13,9
06/04/2026,Chiapas,Guatemala,30,4,26
06/04/2026,Chihuahua,Guatemala,2,0,2
06/04/2026,Ciudad de México,Guatemala,2,2,0
06/04/2026,Yucatán,Chile,2,2,0
07/04/2026,Baja California,Brasil,1,0,1
07/04/2026,Baja California,Guatemala,1,0,1
07/04/2026,Baja California,Perú,1,0,1
07/04/2026,Baja California,República Bolivariana de Venezuela,1,1,0
07/04/2026,Chiapas,Colombia,1,0,1
07/04/2026,Chiapas,Cuba,1,1,0
07/04/2026,Chiapas,El Salvador,1,0,1
07/04/2026,Chiapas,Honduras,12,5,7
07/04/2026,Chiapas,Panamá,1,0,1
07/04/2026,Oaxaca,Guatemala,2,2,0
07/04/2026,Oaxaca,Honduras,2,0,2
07/04/2026,Tabasco,Guatemala,10,2,8
07/04/2026,Tabasco,Honduras,18,1,17
07/04/2026,Veracruz,Honduras,4,0,4
08/04/2026,Chiapas,Ecuador,1,1,0
08/04/2026,Chiapas,España,1,0,1
08/04/2026,Chiapas,Guatemala,11,3,8
08/04/2026,Ciudad de México,Colombia,2,2,0
08/04/2026,Puebla,Colombia,1,1,0
08/04/2026,Quintana Roo,Cuba,1,1,0
08/04/2026,Yucatán,Cuba,1,1,0
09/04/2026,Chiapas,Colombia,2,2,0
09/04/2026,Chiapas,Cuba,2,1,1
09/04/2026,Chiapas,El Salvador,6,0,6
09/04/2026,Chiapas,Guatemala,21,7,14
09/04/2026,Chiapas,Honduras,10,7,3
09/04/2026,Chihuahua,Guatemala,2,0,2
09/04/2026,Chihuahua,Honduras,1,0,1
09/04/2026,Ciudad de México,Colombia,2,2,0
09/04/2026,Ciudad de México,Honduras,1,1,0
09/04/2026,Querétaro,Honduras,2,2,0
09/04/2026,Sonora,Estados Unidos de América,1,0,1
09/04/2026,Tabasco,China,3,3,0
09/04/2026,Tabasco,El Salvador,6,6,0
09/04/2026,Tamaulipas,Perú,1,1,0
09/04/2026,Veracruz,Turquía,1,0,1
10/04/2026,Chiapas,Colombia,2,0,2
10/04/2026,Chiapas,Cuba,3,3,0
10/04/2026,Chiapas,Guatemala,4,0,4
10/04/2026,Chiapas,Honduras,5,2,3
10/04/2026,Ciudad de México,Colombia,6,2,4
10/04/2026,Puebla,Colombia,1,1,0
10/04/2026,San Luis Potosí,Ecuador,1,0,1
10/04/2026,Tabasco,Cuba,1,1,0
10/04/2026,Tabasco,Guatemala,1,0,1
10/04/2026,Tabasco,India,1,0,1
11/04/2026,Chiapas,Canadá,1,0,1
11/04/2026,Chiapas,Colombia,2,1,1
11/04/2026,Chiapas,Cuba,2,2,0
11/04/2026,Chiapas,Guatemala,6,3,3
11/04/2026,Ciudad de México,Colombia,3,3,0
11/04/2026,Ciudad de México,Estados Unidos de América,1,1,0
11/04/2026,Ciudad de México,Uzbekistán,1,1,0
11/04/2026,Oaxaca,Guatemala,6,1,5
11/04/2026,Veracruz,Honduras,11,1,10
12/04/2026,Baja California,Estados Unidos de América,5,1,4
12/04/2026,Baja California,Honduras,2,2,0
12/04/2026,Baja California,Nicaragua,2,1,1
12/04/2026,Chiapas,Cuba,1,1,0
12/04/2026,Chiapas,Ecuador,6,0,6
12/04/2026,Chiapas,El Salvador,2,1,1
12/04/2026,Chiapas,Guatemala,1,0,1
12/04/2026,Chiapas,Honduras,40,25,15
12/04/2026,Ciudad de México,Colombia,1,1,0
12/04/2026,Nuevo León,China,1,1,0
12/04/2026,Tabasco,Colombia,1,1,0
12/04/2026,Tabasco,El Salvador,1,1,0
12/04/2026,Tabasco,Honduras,2,0,2
13/04/2026,Chiapas,Ecuador,1,1,0
13/04/2026,Chiapas,Guatemala,25,4,21
13/04/2026,Chihuahua,Guatemala,3,0,3
13/04/2026,Quintana Roo,Uzbekistán,1,1,0
13/04/2026,Tabasco,Nicaragua,1,1,0
13/04/2026,Tamaulipas,Honduras,1,1,0
13/04/2026,Veracruz,Estados Unidos de América,1,0,1
13/04/2026,Veracruz,Francia,1,0,1
13/04/2026,Zacatecas,Colombia,3,3,0
14/04/2026,Chiapas,Guatemala,13,2,11
14/04/2026,Chiapas,Honduras,2,1,1
14/04/2026,Ciudad de México,Colombia,1,1,0
14/04/2026,Ciudad de México,Honduras,2,2,0
14/04/2026,Oaxaca,Guatemala,2,0,2
14/04/2026,Oaxaca,Honduras,1,1,0
14/04/2026,Puebla,Colombia,1,1,0
14/04/2026,Tabasco,Guatemala,20,3,17
14/04/2026,Veracruz,Guatemala,3,1,2
14/04/2026,Yucatán,Costa Rica,1,1,0
14/04/2026,Yucatán,Honduras,1,1,0
15/04/2026,Chiapas,Colombia,1,1,0
15/04/2026,Chiapas,Ecuador,5,5,0
15/04/2026,Chiapas,Estados Unidos de América,1,0,1
15/04/2026,Chiapas,Guatemala,7,0,7
15/04/2026,Chiapas,Honduras,28,13,15
15/04/2026,Chiapas,República Federal Democrática de Nepal,1,0,1
15/04/2026,Chiapas,Sierra Leona,1,0,1
15/04/2026,Chihuahua,Guatemala,2,0,2
15/04/2026,Chihuahua,Honduras,2,0,2
15/04/2026,Ciudad de México,Colombia,6,6,0
15/04/2026,Ciudad de México,Ecuador,2,1,1
15/04/2026,Ciudad de México,Perú,1,1,0
15/04/2026,Sonora,Estados Unidos de América,1,1,0
15/04/2026,Sonora,Guatemala,1,1,0
15/04/2026,Tabasco,Colombia,2,2,0
15/04/2026,Tabasco,El Salvador,3,3,0
15/04/2026,Tabasco,Honduras,11,1,10
15/04/2026,Tamaulipas,Estados Unidos de América,1,1,0
16/04/2026,Baja California,Colombia,1,1,0
16/04/2026,Baja California,Federación De Rusia,1,1,0
16/04/2026,Baja California,Honduras,1,1,0
16/04/2026,Chiapas,Brasil,1,0,1
16/04/2026,Chiapas,Colombia,2,2,0
16/04/2026,Chiapas,El Salvador,5,4,1
16/04/2026,Chiapas,Guatemala,13,1,12
16/04/2026,Guanajuato,Estados Unidos de América,1,0,1
16/04/2026,Oaxaca,Nicaragua,1,1,0
16/04/2026,Querétaro,Honduras,2,2,0
16/04/2026,Sonora,Belice,1,0,1
16/04/2026,Veracruz,Honduras,5,0,5
16/04/2026,Yucatán,Perú,1,0,1
17/04/2026,Chiapas,Colombia,2,2,0
17/04/2026,Chiapas,Costa Rica,1,1,0
17/04/2026,Chiapas,Ecuador,2,2,0
17/04/2026,Chiapas,El Salvador,5,4,1
17/04/2026,Chiapas,Guatemala,15,11,4
17/04/2026,Chiapas,Nicaragua,2,0,2
17/04/2026,Ciudad de México,Colombia,1,1,0
17/04/2026,Coahuila,China,9,9,0
17/04/2026,Puebla,Guatemala,3,3,0
17/04/2026,Tamaulipas,Honduras,1,1,0
18/04/2026,Baja California,Estados Unidos de América,1,1,0
18/04/2026,Baja California,Etiopia,1,1,0
18/04/2026,Chiapas,Guatemala,7,1,6
18/04/2026,Ciudad de México,Colombia,1,1,0
18/04/2026,Ciudad de México,Cuba,1,0,1
18/04/2026,Ciudad de México,Estados Unidos de América,1,0,1
18/04/2026,Ciudad de México,Guatemala,4,4,0
18/04/2026,Ciudad de México,Honduras,2,0,2
18/04/2026,Ciudad de México,Perú,1,1,0
18/04/2026,Oaxaca,Honduras,1,1,0
18/04/2026,Puebla,Colombia,1,1,0
18/04/2026,Puebla,El Salvador,2,2,0
18/04/2026,Puebla,Honduras,1,1,0
18/04/2026,Tabasco,El Salvador,1,1,0
19/04/2026,Chiapas,Honduras,29,7,22
19/04/2026,Ciudad de México,Cuba,2,2,0
19/04/2026,Ciudad de México,República Bolivariana de Venezuela,1,0,1
19/04/2026,Tabasco,Cuba,2,2,0
20/04/2026,Baja California,Estados Unidos de América,1,0,1
20/04/2026,Chiapas,Guatemala,21,2,19
20/04/2026,Chiapas,Honduras,3,3,0
20/04/2026,Ciudad de México,Colombia,1,1,0
20/04/2026,Quintana Roo,Hungría,1,1,0
20/04/2026,Tamaulipas,Estados Unidos de América,1,1,0
21/04/2026,Baja California,Estados Unidos de América,1,0,1
21/04/2026,Chiapas,Colombia,1,1,0
21/04/2026,Chiapas,Cuba,1,1,0
21/04/2026,Chiapas,El Salvador,3,3,0
21/04/2026,Chiapas,Guatemala,10,3,7
21/04/2026,Chiapas,Honduras,26,7,19
21/04/2026,Ciudad de México,Argentina,1,1,0
21/04/2026,Ciudad de México,Colombia,1,1,0
21/04/2026,Ciudad de México,Estados Unidos de América,1,1,0
21/04/2026,Ciudad de México,Honduras,1,1,0
21/04/2026,Oaxaca,Honduras,1,1,0
21/04/2026,Oaxaca,República Bolivariana de Venezuela,1,1,0
21/04/2026,Puebla,Honduras,1,1,0
21/04/2026,Tabasco,Guatemala,1,1,0
21/04/2026,Veracruz,Honduras,3,0,3
22/04/2026,Chiapas,Colombia,1,1,0
22/04/2026,Chiapas,Cuba,2,2,0
22/04/2026,Chiapas,El Salvador,4,4,0
22/04/2026,Chiapas,Guatemala,7,4,3
22/04/2026,Oaxaca,Honduras,1,1,0
22/04/2026,Tabasco,Guatemala,2,0,2
22/04/2026,Tabasco,Honduras,11,3,8
23/04/2026,Chiapas,El Salvador,1,1,0
23/04/2026,Chiapas,Estados Unidos de América,2,2,0
23/04/2026,Chiapas,Guatemala,8,0,8
23/04/2026,Chiapas,Honduras,34,6,28
23/04/2026,Ciudad de México,El Salvador,1,1,0
23/04/2026,Ciudad de México,Honduras,2,2,0
23/04/2026,Ciudad de México,República Bolivariana de Venezuela,1,1,0
23/04/2026,Oaxaca,Colombia,1,1,0
23/04/2026,Oaxaca,Guatemala,9,9,0
23/04/2026,Oaxaca,Honduras,3,3,0
23/04/2026,Puebla,Colombia,2,2,0
23/04/2026,Sonora,Guatemala,2,0,2
23/04/2026,Tabasco,El Salvador,6,6,0
23/04/2026,Tabasco,Honduras,3,0,3
23/04/2026,Tamaulipas,Brasil,1,1,0
23/04/2026,Tamaulipas,Guatemala,2,2,0
23/04/2026,Veracruz,Guatemala,1,0,1
23/04/2026,Veracruz,Honduras,4,0,4
23/04/2026,Zacatecas,Guatemala,1,0,1
24/04/2026,Chiapas,Colombia,1,1,0
24/04/2026,Chiapas,Cuba,3,3,0
24/04/2026,Chiapas,El Salvador,6,6,0
24/04/2026,Chiapas,Guatemala,3,0,3
24/04/2026,Chiapas,Honduras,1,0,1
24/04/2026,Chiapas,Perú,1,1,0
24/04/2026,Chihuahua,Guatemala,2,0,2
24/04/2026,Chihuahua,Honduras,1,0,1
24/04/2026,Ciudad de México,Colombia,2,2,0
24/04/2026,Ciudad de México,El Salvador,1,1,0
24/04/2026,Querétaro,Honduras,1,0,1
24/04/2026,San Luis Potosí,Guatemala,1,1,0
24/04/2026,Tabasco,El Salvador,2,2,0
24/04/2026,Yucatán,Colombia,1,0,1
24/04/2026,Yucatán,Cuba,1,0,1
25/04/2026,Chiapas,Estados Unidos de América,2,2,0
25/04/2026,Chiapas,Guatemala,4,0,4
25/04/2026,Ciudad de México,Estados Unidos de América,1,1,0
25/04/2026,Ciudad de México,Honduras,3,3,0
25/04/2026,Tabasco,Estados Unidos de América,1,1,0
26/04/2026,Chiapas,Honduras,25,7,18
26/04/2026,Ciudad de México,Ecuador,3,3,0
26/04/2026,Ciudad de México,República Bolivariana de Venezuela,1,1,0
26/04/2026,Oaxaca,Colombia,1,1,0
26/04/2026,Oaxaca,Cuba,1,0,1
26/04/2026,Oaxaca,Guatemala,1,1,0
26/04/2026,Oaxaca,Honduras,1,1,0
26/04/2026,Puebla,Ecuador,1,1,0
26/04/2026,Puebla,Honduras,1,1,0
26/04/2026,Tabasco,Colombia,1,1,0
27/04/2026,Baja California,Estados Unidos de América,2,2,0
27/04/2026,Baja California,Federación De Rusia,1,1,0
27/04/2026,Baja California,Guatemala,4,4,0
27/04/2026,Chiapas,Guatemala,22,2,20
28/04/2026,Chiapas,Guatemala,2,0,2
28/04/2026,Chiapas,Honduras,10,5,5
28/04/2026,Ciudad de México,China,1,1,0
28/04/2026,Ciudad de México,Colombia,1,1,0
28/04/2026,Ciudad de México,Cuba,1,1,0
28/04/2026,Ciudad de México,Estados Unidos de América,1,0,1
28/04/2026,Ciudad de México,Guatemala,1,1,0
28/04/2026,Oaxaca,Guatemala,1,1,0
28/04/2026,Oaxaca,República Bolivariana de Venezuela,2,2,0
28/04/2026,Querétaro,Guatemala,1,1,0
28/04/2026,Querétaro,Honduras,1,1,0
28/04/2026,Sonora,Estados Unidos de América,1,1,0
28/04/2026,Sonora,Guatemala,3,0,3
28/04/2026,Tabasco,El Salvador,1,1,0
28/04/2026,Tabasco,Guatemala,13,4,9
28/04/2026,Tabasco,Honduras,19,6,13
28/04/2026,Veracruz,Honduras,1,0,1
28/04/2026,Yucatán,Colombia,1,0,1
29/04/2026,Baja California,Colombia,1,1,0
29/04/2026,Chiapas,Brasil,1,1,0
29/04/2026,Chiapas,Colombia,1,1,0
29/04/2026,Chiapas,Guatemala,8,3,5
29/04/2026,Chiapas,Honduras,20,8,12
29/04/2026,Chihuahua,Guatemala,5,0,5
29/04/2026,Chihuahua,Honduras,4,0,4
29/04/2026,Ciudad de México,Cuba,1,1,0
29/04/2026,Coahuila,Honduras,1,0,1
29/04/2026,Oaxaca,El Salvador,1,1,0
29/04/2026,Tamaulipas,Cuba,1,0,1
29/04/2026,Veracruz,Honduras,6,0,6
30/04/2026,Baja California,Ecuador,1,1,0
30/04/2026,Baja California,Nicaragua,1,1,0
30/04/2026,Chiapas,Colombia,1,1,0
30/04/2026,Chiapas,El Salvador,2,2,0
30/04/2026,Chiapas,Guatemala,7,0,7
30/04/2026,Ciudad de México,Colombia,1,1,0
30/04/2026,Coahuila,Colombia,2,2,0
30/04/2026,Puebla,El Salvador,2,2,0
30/04/2026,San Luis Potosí,Estados Unidos de América,1,1,0
30/04/2026,Tabasco,Colombia,1,1,0
30/04/2026,Tabasco,Cuba,1,1,0
30/04/2026,Tamaulipas,Estados Unidos de América,1,1,0
