DIA,ESTADO / O.R.,NACIONALIDAD,RETORNADOS A SU PAÍS,DEPORTADOS,RETORNOS ASISTIDOS
13/07/2025,Baja California,El Salvador,1,0,1
13/07/2025,Baja California,Estados Unidos de América,1,0,1
13/07/2025,Baja California,Guatemala,2,0,2
13/07/2025,Chiapas,El Salvador,1,0,1
13/07/2025,Chiapas,Honduras,1,0,1
13/07/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
13/07/2025,Chiapas,República Federal Democrática de Nepal,1,0,1
13/07/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
14/07/2025,Baja California,Guatemala,3,0,3
14/07/2025,Chiapas,Colombia,1,0,1
14/07/2025,Chiapas,Ecuador,1,0,1
14/07/2025,Chiapas,Guatemala,12,0,12
14/07/2025,Ciudad de México,Colombia,1,1,0
14/07/2025,Oaxaca,Guatemala,24,0,24
14/07/2025,Sinaloa,Colombia,1,0,1
14/07/2025,Tamaulipas,Honduras,1,0,1
15/07/2025,Baja California,Estados Unidos de América,2,1,1
15/07/2025,Chiapas,Guatemala,5,0,5
15/07/2025,Chiapas,Honduras,8,0,8
15/07/2025,Chihuahua,Guatemala,3,0,3
15/07/2025,Ciudad de México,Argentina,1,0,1
15/07/2025,Ciudad de México,Colombia,1,1,0
15/07/2025,Nuevo León,Colombia,1,0,1
15/07/2025,Nuevo León,Cuba,3,0,3
15/07/2025,Nuevo León,Guatemala,2,0,2
15/07/2025,Nuevo León,Honduras,2,0,2
15/07/2025,Nuevo León,India,2,0,2
15/07/2025,Nuevo León,Nicaragua,1,0,1
15/07/2025,Nuevo León,República Bolivariana de Venezuela,5,0,5
15/07/2025,Tabasco,Guatemala,9,0,9
15/07/2025,Tabasco,Honduras,10,0,10
15/07/2025,Tamaulipas,Estados Unidos de América,1,1,0
16/07/2025,Chiapas,Canadá,1,0,1
16/07/2025,Chiapas,Colombia,1,0,1
16/07/2025,Chiapas,Guatemala,4,0,4
16/07/2025,Chiapas,Honduras,2,0,2
16/07/2025,Chiapas,Turquía,1,0,1
16/07/2025,Ciudad de México,Guatemala,2,0,2
16/07/2025,Ciudad de México,Honduras,2,0,2
16/07/2025,Nuevo León,Guatemala,1,0,1
16/07/2025,Querétaro,El Salvador,1,0,1
16/07/2025,Tabasco,Colombia,4,4,0
17/07/2025,Baja California,Eritrea,1,0,1
17/07/2025,Baja California,Guatemala,2,0,2
17/07/2025,Baja California,República Bolivariana de Venezuela,4,0,4
17/07/2025,Chiapas,El Salvador,6,0,6
17/07/2025,Chiapas,Estados Unidos de América,1,0,1
17/07/2025,Chiapas,Francia,1,1,0
17/07/2025,Chihuahua,Guatemala,1,0,1
17/07/2025,Ciudad de México,Colombia,1,1,0
17/07/2025,Querétaro,Colombia,2,1,1
17/07/2025,Tabasco,Colombia,2,2,0
17/07/2025,Yucatán,Estados Unidos de América,1,0,1
18/07/2025,Baja California,Ecuador,1,0,1
18/07/2025,Baja California,Guatemala,4,0,4
18/07/2025,Baja California,Haití,1,0,1
18/07/2025,Baja California,India,3,0,3
18/07/2025,Baja California,Uganda,1,0,1
18/07/2025,Chiapas,Argentina,1,1,0
18/07/2025,Chiapas,Guatemala,15,1,14
18/07/2025,Ciudad de México,Cuba,1,0,1
18/07/2025,San Luis Potosí,Honduras,1,0,1
18/07/2025,Tamaulipas,China,1,0,1
19/07/2025,Aguascalientes,Estados Unidos de América,1,1,0
19/07/2025,Chiapas,Guatemala,2,0,2
19/07/2025,Chiapas,República Bolivariana de Venezuela,2,0,2
19/07/2025,Ciudad de México,Colombia,2,2,0
19/07/2025,Ciudad de México,Honduras,2,2,0
19/07/2025,Ciudad de México,Perú,4,1,3
19/07/2025,Nuevo León,Estados Unidos de América,1,1,0
19/07/2025,Puebla,Guatemala,1,1,0
19/07/2025,Quintana Roo,República Islámica del Irán,3,3,0
20/07/2025,Baja California,Guatemala,1,0,1
20/07/2025,Chiapas,El Salvador,1,0,1
20/07/2025,Chiapas,Honduras,10,0,10
20/07/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
20/07/2025,Sonora,Estados Unidos de América,1,1,0
20/07/2025,Sonora,Guatemala,6,0,6
21/07/2025,Chiapas,Ecuador,3,0,3
21/07/2025,Chiapas,Guatemala,7,0,7
21/07/2025,Nuevo León,Colombia,2,0,2
21/07/2025,Oaxaca,Nicaragua,1,1,0
21/07/2025,Querétaro,Colombia,1,0,1
21/07/2025,Querétaro,El Salvador,1,0,1
21/07/2025,Querétaro,Honduras,1,1,0
21/07/2025,Quintana Roo,Afganistán,1,1,0
21/07/2025,Quintana Roo,República Islámica del Irán,1,1,0
22/07/2025,Baja California,Colombia,1,0,1
22/07/2025,Baja California,Ecuador,1,0,1
22/07/2025,Baja California,Guatemala,1,0,1
22/07/2025,Baja California,Honduras,2,0,2
22/07/2025,Baja California,República Bolivariana de Venezuela,3,0,3
22/07/2025,Chiapas,Cuba,1,0,1
22/07/2025,Chiapas,El Salvador,1,0,1
22/07/2025,Chiapas,Guatemala,10,0,10
22/07/2025,Chiapas,Honduras,11,0,11
22/07/2025,Chiapas,Marruecos,1,0,1
22/07/2025,Ciudad de México,Honduras,1,1,0
22/07/2025,Nuevo León,Honduras,1,0,1
22/07/2025,Tabasco,Honduras,14,0,14
22/07/2025,Veracruz,Honduras,4,0,4
22/07/2025,Yucatán,Honduras,2,2,0
23/07/2025,Baja California,China,1,0,1
23/07/2025,Baja California,Estados Unidos de América,1,0,1
23/07/2025,Chiapas,Guatemala,8,0,8
23/07/2025,Chihuahua,Guatemala,1,0,1
23/07/2025,Ciudad de México,Guatemala,2,1,1
23/07/2025,Oaxaca,Guatemala,1,1,0
23/07/2025,Puebla,Honduras,2,1,1
23/07/2025,Querétaro,Colombia,1,0,1
23/07/2025,Querétaro,Guatemala,1,0,1
23/07/2025,Tabasco,Guatemala,5,0,5
23/07/2025,Tamaulipas,Guatemala,1,0,1
23/07/2025,Yucatán,Honduras,1,1,0
24/07/2025,Baja California,Guatemala,1,0,1
24/07/2025,Baja California,Perú,1,0,1
24/07/2025,Baja California,República Bolivariana de Venezuela,4,0,4
24/07/2025,Chiapas,Colombia,1,0,1
24/07/2025,Chiapas,Ecuador,1,0,1
24/07/2025,Ciudad de México,Colombia,2,2,0
24/07/2025,Nuevo León,Guatemala,5,0,5
24/07/2025,Nuevo León,Haití,1,0,1
24/07/2025,Nuevo León,Honduras,2,0,2
24/07/2025,Nuevo León,República Bolivariana de Venezuela,2,0,2
24/07/2025,Nuevo León,República Dominicana,1,0,1
24/07/2025,San Luis Potosí,Honduras,4,0,4
24/07/2025,Tabasco,El Salvador,2,1,1
24/07/2025,Tabasco,Honduras,18,0,18
24/07/2025,Veracruz,Honduras,5,0,5
24/07/2025,Zacatecas,Colombia,1,0,1
24/07/2025,Zacatecas,República Bolivariana de Venezuela,1,0,1
25/07/2025,Baja California,Estados Unidos de América,2,0,2
25/07/2025,Chiapas,Colombia,1,0,1
25/07/2025,Chiapas,El Salvador,3,0,3
25/07/2025,Chiapas,Guatemala,9,0,9
25/07/2025,Ciudad de México,Cuba,1,0,1
25/07/2025,Quintana Roo,República Islámica del Irán,1,1,0
25/07/2025,Tabasco,Colombia,1,1,0
25/07/2025,Tamaulipas,Guatemala,1,0,1
25/07/2025,Veracruz,Guatemala,4,0,4
26/07/2025,Chiapas,Guatemala,7,0,7
26/07/2025,Ciudad de México,Alemania,1,0,1
26/07/2025,Ciudad de México,Brasil,1,0,1
26/07/2025,Ciudad de México,Guatemala,1,1,0
26/07/2025,Tabasco,Colombia,1,1,0
26/07/2025,Tabasco,Guatemala,13,0,13
27/07/2025,Baja California,El Salvador,1,0,1
27/07/2025,Baja California,Guatemala,1,0,1
27/07/2025,Baja California,India,1,0,1
27/07/2025,Ciudad de México,Argentina,1,0,1
27/07/2025,Ciudad de México,Chile,1,0,1
27/07/2025,Ciudad de México,Ecuador,1,0,1
27/07/2025,Tabasco,Ecuador,2,0,2
28/07/2025,Chiapas,Cuba,1,0,1
28/07/2025,Chiapas,El Salvador,2,0,2
28/07/2025,Chiapas,Guatemala,10,0,10
28/07/2025,Chiapas,Honduras,18,0,18
28/07/2025,Chihuahua,Ecuador,1,0,1
28/07/2025,Chihuahua,Guatemala,3,0,3
28/07/2025,Michoacán,Estados Unidos de América,2,2,0
28/07/2025,Oaxaca,Argentina,1,0,1
28/07/2025,Oaxaca,Canadá,1,0,1
29/07/2025,Chiapas,Colombia,1,0,1
29/07/2025,Chiapas,Honduras,1,0,1
29/07/2025,Ciudad de México,Honduras,2,0,2
29/07/2025,Guanajuato,Estados Unidos de América,1,1,0
29/07/2025,Tabasco,Honduras,25,0,25
29/07/2025,Veracruz,Honduras,5,0,5
30/07/2025,Baja California,Colombia,1,0,1
30/07/2025,Baja California,Guatemala,2,0,2
30/07/2025,Baja California,República Bolivariana de Venezuela,1,0,1
30/07/2025,Chiapas,El Salvador,5,0,5
30/07/2025,Chiapas,Guatemala,20,1,19
30/07/2025,Chiapas,Nicaragua,1,0,1
30/07/2025,Ciudad de México,Ecuador,1,0,1
30/07/2025,Nuevo León,Guatemala,1,0,1
30/07/2025,Puebla,Colombia,1,1,0
30/07/2025,Querétaro,Honduras,1,0,1
30/07/2025,Sonora,Guatemala,13,0,13
30/07/2025,Yucatán,Colombia,1,0,1
31/07/2025,Chiapas,Ecuador,1,0,1
31/07/2025,Chiapas,Guatemala,6,0,6
31/07/2025,Chiapas,Honduras,3,0,3
31/07/2025,Chiapas,Nicaragua,1,1,0
31/07/2025,Ciudad de México,Colombia,3,0,3
31/07/2025,Tabasco,Guatemala,27,5,22
31/07/2025,Tabasco,Honduras,15,0,15
31/07/2025,Veracruz,Guatemala,1,0,1
31/07/2025,Veracruz,Honduras,4,0,4
01/08/2025,Chiapas,Cuba,2,0,2
01/08/2025,Chiapas,Guatemala,5,0,5
01/08/2025,Ciudad de México,Colombia,2,1,1
01/08/2025,Ciudad de México,Guatemala,1,1,0
01/08/2025,Ciudad de México,Honduras,1,1,0
01/08/2025,Guanajuato,Colombia,1,0,1
01/08/2025,Veracruz,El Salvador,1,1,0
02/08/2025,Chiapas,Colombia,1,0,1
02/08/2025,Chiapas,El Salvador,1,0,1
02/08/2025,Chiapas,Guatemala,16,0,16
02/08/2025,Ciudad de México,Guatemala,1,0,1
02/08/2025,Ciudad de México,Honduras,3,2,1
02/08/2025,Oaxaca,Colombia,1,1,0
02/08/2025,Tabasco,Guatemala,1,0,1
02/08/2025,Yucatán,República Bolivariana de Venezuela,1,1,0
03/08/2025,Baja California,Colombia,1,0,1
03/08/2025,Baja California,El Salvador,1,0,1
03/08/2025,Baja California,Estados Unidos de América,1,0,1
03/08/2025,Baja California,Guatemala,1,0,1
03/08/2025,Baja California,República Bolivariana de Venezuela,1,0,1
03/08/2025,Querétaro,Colombia,2,2,0
03/08/2025,Yucatán,Colombia,1,1,0
04/08/2025,Chiapas,Ecuador,1,0,1
04/08/2025,Chiapas,Guatemala,5,0,5
04/08/2025,Chiapas,Honduras,17,1,16
04/08/2025,Guanajuato,Colombia,1,0,1
04/08/2025,Tamaulipas,Estados Unidos de América,1,1,0
05/08/2025,Chiapas,Guatemala,11,0,11
05/08/2025,Michoacán,Estados Unidos de América,1,1,0
05/08/2025,Sonora,El Salvador,1,0,1
05/08/2025,Tabasco,Guatemala,29,0,29
05/08/2025,Tabasco,Honduras,17,2,15
05/08/2025,Veracruz,Honduras,5,0,5
06/08/2025,Baja California,Estados Unidos de América,1,0,1
06/08/2025,Baja California,Guatemala,2,0,2
06/08/2025,Baja California,Nicaragua,1,0,1
06/08/2025,Baja California,República Bolivariana de Venezuela,4,0,4
06/08/2025,Chiapas,Cuba,1,0,1
06/08/2025,Chiapas,El Salvador,1,0,1
06/08/2025,Chiapas,Guatemala,5,0,5
06/08/2025,Ciudad de México,Colombia,2,2,0
06/08/2025,San Luis Potosí,Guatemala,1,0,1
06/08/2025,San Luis Potosí,Honduras,1,0,1
06/08/2025,Veracruz,El Salvador,3,0,3
07/08/2025,Baja California,El Salvador,1,0,1
07/08/2025,Chiapas,El Salvador,1,0,1
07/08/2025,Chiapas,Honduras,3,0,3
07/08/2025,Ciudad de México,Colombia,1,1,0
07/08/2025,Ciudad de México,Estados Unidos de América,2,0,2
07/08/2025,Ciudad de México,Perú,1,0,1
07/08/2025,Michoacán,Estados Unidos de América,1,1,0
07/08/2025,Tabasco,Colombia,1,1,0
07/08/2025,Tabasco,Honduras,9,0,9
08/08/2025,Baja California,Cuba,1,0,1
08/08/2025,Baja California,Honduras,1,0,1
08/08/2025,Baja California,República Bolivariana de Venezuela,3,0,3
08/08/2025,Chiapas,Guatemala,8,0,8
08/08/2025,Chiapas,Honduras,9,0,9
08/08/2025,Chiapas,Uzbekistán,3,0,3
08/08/2025,Puebla,Honduras,1,0,1
08/08/2025,Quintana Roo,Estonia,1,1,0
08/08/2025,Tabasco,Colombia,3,3,0
08/08/2025,Tabasco,Cuba,2,2,0
08/08/2025,Tabasco,Guatemala,22,0,22
09/08/2025,Chiapas,Cuba,1,0,1
09/08/2025,Chiapas,El Salvador,2,0,2
09/08/2025,Chiapas,Guatemala,7,0,7
09/08/2025,Oaxaca,Colombia,1,0,1
09/08/2025,Tabasco,Colombia,2,2,0
09/08/2025,Tabasco,El Salvador,1,0,1
10/08/2025,Chiapas,Argentina,1,0,1
10/08/2025,Chiapas,Cuba,2,0,2
10/08/2025,Chiapas,Honduras,18,2,16
11/08/2025,Baja California,Cuba,1,0,1
11/08/2025,Baja California,República Bolivariana de Venezuela,1,0,1
12/08/2025,Baja California,Haití,1,0,1
12/08/2025,Baja California,Honduras,1,0,1
12/08/2025,Baja California,República Bolivariana de Venezuela,2,0,2
12/08/2025,Chiapas,Guatemala,5,0,5
12/08/2025,Chiapas,Honduras,9,0,9
12/08/2025,Ciudad de México,Colombia,2,1,1
13/08/2025,Baja California,Ecuador,1,0,1
13/08/2025,Baja California,Guatemala,1,0,1
13/08/2025,Baja California,Perú,1,0,1
13/08/2025,Baja California,República Bolivariana de Venezuela,1,0,1
13/08/2025,Chiapas,Ecuador,1,0,1
13/08/2025,Chiapas,Guatemala,12,0,12
13/08/2025,Chiapas,Honduras,5,0,5
13/08/2025,Ciudad de México,Colombia,2,0,2
13/08/2025,Oaxaca,Rumania,1,0,1
13/08/2025,Puebla,Colombia,1,1,0
13/08/2025,Tabasco,Guatemala,40,0,40
13/08/2025,Tabasco,Honduras,14,1,13
13/08/2025,Tamaulipas,Estados Unidos de América,1,1,0
14/08/2025,Baja California,Ecuador,1,0,1
14/08/2025,Baja California,Senegal,1,0,1
14/08/2025,Chiapas,Cuba,1,0,1
14/08/2025,Chiapas,El Salvador,3,0,3
14/08/2025,Chiapas,Guatemala,3,0,3
14/08/2025,Chiapas,Honduras,1,0,1
14/08/2025,Chiapas,Nicaragua,1,0,1
14/08/2025,Chiapas,Perú,1,0,1
14/08/2025,Chiapas,República Bolivariana de Venezuela,3,0,3
14/08/2025,Querétaro,Colombia,1,0,1
14/08/2025,Querétaro,Honduras,3,0,3
15/08/2025,Baja California,China,1,0,1
15/08/2025,Baja California,Guatemala,1,0,1
15/08/2025,Baja California,Honduras,1,0,1
15/08/2025,Baja California,Nicaragua,1,0,1
15/08/2025,Baja California,República Bolivariana de Venezuela,1,0,1
15/08/2025,Chiapas,El Salvador,3,0,3
15/08/2025,Chiapas,Guatemala,5,0,5
15/08/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
16/08/2025,Chiapas,El Salvador,2,0,2
16/08/2025,Chiapas,Guatemala,13,0,13
16/08/2025,Chiapas,República Dominicana,1,0,1
16/08/2025,Ciudad de México,Colombia,2,0,2
16/08/2025,Querétaro,Colombia,2,2,0
16/08/2025,Tabasco,Guatemala,22,1,21
17/08/2025,Baja California,Ecuador,1,0,1
17/08/2025,Baja California,Estados Unidos de América,1,0,1
17/08/2025,Baja California,Guatemala,1,0,1
17/08/2025,Baja California,República Bolivariana de Venezuela,1,0,1
17/08/2025,Chiapas,El Salvador,2,0,2
17/08/2025,Chiapas,Honduras,17,0,17
17/08/2025,Chihuahua,Guatemala,1,1,0
17/08/2025,Oaxaca,Colombia,1,0,1
18/08/2025,Chiapas,Guatemala,6,0,6
18/08/2025,Ciudad de México,Ecuador,1,0,1
18/08/2025,Sinaloa,Guatemala,1,0,1
19/08/2025,Baja California,Colombia,1,0,1
19/08/2025,Baja California,Estados Unidos de América,1,0,1
19/08/2025,Baja California,Honduras,2,0,2
19/08/2025,Baja California,Nicaragua,1,0,1
19/08/2025,Baja California,República Bolivariana de Venezuela,1,0,1
19/08/2025,Chiapas,Estados Unidos de América,2,0,2
19/08/2025,Chiapas,Guatemala,9,0,9
19/08/2025,Chiapas,Honduras,2,0,2
19/08/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
19/08/2025,Ciudad de México,Guatemala,1,0,1
19/08/2025,Ciudad de México,Honduras,1,0,1
19/08/2025,Oaxaca,Estados Unidos de América,1,0,1
19/08/2025,Puebla,Colombia,1,1,0
19/08/2025,Tabasco,Cuba,1,1,0
19/08/2025,Tabasco,Guatemala,25,1,24
19/08/2025,Tabasco,Honduras,11,0,11
19/08/2025,Tamaulipas,Guatemala,1,0,1
20/08/2025,Baja California,Colombia,1,0,1
20/08/2025,Baja California,Etiopia,1,0,1
20/08/2025,Baja California,Guatemala,2,0,2
20/08/2025,Chiapas,El Salvador,2,0,2
20/08/2025,Chiapas,Honduras,13,1,12
20/08/2025,Nuevo León,Haití,1,0,1
20/08/2025,Nuevo León,Honduras,1,0,1
20/08/2025,Nuevo León,República Bolivariana de Venezuela,1,0,1
20/08/2025,Querétaro,Colombia,4,0,4
20/08/2025,Sonora,Guatemala,6,0,6
20/08/2025,Tamaulipas,Estados Unidos de América,1,1,0
20/08/2025,Tamaulipas,Guatemala,4,0,4
20/08/2025,Tamaulipas,Honduras,1,0,1
20/08/2025,Veracruz,Honduras,4,1,3
21/08/2025,Chiapas,Azerbaiyán,1,0,1
21/08/2025,Chiapas,Colombia,1,0,1
21/08/2025,Chiapas,Cuba,1,0,1
21/08/2025,Chiapas,Guatemala,5,0,5
21/08/2025,Chiapas,Honduras,2,0,2
21/08/2025,Ciudad de México,Colombia,2,2,0
21/08/2025,Colima,Estados Unidos de América,1,0,1
21/08/2025,Oaxaca,Colombia,1,1,0
21/08/2025,Oaxaca,Honduras,1,0,1
21/08/2025,Puebla,Colombia,3,3,0
21/08/2025,Tabasco,Colombia,1,1,0
21/08/2025,Tabasco,Honduras,11,1,10
21/08/2025,Veracruz,Guatemala,1,0,1
21/08/2025,Veracruz,Honduras,5,1,4
22/08/2025,Baja California,El Salvador,1,0,1
22/08/2025,Baja California,Guatemala,1,0,1
22/08/2025,Baja California,Honduras,1,0,1
22/08/2025,Chiapas,Brasil,1,0,1
22/08/2025,Chiapas,Guatemala,8,0,8
22/08/2025,Chihuahua,Guatemala,8,0,8
22/08/2025,Ciudad de México,Cuba,1,0,1
22/08/2025,Nayarit,Estados Unidos de América,1,1,0
22/08/2025,Tabasco,Guatemala,8,4,4
22/08/2025,Yucatán,Colombia,1,0,1
23/08/2025,Ciudad de México,Colombia,5,5,0
23/08/2025,Querétaro,Colombia,1,1,0
24/08/2025,Baja California,Guatemala,1,0,1
24/08/2025,Baja California,Nicaragua,2,0,2
24/08/2025,Chiapas,Cuba,6,0,6
24/08/2025,Chiapas,Ecuador,1,0,1
24/08/2025,Chiapas,Honduras,16,0,16
24/08/2025,Querétaro,Estados Unidos de América,1,1,0
25/08/2025,Chiapas,El Salvador,1,0,1
25/08/2025,Chiapas,Guatemala,21,0,21
25/08/2025,Chiapas,Pakistán,1,0,1
25/08/2025,Guanajuato,Estados Unidos de América,1,1,0
25/08/2025,Puebla,Colombia,3,3,0
26/08/2025,Baja California,Guatemala,3,0,3
26/08/2025,Baja California,Haití,1,0,1
26/08/2025,Baja California,India,1,0,1
26/08/2025,Chiapas,Colombia,1,0,1
26/08/2025,Chiapas,Cuba,1,0,1
26/08/2025,Chiapas,Estado Plurinacional de Bolivia,1,0,1
26/08/2025,Chiapas,Guatemala,2,0,2
26/08/2025,Chiapas,Honduras,3,0,3
26/08/2025,Ciudad de México,Brasil,1,0,1
26/08/2025,Ciudad de México,Colombia,1,0,1
26/08/2025,Ciudad de México,Guatemala,1,0,1
26/08/2025,Ciudad de México,Honduras,2,0,2
26/08/2025,Puebla,Colombia,2,2,0
26/08/2025,Querétaro,Honduras,1,0,1
26/08/2025,Tabasco,Guatemala,20,0,20
26/08/2025,Tabasco,Honduras,9,1,8
26/08/2025,Veracruz,Guatemala,1,0,1
26/08/2025,Veracruz,Honduras,5,0,5
27/08/2025,Baja California,Guatemala,2,0,2
27/08/2025,Chiapas,Cuba,1,0,1
27/08/2025,Chiapas,El Salvador,4,0,4
27/08/2025,Chiapas,Guatemala,8,0,8
27/08/2025,Chiapas,Honduras,10,0,10
27/08/2025,Nuevo León,Argentina,1,0,1
27/08/2025,Puebla,Colombia,1,0,1
27/08/2025,Sonora,Guatemala,1,0,1
27/08/2025,Tabasco,Honduras,14,0,14
28/08/2025,Baja California,Colombia,1,0,1
28/08/2025,Baja California,Estados Unidos de América,1,0,1
28/08/2025,Chiapas,Guatemala,5,0,5
28/08/2025,Ciudad de México,Colombia,2,1,1
28/08/2025,Ciudad de México,Cuba,1,0,1
28/08/2025,Ciudad de México,Estados Unidos de América,1,1,0
28/08/2025,Ciudad de México,Guatemala,3,0,3
28/08/2025,Ciudad de México,Honduras,1,0,1
28/08/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
28/08/2025,Nuevo León,El Salvador,1,0,1
28/08/2025,Oaxaca,Colombia,1,0,1
28/08/2025,Tabasco,Colombia,1,1,0
28/08/2025,Tabasco,Guatemala,20,1,19
29/08/2025,Baja California,Estados Unidos de América,2,0,2
29/08/2025,Chiapas,Colombia,2,2,0
29/08/2025,Chiapas,Cuba,1,0,1
29/08/2025,Chiapas,Guatemala,8,0,8
29/08/2025,Ciudad de México,Colombia,1,0,1
29/08/2025,Ciudad de México,Cuba,1,1,0
29/08/2025,Nuevo León,Guatemala,1,0,1
29/08/2025,Querétaro,Colombia,1,0,1
29/08/2025,Querétaro,Guatemala,1,0,1
30/08/2025,Chiapas,Colombia,1,0,1
30/08/2025,Chiapas,Guatemala,2,0,2
30/08/2025,Veracruz,Honduras,1,1,0
31/08/2025,Baja California,El Salvador,1,0,1
31/08/2025,Baja California,Guatemala,1,0,1
31/08/2025,Baja California,Honduras,1,0,1
31/08/2025,Chiapas,Guatemala,6,0,6
31/08/2025,Chiapas,Honduras,12,0,12
31/08/2025,Chiapas,Nicaragua,1,0,1
31/08/2025,Ciudad de México,Colombia,1,0,1
31/08/2025,Querétaro,Honduras,1,0,1
01/09/2025,Chiapas,Guatemala,10,0,10
02/09/2025,Baja California,Etiopia,1,0,1
02/09/2025,Baja California,Guatemala,1,0,1
02/09/2025,Chiapas,Cuba,2,0,2
02/09/2025,Chiapas,El Salvador,1,0,1
02/09/2025,Chiapas,Guatemala,11,0,11
02/09/2025,Chiapas,Honduras,11,0,11
02/09/2025,Ciudad de México,Colombia,2,0,2
02/09/2025,Tabasco,Colombia,2,2,0
02/09/2025,Tabasco,Honduras,10,1,9
02/09/2025,Veracruz,Honduras,14,0,14
03/09/2025,Baja California,Brasil,1,0,1
03/09/2025,Baja California,Guatemala,1,0,1
03/09/2025,Baja California,República Bolivariana de Venezuela,1,0,1
03/09/2025,Chiapas,Colombia,1,0,1
03/09/2025,Chiapas,El Salvador,4,0,4
03/09/2025,Chiapas,Guatemala,12,2,10
03/09/2025,Chiapas,Nicaragua,1,0,1
03/09/2025,Ciudad de México,Guatemala,1,0,1
03/09/2025,Puebla,Colombia,1,1,0
03/09/2025,Querétaro,Colombia,1,1,0
03/09/2025,Tabasco,Colombia,1,0,1
03/09/2025,Tabasco,Guatemala,20,3,17
03/09/2025,Yucatán,Colombia,1,1,0
04/09/2025,Baja California,Perú,2,0,2
04/09/2025,Chiapas,Colombia,1,0,1
04/09/2025,Chiapas,Cuba,1,0,1
04/09/2025,Chiapas,Guatemala,6,1,5
04/09/2025,Chiapas,Honduras,23,1,22
04/09/2025,Chihuahua,Guatemala,1,0,1
04/09/2025,Ciudad de México,Colombia,1,1,0
04/09/2025,Sonora,Estados Unidos de América,1,1,0
04/09/2025,Sonora,Guatemala,13,0,13
04/09/2025,Tabasco,Colombia,1,1,0
04/09/2025,Tabasco,El Salvador,1,0,1
04/09/2025,Tabasco,Honduras,8,0,8
05/09/2025,Baja California,Estados Unidos de América,2,0,2
05/09/2025,Chiapas,Colombia,1,0,1
05/09/2025,Chiapas,El Salvador,1,0,1
05/09/2025,Chiapas,Guatemala,9,0,9
05/09/2025,Chiapas,Perú,2,0,2
05/09/2025,Chihuahua,Gabón,1,0,1
05/09/2025,Chihuahua,Guatemala,9,1,8
05/09/2025,Oaxaca,Colombia,1,0,1
06/09/2025,Chiapas,Colombia,1,1,0
06/09/2025,Chiapas,Cuba,1,0,1
06/09/2025,Chiapas,El Salvador,1,0,1
06/09/2025,Chiapas,Guatemala,88,1,87
06/09/2025,Ciudad de México,Colombia,2,0,2
06/09/2025,Ciudad de México,Ecuador,2,0,2
06/09/2025,Ciudad de México,El Salvador,1,0,1
06/09/2025,Tabasco,Guatemala,12,0,12
07/09/2025,Chiapas,Colombia,2,0,2
07/09/2025,Chihuahua,Guatemala,1,0,1
07/09/2025,Tabasco,Colombia,1,1,0
08/09/2025,Chiapas,Ecuador,1,1,0
08/09/2025,Chiapas,Guatemala,12,0,12
08/09/2025,Chiapas,Honduras,16,1,15
09/09/2025,Baja California,Guatemala,2,0,2
09/09/2025,Baja California,República Bolivariana de Venezuela,3,0,3
09/09/2025,Chiapas,Colombia,1,0,1
09/09/2025,Chiapas,Cuba,2,0,2
09/09/2025,Chiapas,El Salvador,1,0,1
09/09/2025,Chiapas,Guatemala,16,0,16
09/09/2025,Chiapas,Honduras,3,0,3
09/09/2025,Ciudad de México,Colombia,2,1,1
09/09/2025,Oaxaca,Estados Unidos de América,1,1,0
09/09/2025,Sonora,Estados Unidos de América,1,1,0
09/09/2025,Sonora,Guatemala,4,0,4
09/09/2025,Tabasco,Colombia,1,1,0
09/09/2025,Tabasco,Guatemala,33,1,32
09/09/2025,Tabasco,Honduras,14,1,13
10/09/2025,Chiapas,Colombia,3,0,3
10/09/2025,Chiapas,Cuba,1,0,1
10/09/2025,Chiapas,Guatemala,9,0,9
10/09/2025,Chihuahua,Guatemala,3,2,1
10/09/2025,Chihuahua,Honduras,3,0,3
10/09/2025,Ciudad de México,Estados Unidos de América,1,0,1
10/09/2025,Ciudad de México,Guatemala,3,0,3
10/09/2025,Tamaulipas,Honduras,1,0,1
10/09/2025,Yucatán,Honduras,1,1,0
11/09/2025,Baja California,Guatemala,1,0,1
11/09/2025,Baja California,República Bolivariana de Venezuela,1,0,1
11/09/2025,Chiapas,Cuba,2,0,2
11/09/2025,Chiapas,El Salvador,2,0,2
11/09/2025,Chiapas,Guatemala,8,0,8
11/09/2025,Chiapas,Honduras,17,1,16
11/09/2025,Ciudad de México,Colombia,7,7,0
11/09/2025,Ciudad de México,Estado Plurinacional de Bolivia,2,0,2
11/09/2025,Ciudad de México,Honduras,1,0,1
11/09/2025,Querétaro,Honduras,1,0,1
11/09/2025,Tabasco,Colombia,1,1,0
12/09/2025,Chiapas,El Salvador,2,0,2
12/09/2025,Chiapas,Guatemala,5,0,5
12/09/2025,Ciudad de México,Estados Unidos de América,1,0,1
12/09/2025,Ciudad de México,Italia,1,1,0
12/09/2025,Tabasco,Colombia,2,2,0
12/09/2025,Veracruz,Estados Unidos de América,1,0,1
13/09/2025,Chiapas,Colombia,1,0,1
